_id,augment_ids,champion_id,win_rate,sample_size,tier,patch_version,updated_at
"1138_1225_2096_11_26.12",1138,1225,2096,11,"0","151","S",26.12,2026-06-27T10:58:40.147Z
"1320_1336_2096_11_26.12",1320,1336,2096,11,"0","144","S",26.12,2026-06-27T10:58:40.147Z
"1353_2006_2102_12_26.12",1353,2006,2102,12,"0","481","S",26.12,2026-06-27T10:58:40.148Z
"1181_1353_2102_12_26.12",1181,1353,2102,12,"0","353","S",26.12,2026-06-27T10:58:40.148Z
"1181_2006_2102_12_26.12",1181,2006,2102,12,"0","347","S",26.12,2026-06-27T10:58:40.148Z
"1041_1353_2102_12_26.12",1041,1353,2102,12,"0","345","S",26.12,2026-06-27T10:58:40.148Z
"1319_1353_2102_12_26.12",1319,1353,2102,12,"0","278","S",26.12,2026-06-27T10:58:40.148Z
"1353_1375_2102_12_26.12",1353,1375,2102,12,"0","270","S",26.12,2026-06-27T10:58:40.148Z
"1041_1181_2102_12_26.12",1041,1181,2102,12,"0","259","S",26.12,2026-06-27T10:58:40.148Z
"1319_1353_1361_12_26.12",1319,1353,1361,12,"0","249","S",26.12,2026-06-27T10:58:40.148Z
"1013_1353_2102_12_26.12",1013,1353,2102,12,"0","241","S",26.12,2026-06-27T10:58:40.148Z
"1181_1353_1361_12_26.12",1181,1353,1361,12,"0","241","S",26.12,2026-06-27T10:58:40.148Z
"1004_1056_1311_13_26.12",1004,1056,1311,13,"0","1297","S",26.12,2026-06-27T10:58:41.223Z
"1004_1311_2132_13_26.12",1004,1311,2132,13,"0","1153","S",26.12,2026-06-27T10:58:41.223Z
"1056_1311_1390_13_26.12",1056,1311,1390,13,"0","984","S",26.12,2026-06-27T10:58:41.223Z
"1004_1056_2132_13_26.12",1004,1056,2132,13,"0","735","S",26.12,2026-06-27T10:58:41.223Z
"1311_1390_2132_13_26.12",1311,1390,2132,13,"0","729","S",26.12,2026-06-27T10:58:41.223Z
"1056_1311_2123_13_26.12",1056,1311,2123,13,"0","593","S",26.12,2026-06-27T10:58:41.223Z
"1056_1390_2132_13_26.12",1056,1390,2132,13,"0","561","S",26.12,2026-06-27T10:58:41.223Z
"1311_2123_2132_13_26.12",1311,2123,2132,13,"0","537","S",26.12,2026-06-27T10:58:41.223Z
"1004_1311_1390_13_26.12",1004,1311,1390,13,"0","535","S",26.12,2026-06-27T10:58:41.223Z
"1056_1156_1311_13_26.12",1056,1156,1311,13,"0","522","S",26.12,2026-06-27T10:58:41.223Z
"1152_1353_2006_14_26.12",1152,1353,2006,14,"0","1526","S",26.12,2026-06-27T10:58:41.224Z
"1152_1181_1353_14_26.12",1152,1181,1353,14,"0","1509","S",26.12,2026-06-27T10:58:41.224Z
"1041_1152_1181_14_26.12",1041,1152,1181,14,"0","1312","S",26.12,2026-06-27T10:58:41.224Z
"1353_2006_2102_14_26.12",1353,2006,2102,14,"0","780","S",26.12,2026-06-27T10:58:41.224Z
"1181_1353_2102_14_26.12",1181,1353,2102,14,"0","774","S",26.12,2026-06-27T10:58:41.224Z
"1041_1152_2006_14_26.12",1041,1152,2006,14,"0","650","S",26.12,2026-06-27T10:58:41.224Z
"1041_1181_2102_14_26.12",1041,1181,2102,14,"0","646","S",26.12,2026-06-27T10:58:41.224Z
"1041_1353_2102_14_26.12",1041,1353,2102,14,"0","600","S",26.12,2026-06-27T10:58:41.224Z
"1152_1181_2102_14_26.12",1152,1181,2102,14,"0","408","S",26.12,2026-06-27T10:58:41.224Z
"1319_1353_1361_14_26.12",1319,1353,1361,14,"0","406","S",26.12,2026-06-27T10:58:41.224Z
"1022_1225_1356_15_26.12",1022,1225,1356,15,"0","524","S",26.12,2026-06-27T10:58:41.224Z
"1022_1336_1356_15_26.12",1022,1336,1356,15,"0","517","S",26.12,2026-06-27T10:58:41.224Z
"1071_1336_1356_15_26.12",1071,1336,1356,15,"0","514","S",26.12,2026-06-27T10:58:41.224Z
"1077_1225_1356_15_26.12",1077,1225,1356,15,"0","491","S",26.12,2026-06-27T10:58:41.224Z
"1071_1225_1356_15_26.12",1071,1225,1356,15,"0","483","S",26.12,2026-06-27T10:58:41.224Z
"1022_1225_1336_15_26.12",1022,1225,1336,15,"0","475","S",26.12,2026-06-27T10:58:41.224Z
"1077_1336_1356_15_26.12",1077,1336,1356,15,"0","455","S",26.12,2026-06-27T10:58:41.224Z
"1225_1328_1356_15_26.12",1225,1328,1356,15,"0","406","S",26.12,2026-06-27T10:58:41.224Z
"1077_1225_1336_15_26.12",1077,1225,1336,15,"0","400","S",26.12,2026-06-27T10:58:41.224Z
"1195_1336_1356_15_26.12",1195,1336,1356,15,"0","395","S",26.12,2026-06-27T10:58:41.224Z
"1037_1095_1141_16_26.12",1037,1095,1141,16,"0","666","S",26.12,2026-06-27T10:58:41.920Z
"1005_1037_1095_16_26.12",1005,1037,1095,16,"0","549","S",26.12,2026-06-27T10:58:41.920Z
"1005_1095_1141_16_26.12",1005,1095,1141,16,"0","487","S",26.12,2026-06-27T10:58:41.920Z
"1037_1095_1420_16_26.12",1037,1095,1420,16,"0","445","S",26.12,2026-06-27T10:58:41.920Z
"1095_1141_1420_16_26.12",1095,1141,1420,16,"0","396","S",26.12,2026-06-27T10:58:41.920Z
"1037_1076_1095_16_26.12",1037,1076,1095,16,"0","387","S",26.12,2026-06-27T10:58:41.920Z
"1037_1095_2004_16_26.12",1037,1095,2004,16,"0","366","S",26.12,2026-06-27T10:58:41.920Z
"1005_1015_1037_16_26.12",1005,1015,1037,16,"0","356","S",26.12,2026-06-27T10:58:41.920Z
"1076_1095_1141_16_26.12",1076,1095,1141,16,"0","352","S",26.12,2026-06-27T10:58:41.920Z
"1005_1095_1420_16_26.12",1005,1095,1420,16,"0","286","S",26.12,2026-06-27T10:58:41.920Z
"1029_1030_1133_17_26.12",1029,1030,1133,17,"0","458","S",26.12,2026-06-27T10:58:41.920Z
"1029_1030_1415_17_26.12",1029,1030,1415,17,"0","350","S",26.12,2026-06-27T10:58:41.920Z
"1029_1030_1390_17_26.12",1029,1030,1390,17,"0","293","S",26.12,2026-06-27T10:58:41.920Z
"1029_1133_1195_17_26.12",1029,1133,1195,17,"0","255","S",26.12,2026-06-27T10:58:41.920Z
"1029_1030_1097_17_26.12",1029,1030,1097,17,"0","225","S",26.12,2026-06-27T10:58:41.920Z
"1029_1030_2132_17_26.12",1029,1030,2132,17,"0","202","S",26.12,2026-06-27T10:58:41.920Z
"1029_1133_2087_17_26.12",1029,1133,2087,17,"0","190","S",26.12,2026-06-27T10:58:41.920Z
"1133_1390_2132_17_26.12",1133,1390,2132,17,"0","164","S",26.12,2026-06-27T10:58:41.920Z
"1029_1071_1195_17_26.12",1029,1071,1195,17,"0","159","S",26.12,2026-06-27T10:58:41.920Z
"1029_1388_1415_17_26.12",1029,1388,1415,17,"0","153","S",26.12,2026-06-27T10:58:41.920Z
"1225_1356_2096_18_26.12",1225,1356,2096,18,"0","539","S",26.12,2026-06-27T10:58:41.920Z
"1071_1356_2096_18_26.12",1071,1356,2096,18,"0","486","S",26.12,2026-06-27T10:58:41.920Z
"1225_1356_2010_18_26.12",1225,1356,2010,18,"0","460","S",26.12,2026-06-27T10:58:41.920Z
"1225_1336_1356_18_26.12",1225,1336,1356,18,"0","455","S",26.12,2026-06-27T10:58:41.920Z
"1071_1225_1356_18_26.12",1071,1225,1356,18,"0","398","S",26.12,2026-06-27T10:58:41.920Z
"1077_1225_1356_18_26.12",1077,1225,1356,18,"0","378","S",26.12,2026-06-27T10:58:41.920Z
"1022_1225_1356_18_26.12",1022,1225,1356,18,"0","361","S",26.12,2026-06-27T10:58:41.920Z
"1336_1356_2010_18_26.12",1336,1356,2010,18,"0","344","S",26.12,2026-06-27T10:58:41.920Z
"1022_1225_1336_18_26.12",1022,1225,1336,18,"0","327","S",26.12,2026-06-27T10:58:41.920Z
"1225_1328_1356_18_26.12",1225,1328,1356,18,"0","316","S",26.12,2026-06-27T10:58:41.920Z
"1041_1181_1353_19_26.12",1041,1181,1353,19,"0","113","S",26.12,2026-06-27T10:58:42.588Z
"1181_1353_2006_19_26.12",1181,1353,2006,19,"0","163","B",26.12,2026-06-27T10:58:42.588Z
"1020_1181_1353_19_26.12",1020,1181,1353,19,"0","103","C",26.12,2026-06-27T10:58:42.588Z
"1013_1353_2006_20_26.12",1013,1353,2006,20,"0","116","S",26.12,2026-06-27T10:58:42.588Z
"1030_1113_1133_21_26.12",1030,1113,1133,21,"0","416","S",26.12,2026-06-27T10:58:42.588Z
"1030_1133_1415_21_26.12",1030,1133,1415,21,"0","305","S",26.12,2026-06-27T10:58:42.588Z
"1048_1113_1390_21_26.12",1048,1113,1390,21,"0","295","S",26.12,2026-06-27T10:58:42.588Z
"1077_1195_1356_21_26.12",1077,1195,1356,21,"0","276","S",26.12,2026-06-27T10:58:42.588Z
"1320_1336_1356_21_26.12",1320,1336,1356,21,"0","275","S",26.12,2026-06-27T10:58:42.588Z
"1115_1336_1356_21_26.12",1115,1336,1356,21,"0","273","S",26.12,2026-06-27T10:58:42.588Z
"1328_1336_1356_21_26.12",1328,1336,1356,21,"0","254","S",26.12,2026-06-27T10:58:42.588Z
"1048_1133_2009_21_26.12",1048,1133,2009,21,"0","248","S",26.12,2026-06-27T10:58:42.588Z
"1030_1113_2103_21_26.12",1030,1113,2103,21,"0","247","S",26.12,2026-06-27T10:58:42.588Z
"1113_1133_1195_21_26.12",1113,1133,1195,21,"0","244","S",26.12,2026-06-27T10:58:42.588Z
"1225_1356_2010_22_26.12",1225,1356,2010,22,"0","891","S",26.12,2026-06-27T10:58:43.268Z
"1022_1225_1356_22_26.12",1022,1225,1356,22,"0","670","S",26.12,2026-06-27T10:58:43.268Z
"1071_1225_1356_22_26.12",1071,1225,1356,22,"0","668","S",26.12,2026-06-27T10:58:43.268Z
"1022_1356_2096_22_26.12",1022,1356,2096,22,"0","639","S",26.12,2026-06-27T10:58:43.268Z
"1081_1356_2010_22_26.12",1081,1356,2010,22,"0","528","S",26.12,2026-06-27T10:58:43.268Z
"1071_1081_1356_22_26.12",1071,1081,1356,22,"0","510","S",26.12,2026-06-27T10:58:43.268Z
"1022_1071_1081_22_26.12",1022,1071,1081,22,"0","502","S",26.12,2026-06-27T10:58:43.268Z
"1022_1356_2010_22_26.12",1022,1356,2010,22,"0","497","S",26.12,2026-06-27T10:58:43.268Z
"1022_1336_1356_22_26.12",1022,1336,1356,22,"0","496","S",26.12,2026-06-27T10:58:43.268Z
"1051_1225_1356_22_26.12",1051,1225,1356,22,"0","495","S",26.12,2026-06-27T10:58:43.268Z
"1007_1336_2096_23_26.12",1007,1336,2096,23,"0","171","S",26.12,2026-06-27T10:58:43.269Z
"1007_1322_1336_23_26.12",1007,1322,1336,23,"0","122","S",26.12,2026-06-27T10:58:43.269Z
"1088_1322_2096_23_26.12",1088,1322,2096,23,"0","110","S",26.12,2026-06-27T10:58:43.269Z
"1007_1058_2096_23_26.12",1007,1058,2096,23,"0","109","S",26.12,2026-06-27T10:58:43.269Z
"1138_1336_2096_23_26.12",1138,1336,2096,23,"0","180","B",26.12,2026-06-27T10:58:43.269Z
"1322_1336_2096_23_26.12",1322,1336,2096,23,"0","172","B",26.12,2026-06-27T10:58:43.269Z
"1081_1336_2096_23_26.12",1081,1336,2096,23,"0","166","B",26.12,2026-06-27T10:58:43.269Z
"1007_1081_1336_23_26.12",1007,1081,1336,23,"0","102","B",26.12,2026-06-27T10:58:43.269Z
"1058_1322_2096_23_26.12",1058,1322,2096,23,"0","169","D",26.12,2026-06-27T10:58:43.269Z
"1007_1081_2096_23_26.12",1007,1081,2096,23,"0","141","D",26.12,2026-06-27T10:58:43.269Z
"1058_1996_2111_24_26.12",1058,1996,2111,24,"0","506","S",26.12,2026-06-27T10:58:43.269Z
"1058_1138_2111_24_26.12",1058,1138,2111,24,"0","499","S",26.12,2026-06-27T10:58:43.269Z
"1344_1996_2111_24_26.12",1344,1996,2111,24,"0","299","S",26.12,2026-06-27T10:58:43.269Z
"1138_1322_2111_24_26.12",1138,1322,2111,24,"0","228","S",26.12,2026-06-27T10:58:43.269Z
"1058_1996_2096_24_26.12",1058,1996,2096,24,"0","140","S",26.12,2026-06-27T10:58:43.269Z
"1007_1344_2111_24_26.12",1007,1344,2111,24,"0","120","S",26.12,2026-06-27T10:58:43.269Z
"1007_1344_1996_24_26.12",1007,1344,1996,24,"0","115","S",26.12,2026-06-27T10:58:43.269Z
"1138_1996_2111_24_26.12",1138,1996,2111,24,"0","572","A",26.12,2026-06-27T10:58:43.269Z
"1058_1138_1996_24_26.12",1058,1138,1996,24,"0","452","B",26.12,2026-06-27T10:58:43.269Z
"1138_1344_2111_24_26.12",1138,1344,2111,24,"0","323","B",26.12,2026-06-27T10:58:43.269Z
"1030_1113_1136_25_26.12",1030,1113,1136,25,"0","364","S",26.12,2026-06-27T10:58:43.972Z
"1030_1133_1390_25_26.12",1030,1133,1390,25,"0","346","S",26.12,2026-06-27T10:58:43.972Z
"1030_1044_1390_25_26.12",1030,1044,1390,25,"0","249","S",26.12,2026-06-27T10:58:43.972Z
"1044_1113_1390_25_26.12",1044,1113,1390,25,"0","239","S",26.12,2026-06-27T10:58:43.972Z
"1030_1098_1133_25_26.12",1030,1098,1133,25,"0","204","S",26.12,2026-06-27T10:58:43.972Z
"1113_1133_1388_25_26.12",1113,1133,1388,25,"0","178","S",26.12,2026-06-27T10:58:43.972Z
"1030_1097_1098_25_26.12",1030,1097,1098,25,"0","177","S",26.12,2026-06-27T10:58:43.972Z
"1030_1097_2103_25_26.12",1030,1097,2103,25,"0","172","S",26.12,2026-06-27T10:58:43.972Z
"1030_1097_2100_25_26.12",1030,1097,2100,25,"0","169","S",26.12,2026-06-27T10:58:43.972Z
"1030_1098_1136_25_26.12",1030,1098,1136,25,"0","165","S",26.12,2026-06-27T10:58:43.972Z
"1030_1097_1098_26_26.12",1030,1097,1098,26,"0","274","S",26.12,2026-06-27T10:58:43.972Z
"1030_1098_2087_26_26.12",1030,1098,2087,26,"0","230","S",26.12,2026-06-27T10:58:43.972Z
"1030_1097_2087_26_26.12",1030,1097,2087,26,"0","191","S",26.12,2026-06-27T10:58:43.972Z
"1030_1133_2087_26_26.12",1030,1133,2087,26,"0","173","S",26.12,2026-06-27T10:58:43.972Z
"1098_1113_2087_26_26.12",1098,1113,2087,26,"0","126","S",26.12,2026-06-27T10:58:43.972Z
"1097_1098_1388_26_26.12",1097,1098,1388,26,"0","126","S",26.12,2026-06-27T10:58:43.972Z
"1098_1388_2087_26_26.12",1098,1388,2087,26,"0","121","S",26.12,2026-06-27T10:58:43.972Z
"1030_1056_2087_26_26.12",1030,1056,2087,26,"0","118","S",26.12,2026-06-27T10:58:43.972Z
"1030_1098_1388_26_26.12",1030,1098,1388,26,"0","118","S",26.12,2026-06-27T10:58:43.972Z
"1098_1388_2018_26_26.12",1098,1388,2018,26,"0","104","S",26.12,2026-06-27T10:58:43.972Z
