_id,champion_id,item_id,win_rate,pick_rate,sample_size,tier,patch_version,updated_at
"50_3116_26.12",50,3116,47.59,57.82,40275,"S","26.12","2026-06-27T10:58:48.775Z"
"50_3118_26.12",50,3118,48.57,25.22,17570,"S","26.12","2026-06-27T10:58:48.775Z"
"50_3119_26.12",50,3119,43.62,1.16,807,"B","26.12","2026-06-27T10:58:48.775Z"
"50_3121_26.12",50,3121,45.9,5.88,4094,"A","26.12","2026-06-27T10:58:48.775Z"
"50_3135_26.12",50,3135,37.6,0.75,524,"C","26.12","2026-06-27T10:58:48.775Z"
"50_3137_26.12",50,3137,47.25,0.13,91,"D","26.12","2026-06-27T10:58:48.775Z"
"50_3143_26.12",50,3143,37.23,4.2,2928,"A","26.12","2026-06-27T10:58:48.775Z"
"50_3145_26.12",50,3145,51.22,0.18,123,"D","26.12","2026-06-27T10:58:48.775Z"
"50_3146_26.12",50,3146,45.38,0.17,119,"D","26.12","2026-06-27T10:58:48.775Z"
"50_3147_26.12",50,3147,51.99,6.54,4559,"A","26.12","2026-06-27T10:58:48.775Z"
"50_3152_26.12",50,3152,50,0.13,88,"D","26.12","2026-06-27T10:58:48.775Z"
"50_3153_26.12",50,3153,36.84,0.16,114,"D","26.12","2026-06-27T10:58:48.775Z"
"50_3157_26.12",50,3157,44.39,15.62,10878,"S","26.12","2026-06-27T10:58:48.775Z"
"50_3158_26.12",50,3158,48.02,0.58,404,"C","26.12","2026-06-27T10:58:48.775Z"
"50_3165_26.12",50,3165,38.96,3,2092,"A","26.12","2026-06-27T10:58:48.775Z"
"50_3211_26.12",50,3211,51.27,3.96,2756,"A","26.12","2026-06-27T10:58:48.775Z"
"50_3742_26.12",50,3742,38.6,0.08,57,"D","26.12","2026-06-27T10:58:48.775Z"
"50_3801_26.12",50,3801,49.62,0.19,131,"D","26.12","2026-06-27T10:58:48.775Z"
"50_3802_26.12",50,3802,51.15,1.37,954,"B","26.12","2026-06-27T10:58:48.775Z"
"50_3803_26.12",50,3803,54.62,0.53,368,"C","26.12","2026-06-27T10:58:48.775Z"
"50_3916_26.12",50,3916,40.5,1.62,1126,"B","26.12","2026-06-27T10:58:48.775Z"
"50_4005_26.12",50,4005,51.01,0.35,247,"C","26.12","2026-06-27T10:58:48.775Z"
"50_4401_26.12",50,4401,45.15,1.52,1061,"B","26.12","2026-06-27T10:58:48.775Z"
"50_4629_26.12",50,4629,49.76,0.29,205,"C","26.12","2026-06-27T10:58:48.775Z"
"50_4630_26.12",50,4630,47.93,0.17,121,"D","26.12","2026-06-27T10:58:48.775Z"
"50_4633_26.12",50,4633,46.74,48.48,33772,"S","26.12","2026-06-27T10:58:48.775Z"
"50_4645_26.12",50,4645,45.03,1.24,866,"B","26.12","2026-06-27T10:58:48.775Z"
"50_4646_26.12",50,4646,46.67,0.19,135,"D","26.12","2026-06-27T10:58:48.775Z"
"50_6653_26.12",50,6653,47.29,45.98,32027,"S","26.12","2026-06-27T10:58:48.775Z"
"50_6655_26.12",50,6655,42.34,0.48,333,"C","26.12","2026-06-27T10:58:48.775Z"
"50_6657_26.12",50,6657,47.21,63.62,44318,"S","26.12","2026-06-27T10:58:48.775Z"
"50_6660_26.12",50,6660,46.99,0.12,83,"D","26.12","2026-06-27T10:58:48.775Z"
"50_6664_26.12",50,6664,43.41,0.86,599,"C","26.12","2026-06-27T10:58:48.775Z"
"50_6665_26.12",50,6665,44,7.58,5277,"A","26.12","2026-06-27T10:58:48.775Z"
"50_8010_26.12",50,8010,45.08,1.45,1007,"B","26.12","2026-06-27T10:58:48.775Z"
"50_8020_26.12",50,8020,46.87,0.71,495,"C","26.12","2026-06-27T10:58:48.775Z"
"50_124011_26.12",50,124011,49.02,0.07,51,"D","26.12","2026-06-27T10:58:48.775Z"
"50_220013_26.12",50,220013,49.44,65.69,45762,"S","26.12","2026-06-27T10:58:48.775Z"
"50_228002_26.12",50,228002,47.69,5.4,3764,"A","26.12","2026-06-27T10:58:48.775Z"
"50_994403_26.12",50,994403,51.09,0.26,184,"C","26.12","2026-06-27T10:58:48.775Z"
"51_1001_26.12",51,1001,61.19,1.79,1662,"A","26.12","2026-06-27T10:58:48.776Z"
"51_1011_26.12",51,1011,66.15,0.07,65,"D","26.12","2026-06-27T10:58:48.776Z"
"51_1018_26.12",51,1018,53.5,3.95,3675,"A","26.12","2026-06-27T10:58:48.776Z"
"51_1028_26.12",51,1028,72,0.08,75,"D","26.12","2026-06-27T10:58:48.776Z"
"51_1033_26.12",51,1033,65.09,0.11,106,"D","26.12","2026-06-27T10:58:48.776Z"
"51_1036_26.12",51,1036,58.15,7.12,6628,"A","26.12","2026-06-27T10:58:48.776Z"
"51_1037_26.12",51,1037,53.92,4.06,3778,"A","26.12","2026-06-27T10:58:48.776Z"
"51_1038_26.12",51,1038,58.4,6.35,5908,"A","26.12","2026-06-27T10:58:48.776Z"
"51_1042_26.12",51,1042,62.16,2.3,2138,"A","26.12","2026-06-27T10:58:48.776Z"
"51_1043_26.12",51,1043,51.97,2.73,2538,"A","26.12","2026-06-27T10:58:48.776Z"
"51_1053_26.12",51,1053,53.64,9.79,9113,"A","26.12","2026-06-27T10:58:48.776Z"
"51_1057_26.12",51,1057,56.34,0.15,142,"D","26.12","2026-06-27T10:58:48.776Z"
"51_2003_26.12",51,2003,43.23,0.29,266,"C","26.12","2026-06-27T10:58:48.776Z"
"51_2019_26.12",51,2019,64.1,0.08,78,"D","26.12","2026-06-27T10:58:48.776Z"
"51_2020_26.12",51,2020,58.69,0.33,305,"C","26.12","2026-06-27T10:58:48.776Z"
"51_2021_26.12",51,2021,52.69,0.1,93,"D","26.12","2026-06-27T10:58:48.776Z"
"51_2022_26.12",51,2022,55.1,0.11,98,"D","26.12","2026-06-27T10:58:48.776Z"
"51_2031_26.12",51,2031,57.53,1.03,963,"B","26.12","2026-06-27T10:58:48.776Z"
"51_2052_26.12",51,2052,53.95,25.1,23366,"S","26.12","2026-06-27T10:58:48.776Z"
"51_2501_26.12",51,2501,50.88,0.06,57,"D","26.12","2026-06-27T10:58:48.776Z"
"51_2504_26.12",51,2504,57.2,0.28,264,"C","26.12","2026-06-27T10:58:48.776Z"
"51_2512_26.12",51,2512,46.77,0.22,201,"C","26.12","2026-06-27T10:58:48.776Z"
"51_2517_26.12",51,2517,52.66,0.18,169,"C","26.12","2026-06-27T10:58:48.776Z"
"51_2523_26.12",51,2523,54.83,37.24,34671,"S","26.12","2026-06-27T10:58:48.776Z"
"51_3004_26.12",51,3004,41.48,0.14,135,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3006_26.12",51,3006,53.61,78.15,72768,"S","26.12","2026-06-27T10:58:48.776Z"
"51_3008_26.12",51,3008,57.64,5.04,4691,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3009_26.12",51,3009,50.38,1,931,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3031_26.12",51,3031,54.29,89,82871,"S","26.12","2026-06-27T10:58:48.776Z"
"51_3032_26.12",51,3032,53.26,19.06,17750,"S","26.12","2026-06-27T10:58:48.776Z"
"51_3033_26.12",51,3033,50.88,10.07,9379,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3035_26.12",51,3035,54.07,5.12,4770,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3036_26.12",51,3036,53.05,48.28,44956,"S","26.12","2026-06-27T10:58:48.776Z"
"51_3042_26.12",51,3042,44.52,1.05,977,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3046_26.12",51,3046,54.58,2.63,2448,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3047_26.12",51,3047,55.02,0.33,309,"C","26.12","2026-06-27T10:58:48.776Z"
"51_3051_26.12",51,3051,59.76,1.25,1163,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3065_26.12",51,3065,58.14,0.14,129,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3070_26.12",51,3070,50.63,0.51,474,"C","26.12","2026-06-27T10:58:48.776Z"
"51_3071_26.12",51,3071,48.62,0.12,109,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3072_26.12",51,3072,54.07,32.85,30590,"S","26.12","2026-06-27T10:58:48.776Z"
"51_3074_26.12",51,3074,56.84,0.1,95,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3078_26.12",51,3078,52.38,0.07,63,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3082_26.12",51,3082,67.21,0.07,61,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3084_26.12",51,3084,49.25,0.14,134,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3085_26.12",51,3085,53.98,5.17,4811,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3086_26.12",51,3086,57.23,2.15,1999,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3087_26.12",51,3087,53.41,0.69,646,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3091_26.12",51,3091,50.79,1.15,1075,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3094_26.12",51,3094,52.01,44.95,41856,"S","26.12","2026-06-27T10:58:48.776Z"
"51_3097_26.12",51,3097,53.91,3.23,3005,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3111_26.12",51,3111,53.84,1.65,1536,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3123_26.12",51,3123,47.54,1.35,1260,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3124_26.12",51,3124,50.87,0.81,751,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3133_26.12",51,3133,57.62,0.42,387,"C","26.12","2026-06-27T10:58:48.776Z"
"51_3134_26.12",51,3134,54.68,1.62,1505,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3139_26.12",51,3139,52,1.26,1173,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3140_26.12",51,3140,56,0.27,250,"C","26.12","2026-06-27T10:58:48.776Z"
"51_3142_26.12",51,3142,52.51,0.77,716,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3143_26.12",51,3143,53.18,0.42,393,"C","26.12","2026-06-27T10:58:48.776Z"
"51_3144_26.12",51,3144,55.19,2.1,1957,"A","26.12","2026-06-27T10:58:48.776Z"
"51_3146_26.12",51,3146,57.14,0.06,56,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3153_26.12",51,3153,51.64,28.01,26083,"S","26.12","2026-06-27T10:58:48.776Z"
"51_3155_26.12",51,3155,57.94,0.23,214,"C","26.12","2026-06-27T10:58:48.776Z"
"51_3156_26.12",51,3156,52.77,0.99,921,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3157_26.12",51,3157,56.43,0.26,241,"C","26.12","2026-06-27T10:58:48.776Z"
"51_3158_26.12",51,3158,45.54,0.69,639,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3177_26.12",51,3177,64.62,0.07,65,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3179_26.12",51,3179,55.66,0.11,106,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3184_26.12",51,3184,71.96,0.11,107,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3302_26.12",51,3302,54.16,0.71,661,"B","26.12","2026-06-27T10:58:48.776Z"
"51_3508_26.12",51,3508,47.53,0.35,324,"C","26.12","2026-06-27T10:58:48.776Z"
"51_3748_26.12",51,3748,48.98,0.11,98,"D","26.12","2026-06-27T10:58:48.776Z"
"51_3814_26.12",51,3814,51.78,1.42,1323,"B","26.12","2026-06-27T10:58:48.776Z"
"51_6333_26.12",51,6333,60.9,0.53,491,"C","26.12","2026-06-27T10:58:48.776Z"
"51_6609_26.12",51,6609,48.31,0.25,236,"C","26.12","2026-06-27T10:58:48.776Z"
"51_6665_26.12",51,6665,50.23,0.23,215,"C","26.12","2026-06-27T10:58:48.776Z"
"51_6670_26.12",51,6670,51.99,3.1,2889,"A","26.12","2026-06-27T10:58:48.776Z"
"51_6672_26.12",51,6672,53.75,11.28,10505,"A","26.12","2026-06-27T10:58:48.776Z"
"51_6673_26.12",51,6673,51.76,0.64,595,"B","26.12","2026-06-27T10:58:48.776Z"
"51_6675_26.12",51,6675,48.57,0.15,140,"D","26.12","2026-06-27T10:58:48.776Z"
"51_6676_26.12",51,6676,53.11,65.7,61174,"S","26.12","2026-06-27T10:58:48.776Z"
"51_6690_26.12",51,6690,55.72,0.51,472,"C","26.12","2026-06-27T10:58:48.776Z"
"51_6694_26.12",51,6694,51.38,1.55,1446,"A","26.12","2026-06-27T10:58:48.776Z"
"51_6695_26.12",51,6695,48.51,2.13,1981,"A","26.12","2026-06-27T10:58:48.776Z"
"51_6696_26.12",51,6696,52.39,3.46,3222,"A","26.12","2026-06-27T10:58:48.776Z"
"51_6699_26.12",51,6699,54.34,1.61,1498,"A","26.12","2026-06-27T10:58:48.776Z"
"51_124011_26.12",51,124011,61.02,0.06,59,"D","26.12","2026-06-27T10:58:48.776Z"
"51_126697_26.12",51,126697,53.97,6.86,6391,"A","26.12","2026-06-27T10:58:48.776Z"
"51_220013_26.12",51,220013,56.35,66.51,61929,"S","26.12","2026-06-27T10:58:48.776Z"
"51_994403_26.12",51,994403,64.89,0.3,282,"C","26.12","2026-06-27T10:58:48.776Z"
"53_1001_26.12",53,1001,44.31,2.67,2198,"A","26.12","2026-06-27T10:58:49.484Z"
"53_1006_26.12",53,1006,50.27,0.45,372,"C","26.12","2026-06-27T10:58:49.484Z"
"53_1011_26.12",53,1011,46.72,6.46,5321,"A","26.12","2026-06-27T10:58:49.484Z"
"53_1018_26.12",53,1018,34.12,0.26,211,"C","26.12","2026-06-27T10:58:49.484Z"
"53_1026_26.12",53,1026,41.2,1.37,1131,"A","26.12","2026-06-27T10:58:49.484Z"
"53_1027_26.12",53,1027,49.36,0.28,233,"C","26.12","2026-06-27T10:58:49.484Z"
"53_1028_26.12",53,1028,46.84,3.61,2972,"A","26.12","2026-06-27T10:58:49.484Z"
"53_1029_26.12",53,1029,47.14,2.08,1716,"A","26.12","2026-06-27T10:58:49.484Z"
"53_1031_26.12",53,1031,47.96,2.08,1712,"A","26.12","2026-06-27T10:58:49.484Z"
"53_1033_26.12",53,1033,49.42,1.26,1036,"B","26.12","2026-06-27T10:58:49.484Z"
"53_1036_26.12",53,1036,34.81,0.33,270,"C","26.12","2026-06-27T10:58:49.484Z"
"53_1037_26.12",53,1037,28.78,0.25,205,"C","26.12","2026-06-27T10:58:49.484Z"
"53_1038_26.12",53,1038,38.71,0.23,186,"C","26.12","2026-06-27T10:58:49.484Z"
"53_1042_26.12",53,1042,38.92,0.2,167,"D","26.12","2026-06-27T10:58:49.484Z"
"53_1043_26.12",53,1043,36.28,0.26,215,"C","26.12","2026-06-27T10:58:49.484Z"
"53_1052_26.12",53,1052,48.38,3.85,3171,"A","26.12","2026-06-27T10:58:49.484Z"
"53_1053_26.12",53,1053,25.95,0.22,185,"C","26.12","2026-06-27T10:58:49.484Z"
"53_1057_26.12",53,1057,44.01,2.74,2254,"A","26.12","2026-06-27T10:58:49.484Z"
"53_1058_26.12",53,1058,43.35,9.13,7516,"S","26.12","2026-06-27T10:58:49.484Z"
"53_2003_26.12",53,2003,31.25,0.17,144,"D","26.12","2026-06-27T10:58:49.484Z"
"53_2021_26.12",53,2021,41.84,0.29,239,"C","26.12","2026-06-27T10:58:49.484Z"
"53_2022_26.12",53,2022,53.39,0.73,605,"B","26.12","2026-06-27T10:58:49.484Z"
"53_2031_26.12",53,2031,45.75,3.71,3058,"A","26.12","2026-06-27T10:58:49.484Z"
"53_2051_26.12",53,2051,46.93,0.89,733,"B","26.12","2026-06-27T10:58:49.484Z"
"53_2052_26.12",53,2052,46.35,26.47,21798,"S","26.12","2026-06-27T10:58:49.484Z"
"53_2065_26.12",53,2065,51.24,0.29,242,"C","26.12","2026-06-27T10:58:49.484Z"
"53_2420_26.12",53,2420,44.79,0.43,355,"C","26.12","2026-06-27T10:58:49.484Z"
"53_2421_26.12",53,2421,52.97,0.22,185,"C","26.12","2026-06-27T10:58:49.484Z"
"53_2501_26.12",53,2501,42.4,0.76,625,"B","26.12","2026-06-27T10:58:49.484Z"
"53_2502_26.12",53,2502,44.67,4.56,3754,"A","26.12","2026-06-27T10:58:49.484Z"
"53_2503_26.12",53,2503,45.8,0.58,476,"B","26.12","2026-06-27T10:58:49.484Z"
"53_2504_26.12",53,2504,44.75,21.63,17816,"S","26.12","2026-06-27T10:58:49.484Z"
"53_2508_26.12",53,2508,40.82,0.12,98,"D","26.12","2026-06-27T10:58:49.484Z"
"53_2510_26.12",53,2510,43.67,2.01,1658,"A","26.12","2026-06-27T10:58:49.484Z"
"53_2512_26.12",53,2512,38.59,0.36,298,"C","26.12","2026-06-27T10:58:49.484Z"
"53_2522_26.12",53,2522,49.58,0.29,238,"C","26.12","2026-06-27T10:58:49.484Z"
"53_2524_26.12",53,2524,51.45,0.75,620,"B","26.12","2026-06-27T10:58:49.484Z"
"53_2525_26.12",53,2525,44.54,0.86,705,"B","26.12","2026-06-27T10:58:49.484Z"
"53_2530_26.12",53,2530,37.93,0.07,58,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3003_26.12",53,3003,45.41,0.75,621,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3004_26.12",53,3004,47.67,0.21,172,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3006_26.12",53,3006,37.64,1.31,1076,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3008_26.12",53,3008,44.77,0.58,478,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3009_26.12",53,3009,47.17,2.73,2247,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3020_26.12",53,3020,43.93,23.73,19545,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3024_26.12",53,3024,49.53,0.65,535,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3031_26.12",53,3031,37.62,2.46,2028,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3032_26.12",53,3032,35.43,0.21,175,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3033_26.12",53,3033,36.15,0.16,130,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3035_26.12",53,3035,34.25,0.09,73,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3036_26.12",53,3036,37.95,0.82,672,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3039_26.12",53,3039,38.95,0.12,95,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3040_26.12",53,3040,46.24,4.65,3826,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3042_26.12",53,3042,44.69,0.62,508,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3046_26.12",53,3046,37.93,0.35,290,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3047_26.12",53,3047,45.11,8.49,6989,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3050_26.12",53,3050,50.52,0.94,772,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3057_26.12",53,3057,45.34,0.78,644,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3065_26.12",53,3065,44.66,3.99,3289,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3066_26.12",53,3066,51.54,0.28,227,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3067_26.12",53,3067,47.62,1.53,1260,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3068_26.12",53,3068,41.81,1.52,1251,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3070_26.12",53,3070,44.55,6.67,5497,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3072_26.12",53,3072,42.16,0.33,268,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3073_26.12",53,3073,42.14,0.17,140,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3075_26.12",53,3075,42.84,26.45,21788,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3076_26.12",53,3076,44.88,4.27,3516,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3078_26.12",53,3078,44.73,0.52,427,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3082_26.12",53,3082,43.34,1.96,1615,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3083_26.12",53,3083,44.92,30.68,25272,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3084_26.12",53,3084,44.4,44.48,36639,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3086_26.12",53,3086,36.43,0.16,129,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3087_26.12",53,3087,42.81,0.35,285,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3089_26.12",53,3089,44.81,24.1,19847,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3091_26.12",53,3091,43.48,0.2,161,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3094_26.12",53,3094,43.64,0.07,55,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3097_26.12",53,3097,37.65,0.3,247,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3100_26.12",53,3100,46.12,5.15,4239,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3102_26.12",53,3102,45.43,1.18,973,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3107_26.12",53,3107,45.65,0.11,92,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3108_26.12",53,3108,46.72,0.81,670,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3109_26.12",53,3109,52.5,0.65,539,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3110_26.12",53,3110,44.8,11.09,9132,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3111_26.12",53,3111,44.99,32.79,27011,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3112_26.12",53,3112,43.06,0.17,144,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3113_26.12",53,3113,45.88,1.18,970,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3115_26.12",53,3115,44.2,1.01,828,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3116_26.12",53,3116,41.03,0.49,407,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3118_26.12",53,3118,44.08,43.21,35587,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3119_26.12",53,3119,43.13,2.75,2263,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3121_26.12",53,3121,45.99,36.43,30004,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3124_26.12",53,3124,39,0.29,241,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3133_26.12",53,3133,37,0.12,100,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3134_26.12",53,3134,29.55,0.11,88,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3135_26.12",53,3135,42.57,6.64,5471,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3137_26.12",53,3137,45.43,1.44,1182,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3142_26.12",53,3142,48.33,0.07,60,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3143_26.12",53,3143,41.85,3.68,3035,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3144_26.12",53,3144,32.35,0.08,68,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3145_26.12",53,3145,42.75,3.64,2999,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3146_26.12",53,3146,41.23,0.26,211,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3147_26.12",53,3147,41.58,0.37,303,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3152_26.12",53,3152,46.78,1.88,1552,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3153_26.12",53,3153,36.38,0.73,602,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3157_26.12",53,3157,45.44,5.02,4133,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3158_26.12",53,3158,44.82,14.86,12242,"S","26.12","2026-06-27T10:58:49.484Z"
"53_3161_26.12",53,3161,38.26,0.14,115,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3165_26.12",53,3165,38.03,1.46,1199,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3190_26.12",53,3190,47.82,0.78,642,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3211_26.12",53,3211,46.25,2.96,2437,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3222_26.12",53,3222,53.85,0.09,78,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3302_26.12",53,3302,33.93,0.07,56,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3508_26.12",53,3508,39.26,1.37,1131,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3742_26.12",53,3742,45.63,0.58,480,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3748_26.12",53,3748,45.74,0.38,317,"C","26.12","2026-06-27T10:58:49.484Z"
"53_3801_26.12",53,3801,45.09,1.32,1089,"B","26.12","2026-06-27T10:58:49.484Z"
"53_3802_26.12",53,3802,45.45,1.87,1540,"A","26.12","2026-06-27T10:58:49.484Z"
"53_3803_26.12",53,3803,49.06,0.06,53,"D","26.12","2026-06-27T10:58:49.484Z"
"53_3916_26.12",53,3916,36.27,0.73,601,"B","26.12","2026-06-27T10:58:49.484Z"
"53_4005_26.12",53,4005,45.7,1.68,1385,"A","26.12","2026-06-27T10:58:49.484Z"
"53_4401_26.12",53,4401,47.39,2.67,2203,"A","26.12","2026-06-27T10:58:49.484Z"
"53_4628_26.12",53,4628,50.12,0.5,415,"C","26.12","2026-06-27T10:58:49.484Z"
"53_4629_26.12",53,4629,45.34,1.48,1222,"A","26.12","2026-06-27T10:58:49.484Z"
"53_4630_26.12",53,4630,39.82,2.1,1733,"A","26.12","2026-06-27T10:58:49.484Z"
"53_4632_26.12",53,4632,50.39,0.15,127,"D","26.12","2026-06-27T10:58:49.485Z"
"53_4633_26.12",53,4633,43.31,1.52,1249,"A","26.12","2026-06-27T10:58:49.485Z"
"53_4642_26.12",53,4642,51.79,0.07,56,"D","26.12","2026-06-27T10:58:49.485Z"
"53_4645_26.12",53,4645,43.11,28.15,23185,"S","26.12","2026-06-27T10:58:49.485Z"
"53_4646_26.12",53,4646,43.44,27.03,22262,"S","26.12","2026-06-27T10:58:49.485Z"
"53_6333_26.12",53,6333,49.15,0.07,59,"D","26.12","2026-06-27T10:58:49.485Z"
"53_6610_26.12",53,6610,38.73,0.21,173,"C","26.12","2026-06-27T10:58:49.485Z"
"53_6653_26.12",53,6653,38.37,1.07,881,"B","26.12","2026-06-27T10:58:49.485Z"
"53_6655_26.12",53,6655,44.38,16.84,13872,"S","26.12","2026-06-27T10:58:49.485Z"
"53_6657_26.12",53,6657,46.83,1.61,1324,"A","26.12","2026-06-27T10:58:49.485Z"
"53_6660_26.12",53,6660,46.82,0.48,393,"C","26.12","2026-06-27T10:58:49.485Z"
"53_6662_26.12",53,6662,44.9,1.52,1254,"A","26.12","2026-06-27T10:58:49.485Z"
"53_6664_26.12",53,6664,45.8,2.43,1998,"A","26.12","2026-06-27T10:58:49.485Z"
"53_6665_26.12",53,6665,44.36,3.89,3208,"A","26.12","2026-06-27T10:58:49.485Z"
"53_6670_26.12",53,6670,32.58,0.11,89,"D","26.12","2026-06-27T10:58:49.485Z"
"53_6672_26.12",53,6672,38.81,0.33,268,"C","26.12","2026-06-27T10:58:49.485Z"
"53_6673_26.12",53,6673,36.59,0.15,123,"D","26.12","2026-06-27T10:58:49.485Z"
"53_6675_26.12",53,6675,36.9,1.17,962,"B","26.12","2026-06-27T10:58:49.485Z"
"53_6676_26.12",53,6676,40.18,1.88,1548,"A","26.12","2026-06-27T10:58:49.485Z"
"53_6695_26.12",53,6695,38.89,0.13,108,"D","26.12","2026-06-27T10:58:49.485Z"
"53_6696_26.12",53,6696,41.25,0.1,80,"D","26.12","2026-06-27T10:58:49.485Z"
"53_6699_26.12",53,6699,40.98,0.32,266,"C","26.12","2026-06-27T10:58:49.485Z"
