_id,champion_id,augment_id,stage,win_rate,sample_size,tier,patch_version,updated_at
"1318_15_global_26.12",,1318,15,50.3,19219,"B","26.12","2026-06-27T10:48:15.369Z"
"1113_3_global_26.12",,1113,3,50.73,70936,"B","26.12","2026-06-27T10:48:15.369Z"
"1113_7_global_26.12",,1113,7,48.73,73268,"B","26.12","2026-06-27T10:48:15.369Z"
"1113_11_global_26.12",,1113,11,50.46,91306,"A","26.12","2026-06-27T10:48:15.369Z"
"1113_15_global_26.12",,1113,15,47.64,66209,"C","26.12","2026-06-27T10:48:15.369Z"
"1113_18_global_26.12",,1113,18,55.74,61,"D","26.12","2026-06-27T10:48:15.369Z"
"2076_3_global_26.12",,2076,3,52.17,40470,"A","26.12","2026-06-27T10:48:15.369Z"
"2076_7_global_26.12",,2076,7,52.14,49646,"A","26.12","2026-06-27T10:48:15.369Z"
"2076_11_global_26.12",,2076,11,52.28,53652,"A","26.12","2026-06-27T10:48:15.369Z"
"2076_15_global_26.12",,2076,15,51.37,45809,"A","26.12","2026-06-27T10:48:15.369Z"
"2076_18_global_26.12",,2076,18,64.22,109,"C","26.12","2026-06-27T10:48:15.369Z"
"1076_3_global_26.12",,1076,3,61.81,42630,"S","26.12","2026-06-27T10:48:15.369Z"
"1076_7_global_26.12",,1076,7,60.78,130874,"S","26.12","2026-06-27T10:48:15.369Z"
"1076_11_global_26.12",,1076,11,59.88,117326,"S","26.12","2026-06-27T10:48:15.369Z"
"1076_15_global_26.12",,1076,15,56.81,103653,"S","26.12","2026-06-27T10:48:15.369Z"
"1076_18_global_26.12",,1076,18,63.24,136,"C","26.12","2026-06-27T10:48:15.369Z"
"1105_3_global_26.12",,1105,3,43.92,50365,"D","26.12","2026-06-27T10:48:15.369Z"
"1105_7_global_26.12",,1105,7,44.9,58559,"D","26.12","2026-06-27T10:48:15.369Z"
"1105_11_global_26.12",,1105,11,46.13,59774,"C","26.12","2026-06-27T10:48:15.369Z"
"1105_15_global_26.12",,1105,15,47.53,53559,"C","26.12","2026-06-27T10:48:15.369Z"
"1105_18_global_26.12",,1105,18,54.02,87,"D","26.12","2026-06-27T10:48:15.369Z"
"1136_7_global_26.12",,1136,7,55.19,1464,"S","26.12","2026-06-27T10:48:15.369Z"
"1136_11_global_26.12",,1136,11,49.23,41211,"B","26.12","2026-06-27T10:48:15.369Z"
"1136_15_global_26.12",,1136,15,48.73,50610,"B","26.12","2026-06-27T10:48:15.369Z"
"1375_3_global_26.12",,1375,3,52.73,27659,"A","26.12","2026-06-27T10:48:15.369Z"
"1375_7_global_26.12",,1375,7,51.02,79412,"A","26.12","2026-06-27T10:48:15.369Z"
"1375_11_global_26.12",,1375,11,51.69,70564,"A","26.12","2026-06-27T10:48:15.369Z"
"1375_15_global_26.12",,1375,15,49.66,61005,"B","26.12","2026-06-27T10:48:15.369Z"
"1375_18_global_26.12",,1375,18,64.29,70,"C","26.12","2026-06-27T10:48:15.369Z"
"1129_3_global_26.12",,1129,3,57.07,61874,"S","26.12","2026-06-27T10:48:15.369Z"
"1129_7_global_26.12",,1129,7,56.55,74070,"S","26.12","2026-06-27T10:48:15.369Z"
"1129_11_global_26.12",,1129,11,56.58,88874,"S","26.12","2026-06-27T10:48:15.369Z"
"1129_15_global_26.12",,1129,15,54.26,77224,"S","26.12","2026-06-27T10:48:15.369Z"
"1129_18_global_26.12",,1129,18,66.81,229,"B","26.12","2026-06-27T10:48:15.369Z"
"1389_3_global_26.12",,1389,3,48.03,28444,"C","26.12","2026-06-27T10:48:15.369Z"
"1389_7_global_26.12",,1389,7,47.37,42844,"C","26.12","2026-06-27T10:48:15.369Z"
"1389_11_global_26.12",,1389,11,48.55,56632,"B","26.12","2026-06-27T10:48:15.369Z"
"1389_15_global_26.12",,1389,15,47.75,54788,"C","26.12","2026-06-27T10:48:15.369Z"
"1389_18_global_26.12",,1389,18,73.35,349,"S","26.12","2026-06-27T10:48:15.369Z"
"1373_3_global_26.12",,1373,3,51.74,33386,"A","26.12","2026-06-27T10:48:15.369Z"
"1373_7_global_26.12",,1373,7,51.92,50907,"A","26.12","2026-06-27T10:48:15.369Z"
"1373_11_global_26.12",,1373,11,53.54,73798,"S","26.12","2026-06-27T10:48:15.369Z"
"1373_15_global_26.12",,1373,15,51.98,67588,"A","26.12","2026-06-27T10:48:15.369Z"
"1373_18_global_26.12",,1373,18,63.1,84,"C","26.12","2026-06-27T10:48:15.369Z"
"1305_3_global_26.12",,1305,3,48.9,15862,"C","26.12","2026-06-27T10:48:15.369Z"
"1305_7_global_26.12",,1305,7,49.12,48733,"B","26.12","2026-06-27T10:48:15.369Z"
"1305_11_global_26.12",,1305,11,50.01,45062,"B","26.12","2026-06-27T10:48:15.369Z"
"1305_15_global_26.12",,1305,15,49.84,43639,"B","26.12","2026-06-27T10:48:15.369Z"
"1305_18_global_26.12",,1305,18,49,100,"D","26.12","2026-06-27T10:48:15.369Z"
"1058_3_global_26.12",,1058,3,51.22,18607,"B","26.12","2026-06-27T10:48:15.369Z"
"1058_7_global_26.12",,1058,7,51.68,21588,"A","26.12","2026-06-27T10:48:15.369Z"
"1058_11_global_26.12",,1058,11,51.17,24362,"A","26.12","2026-06-27T10:48:15.369Z"
"1058_15_global_26.12",,1058,15,49.74,21473,"B","26.12","2026-06-27T10:48:15.369Z"
"2083_3_global_26.12",,2083,3,49.74,7720,"B","26.12","2026-06-27T10:48:15.369Z"
"2083_7_global_26.12",,2083,7,47.85,9507,"C","26.12","2026-06-27T10:48:15.369Z"
"2083_11_global_26.12",,2083,11,49.01,13482,"C","26.12","2026-06-27T10:48:15.369Z"
"2083_15_global_26.12",,2083,15,49.03,14011,"C","26.12","2026-06-27T10:48:15.369Z"
"2083_18_global_26.12",,2083,18,64.75,122,"C","26.12","2026-06-27T10:48:15.369Z"
"1141_3_global_26.12",,1141,3,50.47,55855,"B","26.12","2026-06-27T10:48:15.369Z"
"1141_7_global_26.12",,1141,7,49.13,67000,"B","26.12","2026-06-27T10:48:15.369Z"
"1141_11_global_26.12",,1141,11,50.54,83358,"A","26.12","2026-06-27T10:48:15.369Z"
"1141_15_global_26.12",,1141,15,49.73,69028,"A","26.12","2026-06-27T10:48:15.369Z"
"1141_18_global_26.12",,1141,18,68.07,379,"A","26.12","2026-06-27T10:48:15.369Z"
"2087_3_global_26.12",,2087,3,46.09,18938,"D","26.12","2026-06-27T10:48:15.369Z"
"2087_7_global_26.12",,2087,7,46.81,20150,"C","26.12","2026-06-27T10:48:15.369Z"
"2087_11_global_26.12",,2087,11,47.72,22031,"C","26.12","2026-06-27T10:48:15.369Z"
"2087_15_global_26.12",,2087,15,48,19936,"C","26.12","2026-06-27T10:48:15.369Z"
"2087_18_global_26.12",,2087,18,68.42,114,"B","26.12","2026-06-27T10:48:15.369Z"
"1211_7_global_26.12",,1211,7,51.05,16285,"A","26.12","2026-06-27T10:48:15.369Z"
"1211_11_global_26.12",,1211,11,50.76,30478,"A","26.12","2026-06-27T10:48:15.369Z"
"1211_15_global_26.12",,1211,15,51.44,43034,"A","26.12","2026-06-27T10:48:15.369Z"
"1211_18_global_26.12",,1211,18,59.62,52,"C","26.12","2026-06-27T10:48:15.369Z"
"1028_3_global_26.12",,1028,3,45.02,41729,"D","26.12","2026-06-27T10:48:15.369Z"
"1028_7_global_26.12",,1028,7,40.64,1218,"D","26.12","2026-06-27T10:48:15.369Z"
"1028_11_global_26.12",,1028,11,44.63,1470,"D","26.12","2026-06-27T10:48:15.369Z"
"1028_15_global_26.12",,1028,15,45.5,1490,"D","26.12","2026-06-27T10:48:15.369Z"
"2031_3_global_26.12",,2031,3,48.31,4829,"C","26.12","2026-06-27T10:48:15.369Z"
"2031_7_global_26.12",,2031,7,47.98,6759,"C","26.12","2026-06-27T10:48:15.369Z"
"2031_11_global_26.12",,2031,11,47.31,11062,"C","26.12","2026-06-27T10:48:15.369Z"
"2031_15_global_26.12",,2031,15,48.11,12275,"C","26.12","2026-06-27T10:48:15.369Z"
"1060_3_global_26.12",,1060,3,47.35,64496,"C","26.12","2026-06-27T10:48:15.369Z"
"1060_7_global_26.12",,1060,7,47.81,83813,"C","26.12","2026-06-27T10:48:15.369Z"
"1060_11_global_26.12",,1060,11,49.11,103875,"A","26.12","2026-06-27T10:48:15.369Z"
"1060_15_global_26.12",,1060,15,48.35,97149,"B","26.12","2026-06-27T10:48:15.369Z"
"1060_18_global_26.12",,1060,18,59.55,89,"C","26.12","2026-06-27T10:48:15.369Z"
"1062_3_global_26.12",,1062,3,50.59,1609,"B","26.12","2026-06-27T10:48:15.369Z"
"1062_7_global_26.12",,1062,7,48.31,6326,"C","26.12","2026-06-27T10:48:15.369Z"
"1062_11_global_26.12",,1062,11,48.86,9665,"C","26.12","2026-06-27T10:48:15.369Z"
"1062_15_global_26.12",,1062,15,49.7,13304,"B","26.12","2026-06-27T10:48:15.369Z"
"1403_3_global_26.12",,1403,3,49.21,13214,"C","26.12","2026-06-27T10:48:15.369Z"
"1403_7_global_26.12",,1403,7,49.04,19599,"B","26.12","2026-06-27T10:48:15.369Z"
"1403_11_global_26.12",,1403,11,48.67,26787,"C","26.12","2026-06-27T10:48:15.369Z"
"1403_15_global_26.12",,1403,15,47.86,26742,"C","26.12","2026-06-27T10:48:15.369Z"
"1068_3_global_26.12",,1068,3,44.11,1018,"D","26.12","2026-06-27T10:48:15.369Z"
"1068_7_global_26.12",,1068,7,43.83,1216,"D","26.12","2026-06-27T10:48:15.369Z"
"1068_11_global_26.12",,1068,11,45.52,2186,"D","26.12","2026-06-27T10:48:15.369Z"
"1068_15_global_26.12",,1068,15,46.99,2803,"D","26.12","2026-06-27T10:48:15.369Z"
"1384_7_global_26.12",,1384,7,50.51,17441,"B","26.12","2026-06-27T10:48:15.369Z"
"1384_11_global_26.12",,1384,11,51.52,32126,"A","26.12","2026-06-27T10:48:15.369Z"
"1384_15_global_26.12",,1384,15,50.77,42931,"A","26.12","2026-06-27T10:48:15.369Z"
"1384_18_global_26.12",,1384,18,63.64,55,"C","26.12","2026-06-27T10:48:15.369Z"
"2103_3_global_26.12",,2103,3,50.91,6604,"B","26.12","2026-06-27T10:48:15.369Z"
"2103_7_global_26.12",,2103,7,49.29,7399,"B","26.12","2026-06-27T10:48:15.369Z"
"2103_11_global_26.12",,2103,11,48.1,8061,"C","26.12","2026-06-27T10:48:15.369Z"
"1063_3_global_26.12",,1063,3,42.44,999,"D","26.12","2026-06-27T10:48:15.369Z"
"1063_7_global_26.12",,1063,7,43.38,2976,"D","26.12","2026-06-27T10:48:15.369Z"
"1063_11_global_26.12",,1063,11,45.66,4713,"D","26.12","2026-06-27T10:48:15.369Z"
"1063_15_global_26.12",,1063,15,48.55,6775,"C","26.12","2026-06-27T10:48:15.369Z"
"1348_3_global_26.12",,1348,3,45.75,23378,"D","26.12","2026-06-27T10:48:15.369Z"
"1348_7_global_26.12",,1348,7,44.8,24024,"D","26.12","2026-06-27T10:48:15.369Z"
"1348_11_global_26.12",,1348,11,45.9,23812,"D","26.12","2026-06-27T10:48:15.369Z"
"1348_15_global_26.12",,1348,15,45.25,19220,"D","26.12","2026-06-27T10:48:15.369Z"
"1348_18_global_26.12",,1348,18,66.87,163,"B","26.12","2026-06-27T10:48:15.369Z"
"2009_3_global_26.12",,2009,3,47.75,30848,"C","26.12","2026-06-27T10:48:15.369Z"
"2009_7_global_26.12",,2009,7,48.37,1040,"C","26.12","2026-06-27T10:48:15.369Z"
"2009_11_global_26.12",,2009,11,45.11,1268,"D","26.12","2026-06-27T10:48:15.369Z"
"2009_15_global_26.12",,2009,15,51.95,1357,"A","26.12","2026-06-27T10:48:15.369Z"
"2004_3_global_26.12",,2004,3,52.7,8619,"A","26.12","2026-06-27T10:48:15.369Z"
"2004_7_global_26.12",,2004,7,47.75,11421,"C","26.12","2026-06-27T10:48:15.369Z"
"1038_3_global_26.12",,1038,3,53.55,14301,"A","26.12","2026-06-27T10:48:15.369Z"
"1038_7_global_26.12",,1038,7,53.85,48656,"A","26.12","2026-06-27T10:48:15.369Z"
"1038_11_global_26.12",,1038,11,53.34,40896,"A","26.12","2026-06-27T10:48:15.369Z"
"1038_15_global_26.12",,1038,15,51.38,33200,"A","26.12","2026-06-27T10:48:15.369Z"
"1206_3_global_26.12",,1206,3,48.57,4186,"C","26.12","2026-06-27T10:48:15.369Z"
"1206_7_global_26.12",,1206,7,49.45,14216,"B","26.12","2026-06-27T10:48:15.369Z"
"1206_11_global_26.12",,1206,11,50.48,19131,"B","26.12","2026-06-27T10:48:15.369Z"
"1206_15_global_26.12",,1206,15,50.24,25173,"B","26.12","2026-06-27T10:48:15.369Z"
"1311_3_global_26.12",,1311,3,45.84,4858,"D","26.12","2026-06-27T10:48:15.369Z"
"1311_7_global_26.12",,1311,7,45.92,8473,"D","26.12","2026-06-27T10:48:15.369Z"
"1311_11_global_26.12",,1311,11,48.28,15626,"C","26.12","2026-06-27T10:48:15.369Z"
"1311_15_global_26.12",,1311,15,48.45,22824,"C","26.12","2026-06-27T10:48:15.369Z"
"1996_3_global_26.12",,1996,3,54.08,88945,"A","26.12","2026-06-27T10:48:15.369Z"
"1996_7_global_26.12",,1996,7,48.65,2370,"C","26.12","2026-06-27T10:48:15.369Z"
"1996_11_global_26.12",,1996,11,50.85,3638,"B","26.12","2026-06-27T10:48:15.369Z"
"1996_15_global_26.12",,1996,15,49.09,4569,"C","26.12","2026-06-27T10:48:15.369Z"
"1401_3_global_26.12",,1401,3,53.07,29765,"A","26.12","2026-06-27T10:48:15.369Z"
"1401_7_global_26.12",,1401,7,52.17,88854,"A","26.12","2026-06-27T10:48:15.369Z"
"1401_11_global_26.12",,1401,11,51.89,80722,"A","26.12","2026-06-27T10:48:15.369Z"
"1401_15_global_26.12",,1401,15,47.71,459,"C","26.12","2026-06-27T10:48:15.369Z"
"1308_3_global_26.12",,1308,3,49.42,32468,"B","26.12","2026-06-27T10:48:15.369Z"
"1308_7_global_26.12",,1308,7,50.27,40691,"B","26.12","2026-06-27T10:48:15.369Z"
"1308_11_global_26.12",,1308,11,50.71,44571,"A","26.12","2026-06-27T10:48:15.369Z"
"1308_15_global_26.12",,1308,15,44.86,185,"D","26.12","2026-06-27T10:48:15.369Z"
"1047_3_global_26.12",,1047,3,58.02,29607,"S","26.12","2026-06-27T10:48:15.369Z"
"1047_7_global_26.12",,1047,7,56.63,88640,"S","26.12","2026-06-27T10:48:15.369Z"
"1047_11_global_26.12",,1047,11,55.45,85509,"S","26.12","2026-06-27T10:48:15.369Z"
"1047_15_global_26.12",,1047,15,53.71,82087,"S","26.12","2026-06-27T10:48:15.369Z"
"1315_3_global_26.12",,1315,3,51.25,5003,"B","26.12","2026-06-27T10:48:15.369Z"
"1315_7_global_26.12",,1315,7,50.9,16624,"B","26.12","2026-06-27T10:48:15.369Z"
"1315_11_global_26.12",,1315,11,51.71,21904,"A","26.12","2026-06-27T10:48:15.369Z"
"1315_15_global_26.12",,1315,15,51.86,26922,"A","26.12","2026-06-27T10:48:15.369Z"
"2129_3_global_26.12",,2129,3,48.51,1542,"C","26.12","2026-06-27T10:48:15.369Z"
"2129_7_global_26.12",,2129,7,50.18,6839,"B","26.12","2026-06-27T10:48:15.369Z"
"2129_11_global_26.12",,2129,11,51.05,10474,"B","26.12","2026-06-27T10:48:15.369Z"
"2129_15_global_26.12",,2129,15,50.88,14878,"A","26.12","2026-06-27T10:48:15.369Z"
"1337_3_global_26.12",,1337,3,52.25,4230,"A","26.12","2026-06-27T10:48:15.369Z"
"1337_7_global_26.12",,1337,7,49.46,5556,"B","26.12","2026-06-27T10:48:15.369Z"
"1337_11_global_26.12",,1337,11,48.97,7249,"C","26.12","2026-06-27T10:48:15.369Z"
"1337_15_global_26.12",,1337,15,49.47,7178,"B","26.12","2026-06-27T10:48:15.369Z"
"1073_3_global_26.12",,1073,3,57.54,66038,"S","26.12","2026-06-27T10:48:15.369Z"
"1073_7_global_26.12",,1073,7,56.78,74465,"S","26.12","2026-06-27T10:48:15.369Z"
"1073_11_global_26.12",,1073,11,58.68,89676,"S","26.12","2026-06-27T10:48:15.369Z"
"1073_15_global_26.12",,1073,15,56.97,81046,"S","26.12","2026-06-27T10:48:15.369Z"
"1073_18_global_26.12",,1073,18,63.5,274,"C","26.12","2026-06-27T10:48:15.369Z"
"1018_3_global_26.12",,1018,3,53.76,9938,"A","26.12","2026-06-27T10:48:15.369Z"
"1018_7_global_26.12",,1018,7,53.05,32647,"A","26.12","2026-06-27T10:48:15.369Z"
"1018_11_global_26.12",,1018,11,52.91,29183,"A","26.12","2026-06-27T10:48:15.369Z"
"1018_15_global_26.12",,1018,15,50.95,23682,"A","26.12","2026-06-27T10:48:15.369Z"
"2018_3_global_26.12",,2018,3,46.22,3793,"D","26.12","2026-06-27T10:48:15.369Z"
"2018_7_global_26.12",,2018,7,46.25,6718,"D","26.12","2026-06-27T10:48:15.369Z"
"2018_11_global_26.12",,2018,11,49.43,13693,"B","26.12","2026-06-27T10:48:15.369Z"
"2018_15_global_26.12",,2018,15,50.73,21157,"A","26.12","2026-06-27T10:48:15.369Z"
"1088_3_global_26.12",,1088,3,46.78,4857,"D","26.12","2026-06-27T10:48:15.369Z"
"1088_7_global_26.12",,1088,7,46.19,7679,"D","26.12","2026-06-27T10:48:15.369Z"
"1088_11_global_26.12",,1088,11,47.59,14051,"C","26.12","2026-06-27T10:48:15.369Z"
"1088_15_global_26.12",,1088,15,47.04,18082,"D","26.12","2026-06-27T10:48:15.369Z"
"1205_3_global_26.12",,1205,3,49.92,17509,"B","26.12","2026-06-27T10:48:15.369Z"
"1205_7_global_26.12",,1205,7,47.6,1271,"C","26.12","2026-06-27T10:48:15.369Z"
"1205_11_global_26.12",,1205,11,46.81,1519,"D","26.12","2026-06-27T10:48:15.369Z"
"1205_15_global_26.12",,1205,15,47.84,1994,"C","26.12","2026-06-27T10:48:15.369Z"
"2073_3_global_26.12",,2073,3,44.67,5247,"D","26.12","2026-06-27T10:48:15.369Z"
"2073_7_global_26.12",,2073,7,46.08,7205,"D","26.12","2026-06-27T10:48:15.369Z"
"2073_11_global_26.12",,2073,11,46.62,12618,"D","26.12","2026-06-27T10:48:15.369Z"
"2073_15_global_26.12",,2073,15,46.9,15700,"D","26.12","2026-06-27T10:48:15.369Z"
"1322_3_global_26.12",,1322,3,52.42,78017,"A","26.12","2026-06-27T10:48:15.369Z"
"1322_7_global_26.12",,1322,7,50.3,66624,"B","26.12","2026-06-27T10:48:15.369Z"
"1322_11_global_26.12",,1322,11,39.53,382,"D","26.12","2026-06-27T10:48:15.369Z"
"1322_15_global_26.12",,1322,15,40.68,263,"D","26.12","2026-06-27T10:48:15.369Z"
"1026_3_global_26.12",,1026,3,56.4,58104,"S","26.12","2026-06-27T10:48:15.369Z"
"1026_7_global_26.12",,1026,7,55.94,73616,"S","26.12","2026-06-27T10:48:15.369Z"
"1026_11_global_26.12",,1026,11,55.85,83143,"S","26.12","2026-06-27T10:48:15.369Z"
"1026_15_global_26.12",,1026,15,54.06,79377,"S","26.12","2026-06-27T10:48:15.369Z"
"1026_18_global_26.12",,1026,18,68.97,232,"A","26.12","2026-06-27T10:48:15.369Z"
"1416_3_global_26.12",,1416,3,50.39,4888,"B","26.12","2026-06-27T10:48:15.369Z"
"1416_7_global_26.12",,1416,7,50.57,18480,"B","26.12","2026-06-27T10:48:15.369Z"
"1416_11_global_26.12",,1416,11,51.98,28048,"A","26.12","2026-06-27T10:48:15.369Z"
"1416_15_global_26.12",,1416,15,52.28,37224,"A","26.12","2026-06-27T10:48:15.369Z"
"1331_3_global_26.12",,1331,3,46.65,1269,"D","26.12","2026-06-27T10:48:15.369Z"
"1331_7_global_26.12",,1331,7,47.65,1996,"C","26.12","2026-06-27T10:48:15.369Z"
"1331_11_global_26.12",,1331,11,48.53,3956,"C","26.12","2026-06-27T10:48:15.369Z"
"1331_15_global_26.12",,1331,15,51.76,5782,"A","26.12","2026-06-27T10:48:15.369Z"
"1046_3_global_26.12",,1046,3,60.99,122036,"S","26.12","2026-06-27T10:48:15.369Z"
"1046_7_global_26.12",,1046,7,56.51,121477,"S","26.12","2026-06-27T10:48:15.369Z"
"1046_11_global_26.12",,1046,11,42.67,300,"D","26.12","2026-06-27T10:48:15.369Z"
"1046_15_global_26.12",,1046,15,38.36,219,"D","26.12","2026-06-27T10:48:15.369Z"
"1243_3_global_26.12",,1243,3,54.36,234860,"S","26.12","2026-06-27T10:48:15.369Z"
"1243_7_global_26.12",,1243,7,47,9378,"C","26.12","2026-06-27T10:48:15.369Z"
"1243_11_global_26.12",,1243,11,48.89,15599,"C","26.12","2026-06-27T10:48:15.369Z"
"1243_15_global_26.12",,1243,15,49.28,19159,"B","26.12","2026-06-27T10:48:15.369Z"
"1092_3_global_26.12",,1092,3,50.57,29721,"B","26.12","2026-06-27T10:48:15.369Z"
"1092_7_global_26.12",,1092,7,50.37,48616,"B","26.12","2026-06-27T10:48:15.369Z"
"1092_11_global_26.12",,1092,11,52.52,67417,"A","26.12","2026-06-27T10:48:15.369Z"
"1092_15_global_26.12",,1092,15,51.61,64132,"A","26.12","2026-06-27T10:48:15.369Z"
"1092_18_global_26.12",,1092,18,60.71,56,"C","26.12","2026-06-27T10:48:15.369Z"
"2144_3_global_26.12",,2144,3,45.41,24450,"D","26.12","2026-06-27T10:48:15.369Z"
"2144_7_global_26.12",,2144,7,45.55,25300,"D","26.12","2026-06-27T10:48:15.369Z"
"2144_11_global_26.12",,2144,11,47.56,30120,"C","26.12","2026-06-27T10:48:15.369Z"
"2144_15_global_26.12",,2144,15,47.17,27037,"C","26.12","2026-06-27T10:48:15.369Z"
"2144_18_global_26.12",,2144,18,63.95,147,"C","26.12","2026-06-27T10:48:15.369Z"
"1332_3_global_26.12",,1332,3,48.31,17318,"C","26.12","2026-06-27T10:48:15.369Z"
"1332_7_global_26.12",,1332,7,46.68,21720,"C","26.12","2026-06-27T10:48:15.369Z"
"1332_11_global_26.12",,1332,11,47.02,25044,"C","26.12","2026-06-27T10:48:15.369Z"
"1332_15_global_26.12",,1332,15,45.96,24261,"D","26.12","2026-06-27T10:48:15.369Z"
"1332_18_global_26.12",,1332,18,71.18,229,"A","26.12","2026-06-27T10:48:15.369Z"
"2128_3_global_26.12",,2128,3,64.34,20702,"S","26.12","2026-06-27T10:48:15.369Z"
"2128_7_global_26.12",,2128,7,61.27,21543,"S","26.12","2026-06-27T10:48:15.369Z"
"2128_11_global_26.12",,2128,11,59.34,21358,"S","26.12","2026-06-27T10:48:15.369Z"
"2128_15_global_26.12",,2128,15,56.26,19429,"S","26.12","2026-06-27T10:48:15.369Z"
"2128_18_global_26.12",,2128,18,83.33,78,"S","26.12","2026-06-27T10:48:15.369Z"
"1103_3_global_26.12",,1103,3,51.52,43748,"A","26.12","2026-06-27T10:48:15.369Z"
"1103_7_global_26.12",,1103,7,51.2,43420,"A","26.12","2026-06-27T10:48:15.369Z"
"1103_11_global_26.12",,1103,11,51.9,44948,"A","26.12","2026-06-27T10:48:15.369Z"
"1103_15_global_26.12",,1103,15,50.91,38436,"A","26.12","2026-06-27T10:48:15.369Z"
"1103_18_global_26.12",,1103,18,69.67,211,"A","26.12","2026-06-27T10:48:15.369Z"
"1349_3_global_26.12",,1349,3,54.87,45534,"A","26.12","2026-06-27T10:48:15.369Z"
"1349_7_global_26.12",,1349,7,53.8,50668,"A","26.12","2026-06-27T10:48:15.369Z"
"1349_11_global_26.12",,1349,11,54.4,51176,"S","26.12","2026-06-27T10:48:15.369Z"
"1349_15_global_26.12",,1349,15,54.04,46022,"S","26.12","2026-06-27T10:48:15.369Z"
"1349_18_global_26.12",,1349,18,65.26,213,"B","26.12","2026-06-27T10:48:15.369Z"
"1323_3_global_26.12",,1323,3,58.97,93384,"S","26.12","2026-06-27T10:48:15.369Z"
"1323_7_global_26.12",,1323,7,58.38,85705,"S","26.12","2026-06-27T10:48:15.369Z"
"1323_11_global_26.12",,1323,11,56.89,83967,"S","26.12","2026-06-27T10:48:15.369Z"
"1323_15_global_26.12",,1323,15,55.03,79684,"S","26.12","2026-06-27T10:48:15.369Z"
"1323_18_global_26.12",,1323,18,66.04,53,"B","26.12","2026-06-27T10:48:15.369Z"
"1084_3_global_26.12",,1084,3,47.14,995,"D","26.12","2026-06-27T10:48:15.369Z"
"1084_7_global_26.12",,1084,7,47.42,4074,"C","26.12","2026-06-27T10:48:15.369Z"
"1084_11_global_26.12",,1084,11,48.71,6337,"C","26.12","2026-06-27T10:48:15.369Z"
"1084_15_global_26.12",,1084,15,47.86,8758,"C","26.12","2026-06-27T10:48:15.369Z"
"2123_3_global_26.12",,2123,3,50.29,515,"B","26.12","2026-06-27T10:48:15.369Z"
"2123_7_global_26.12",,2123,7,53.32,844,"A","26.12","2026-06-27T10:48:15.369Z"
"2123_11_global_26.12",,2123,11,47.33,1407,"D","26.12","2026-06-27T10:48:15.369Z"
"2123_15_global_26.12",,2123,15,49.37,1673,"B","26.12","2026-06-27T10:48:15.369Z"
"2125_3_global_26.12",,2125,3,51.34,37877,"B","26.12","2026-06-27T10:48:15.369Z"
"2125_7_global_26.12",,2125,7,51.09,779,"B","26.12","2026-06-27T10:48:15.369Z"
"2125_11_global_26.12",,2125,11,49.63,1201,"B","26.12","2026-06-27T10:48:15.369Z"
"2125_15_global_26.12",,2125,15,47.38,1509,"D","26.12","2026-06-27T10:48:15.369Z"
"2131_3_global_26.12",,2131,3,48.47,5344,"C","26.12","2026-06-27T10:48:15.369Z"
"2131_7_global_26.12",,2131,7,49.1,10241,"B","26.12","2026-06-27T10:48:15.369Z"
"2131_11_global_26.12",,2131,11,50.49,20991,"B","26.12","2026-06-27T10:48:15.369Z"
"2131_15_global_26.12",,2131,15,50.73,30000,"A","26.12","2026-06-27T10:48:15.369Z"
"1335_3_global_26.12",,1335,3,48.37,34275,"C","26.12","2026-06-27T10:48:15.369Z"
"1335_7_global_26.12",,1335,7,50.07,47401,"B","26.12","2026-06-27T10:48:15.369Z"
"1335_11_global_26.12",,1335,11,52.81,69949,"S","26.12","2026-06-27T10:48:15.369Z"
"1335_15_global_26.12",,1335,15,52.49,67658,"S","26.12","2026-06-27T10:48:15.369Z"
"1335_18_global_26.12",,1335,18,66.67,60,"B","26.12","2026-06-27T10:48:15.369Z"
"2119_3_global_26.12",,2119,3,54.51,30179,"A","26.12","2026-06-27T10:48:15.369Z"
"2119_7_global_26.12",,2119,7,53.95,95645,"S","26.12","2026-06-27T10:48:15.369Z"
"2119_11_global_26.12",,2119,11,54.1,96024,"S","26.12","2026-06-27T10:48:15.369Z"
"2119_15_global_26.12",,2119,15,52.74,97326,"S","26.12","2026-06-27T10:48:15.369Z"
"2119_18_global_26.12",,2119,18,56.73,104,"D","26.12","2026-06-27T10:48:15.369Z"
"1214_3_global_26.12",,1214,3,50.24,7588,"B","26.12","2026-06-27T10:48:15.369Z"
"1214_7_global_26.12",,1214,7,49.93,27138,"B","26.12","2026-06-27T10:48:15.369Z"
"1214_11_global_26.12",,1214,11,49.73,23443,"B","26.12","2026-06-27T10:48:15.369Z"
"1214_15_global_26.12",,1214,15,48.75,20557,"C","26.12","2026-06-27T10:48:15.369Z"
"1151_3_global_26.12",,1151,3,48.35,11515,"C","26.12","2026-06-27T10:48:15.369Z"
"1151_7_global_26.12",,1151,7,47.51,13963,"C","26.12","2026-06-27T10:48:15.369Z"
"1151_11_global_26.12",,1151,11,47.71,15562,"C","26.12","2026-06-27T10:48:15.369Z"
"1151_15_global_26.12",,1151,15,47.03,13720,"D","26.12","2026-06-27T10:48:15.369Z"
"1015_3_global_26.12",,1015,3,53.57,3791,"A","26.12","2026-06-27T10:48:15.370Z"
"1015_7_global_26.12",,1015,7,53.68,14949,"A","26.12","2026-06-27T10:48:15.370Z"
