_id,champion_id,augment_id,stage,win_rate,sample_size,tier,patch_version,updated_at
"1015_11_global_26.12",,1015,11,53.39,24343,"A","26.12","2026-06-27T10:48:15.370Z"
"1015_15_global_26.12",,1015,15,53.91,34423,"S","26.12","2026-06-27T10:48:15.370Z"
"1154_3_global_26.12",,1154,3,54.66,42286,"A","26.12","2026-06-27T10:48:15.370Z"
"1154_7_global_26.12",,1154,7,52.37,113774,"A","26.12","2026-06-27T10:48:15.370Z"
"1154_11_global_26.12",,1154,11,50.89,97190,"A","26.12","2026-06-27T10:48:15.370Z"
"1154_15_global_26.12",,1154,15,46.26,508,"D","26.12","2026-06-27T10:48:15.370Z"
"1116_3_global_26.12",,1116,3,43.18,13885,"D","26.12","2026-06-27T10:48:15.370Z"
"1116_7_global_26.12",,1116,7,43.78,18132,"D","26.12","2026-06-27T10:48:15.370Z"
"1116_11_global_26.12",,1116,11,45.04,25571,"D","26.12","2026-06-27T10:48:15.370Z"
"1116_15_global_26.12",,1116,15,44.97,24865,"D","26.12","2026-06-27T10:48:15.370Z"
"1116_18_global_26.12",,1116,18,71.43,294,"S","26.12","2026-06-27T10:48:15.370Z"
"1301_3_global_26.12",,1301,3,46.35,100542,"C","26.12","2026-06-27T10:48:15.370Z"
"1301_7_global_26.12",,1301,7,44.52,5424,"D","26.12","2026-06-27T10:48:15.370Z"
"1301_11_global_26.12",,1301,11,34.72,72,"D","26.12","2026-06-27T10:48:15.370Z"
"1150_7_global_26.12",,1150,7,67.31,52,"S","26.12","2026-06-27T10:48:15.370Z"
"1150_11_global_26.12",,1150,11,69.16,509,"S","26.12","2026-06-27T10:48:15.370Z"
"1150_15_global_26.12",,1150,15,52.26,13534,"A","26.12","2026-06-27T10:48:15.370Z"
"1150_18_global_26.12",,1150,18,71.43,126,"A","26.12","2026-06-27T10:48:15.370Z"
"1404_3_global_26.12",,1404,3,46.39,1095,"D","26.12","2026-06-27T10:48:15.370Z"
"1404_7_global_26.12",,1404,7,47.59,1431,"C","26.12","2026-06-27T10:48:15.370Z"
"1404_11_global_26.12",,1404,11,46.88,2161,"D","26.12","2026-06-27T10:48:15.370Z"
"1404_15_global_26.12",,1404,15,46.74,2422,"D","26.12","2026-06-27T10:48:15.370Z"
"1061_7_global_26.12",,1061,7,55.86,1656,"S","26.12","2026-06-27T10:48:15.370Z"
"1061_11_global_26.12",,1061,11,48.98,49286,"B","26.12","2026-06-27T10:48:15.370Z"
"1061_15_global_26.12",,1061,15,49.07,59471,"B","26.12","2026-06-27T10:48:15.370Z"
"1061_18_global_26.12",,1061,18,59.26,54,"D","26.12","2026-06-27T10:48:15.370Z"
"2098_3_global_26.12",,2098,3,54.85,105096,"S","26.12","2026-06-27T10:48:15.370Z"
"2098_7_global_26.12",,2098,7,54.09,107507,"S","26.12","2026-06-27T10:48:15.370Z"
"2098_11_global_26.12",,2098,11,53.88,111656,"S","26.12","2026-06-27T10:48:15.370Z"
"2098_15_global_26.12",,2098,15,53.79,110565,"S","26.12","2026-06-27T10:48:15.370Z"
"2098_18_global_26.12",,2098,18,67.95,78,"B","26.12","2026-06-27T10:48:15.370Z"
"1054_3_global_26.12",,1054,3,58.1,177388,"S","26.12","2026-06-27T10:48:15.370Z"
"1054_7_global_26.12",,1054,7,56.7,162981,"S","26.12","2026-06-27T10:48:15.370Z"
"1054_11_global_26.12",,1054,11,55.62,157894,"S","26.12","2026-06-27T10:48:15.370Z"
"1054_15_global_26.12",,1054,15,46.63,549,"D","26.12","2026-06-27T10:48:15.370Z"
"1072_3_global_26.12",,1072,3,49.67,20920,"B","26.12","2026-06-27T10:48:15.370Z"
"1072_7_global_26.12",,1072,7,48.99,19231,"B","26.12","2026-06-27T10:48:15.370Z"
"1072_11_global_26.12",,1072,11,48.4,18833,"C","26.12","2026-06-27T10:48:15.370Z"
"1072_15_global_26.12",,1072,15,47.92,16384,"C","26.12","2026-06-27T10:48:15.370Z"
"2133_3_global_26.12",,2133,3,51.74,11418,"B","26.12","2026-06-27T10:48:15.370Z"
"2133_7_global_26.12",,2133,7,51.5,32494,"A","26.12","2026-06-27T10:48:15.370Z"
"2133_11_global_26.12",,2133,11,50.18,30699,"B","26.12","2026-06-27T10:48:15.370Z"
"2133_15_global_26.12",,2133,15,49.61,28493,"B","26.12","2026-06-27T10:48:15.370Z"
"1104_3_global_26.12",,1104,3,50.19,109917,"B","26.12","2026-06-27T10:48:15.370Z"
"1104_7_global_26.12",,1104,7,45.84,7460,"D","26.12","2026-06-27T10:48:15.370Z"
"1104_11_global_26.12",,1104,11,46.45,10145,"D","26.12","2026-06-27T10:48:15.370Z"
"1104_15_global_26.12",,1104,15,47.16,9843,"D","26.12","2026-06-27T10:48:15.370Z"
"2137_3_global_26.12",,2137,3,51.71,26060,"A","26.12","2026-06-27T10:48:15.370Z"
"2137_7_global_26.12",,2137,7,50.67,32324,"B","26.12","2026-06-27T10:48:15.370Z"
"2137_11_global_26.12",,2137,11,47.52,141,"C","26.12","2026-06-27T10:48:15.370Z"
"2137_15_global_26.12",,2137,15,53.98,113,"S","26.12","2026-06-27T10:48:15.370Z"
"1057_3_global_26.12",,1057,3,46.56,3608,"D","26.12","2026-06-27T10:48:15.370Z"
"1057_7_global_26.12",,1057,7,46.72,6942,"D","26.12","2026-06-27T10:48:15.370Z"
"1057_11_global_26.12",,1057,11,48.95,14228,"C","26.12","2026-06-27T10:48:15.370Z"
"1057_15_global_26.12",,1057,15,48.93,18663,"C","26.12","2026-06-27T10:48:15.370Z"
"1194_3_global_26.12",,1194,3,50.65,13362,"B","26.12","2026-06-27T10:48:15.370Z"
"1194_7_global_26.12",,1194,7,48.62,909,"C","26.12","2026-06-27T10:48:15.370Z"
"1194_11_global_26.12",,1194,11,51.2,1168,"B","26.12","2026-06-27T10:48:15.370Z"
"1194_15_global_26.12",,1194,15,50.31,1777,"B","26.12","2026-06-27T10:48:15.370Z"
"1034_3_global_26.12",,1034,3,55.38,279987,"S","26.12","2026-06-27T10:48:15.370Z"
"1034_7_global_26.12",,1034,7,46.35,6531,"D","26.12","2026-06-27T10:48:15.370Z"
"1034_11_global_26.12",,1034,11,47.26,804,"D","26.12","2026-06-27T10:48:15.370Z"
"1034_15_global_26.12",,1034,15,44.57,359,"D","26.12","2026-06-27T10:48:15.370Z"
"1379_3_global_26.12",,1379,3,48.76,13147,"C","26.12","2026-06-27T10:48:15.370Z"
"1379_7_global_26.12",,1379,7,48.93,17187,"B","26.12","2026-06-27T10:48:15.370Z"
"1379_11_global_26.12",,1379,11,48.83,18604,"C","26.12","2026-06-27T10:48:15.370Z"
"1379_15_global_26.12",,1379,15,48.46,17694,"C","26.12","2026-06-27T10:48:15.370Z"
"1379_18_global_26.12",,1379,18,70.55,163,"A","26.12","2026-06-27T10:48:15.370Z"
"1402_3_global_26.12",,1402,3,46.33,16666,"D","26.12","2026-06-27T10:48:15.370Z"
"1402_7_global_26.12",,1402,7,46.34,26442,"D","26.12","2026-06-27T10:48:15.370Z"
"1402_11_global_26.12",,1402,11,47.25,33959,"C","26.12","2026-06-27T10:48:15.370Z"
"1402_15_global_26.12",,1402,15,47.22,34623,"C","26.12","2026-06-27T10:48:15.370Z"
"1329_7_global_26.12",,1329,7,45.1,4718,"D","26.12","2026-06-27T10:48:15.370Z"
"1329_11_global_26.12",,1329,11,49.62,8095,"B","26.12","2026-06-27T10:48:15.370Z"
"1329_15_global_26.12",,1329,15,54.24,10004,"S","26.12","2026-06-27T10:48:15.370Z"
"1329_18_global_26.12",,1329,18,72.41,87,"S","26.12","2026-06-27T10:48:15.370Z"
"2136_3_global_26.12",,2136,3,53.94,254401,"S","26.12","2026-06-27T10:48:15.370Z"
"2136_7_global_26.12",,2136,7,45.23,6032,"D","26.12","2026-06-27T10:48:15.370Z"
"2136_11_global_26.12",,2136,11,45.72,584,"D","26.12","2026-06-27T10:48:15.370Z"
"2136_15_global_26.12",,2136,15,50.18,275,"B","26.12","2026-06-27T10:48:15.370Z"
"1324_3_global_26.12",,1324,3,46.41,5949,"D","26.12","2026-06-27T10:48:15.370Z"
"1324_7_global_26.12",,1324,7,47.66,18313,"C","26.12","2026-06-27T10:48:15.370Z"
"1324_11_global_26.12",,1324,11,47.59,18438,"C","26.12","2026-06-27T10:48:15.370Z"
"1324_15_global_26.12",,1324,15,47.22,18505,"D","26.12","2026-06-27T10:48:15.370Z"
"1002_3_global_26.12",,1002,3,50.84,2563,"B","26.12","2026-06-27T10:48:15.370Z"
"1002_7_global_26.12",,1002,7,51.2,9652,"A","26.12","2026-06-27T10:48:15.370Z"
"1002_11_global_26.12",,1002,11,50.79,13317,"B","26.12","2026-06-27T10:48:15.370Z"
"1002_15_global_26.12",,1002,15,50.2,16992,"B","26.12","2026-06-27T10:48:15.370Z"
"1079_3_global_26.12",,1079,3,53.71,104284,"A","26.12","2026-06-27T10:48:15.370Z"
"1079_7_global_26.12",,1079,7,53.95,121945,"S","26.12","2026-06-27T10:48:15.370Z"
"1079_11_global_26.12",,1079,11,55.92,154286,"S","26.12","2026-06-27T10:48:15.370Z"
"1079_15_global_26.12",,1079,15,54.47,138140,"S","26.12","2026-06-27T10:48:15.370Z"
"1079_18_global_26.12",,1079,18,62.43,181,"C","26.12","2026-06-27T10:48:15.370Z"
"1067_3_global_26.12",,1067,3,58.3,19665,"S","26.12","2026-06-27T10:48:15.370Z"
"1067_7_global_26.12",,1067,7,55.78,58642,"S","26.12","2026-06-27T10:48:15.370Z"
"1067_11_global_26.12",,1067,11,55.14,48573,"S","26.12","2026-06-27T10:48:15.370Z"
"1067_15_global_26.12",,1067,15,47.79,226,"C","26.12","2026-06-27T10:48:15.370Z"
"1112_3_global_26.12",,1112,3,53.35,3976,"A","26.12","2026-06-27T10:48:15.370Z"
"1112_7_global_26.12",,1112,7,52.69,5811,"A","26.12","2026-06-27T10:48:15.370Z"
"1112_11_global_26.12",,1112,11,53.99,9728,"A","26.12","2026-06-27T10:48:15.370Z"
"1112_15_global_26.12",,1112,15,53.79,10779,"S","26.12","2026-06-27T10:48:15.370Z"
"1112_18_global_26.12",,1112,18,66.95,118,"B","26.12","2026-06-27T10:48:15.370Z"
"2024_7_global_26.12",,2024,7,56.77,1175,"S","26.12","2026-06-27T10:48:15.370Z"
"2024_11_global_26.12",,2024,11,48.35,37960,"C","26.12","2026-06-27T10:48:15.370Z"
"2024_15_global_26.12",,2024,15,49.09,46938,"B","26.12","2026-06-27T10:48:15.370Z"
"1149_3_global_26.12",,1149,3,50.02,22460,"B","26.12","2026-06-27T10:48:15.370Z"
"1149_7_global_26.12",,1149,7,48.88,24794,"B","26.12","2026-06-27T10:48:15.370Z"
"1149_11_global_26.12",,1149,11,48.58,28718,"C","26.12","2026-06-27T10:48:15.370Z"
"1149_15_global_26.12",,1149,15,48.25,25599,"C","26.12","2026-06-27T10:48:15.370Z"
"1149_18_global_26.12",,1149,18,74.04,208,"S","26.12","2026-06-27T10:48:15.370Z"
"1413_3_global_26.12",,1413,3,55.41,66399,"S","26.12","2026-06-27T10:48:15.370Z"
"1413_7_global_26.12",,1413,7,54.35,76429,"S","26.12","2026-06-27T10:48:15.370Z"
"1413_11_global_26.12",,1413,11,54.77,78608,"S","26.12","2026-06-27T10:48:15.370Z"
"1413_15_global_26.12",,1413,15,54.12,71154,"S","26.12","2026-06-27T10:48:15.370Z"
"1413_18_global_26.12",,1413,18,66.84,190,"B","26.12","2026-06-27T10:48:15.370Z"
"1019_3_global_26.12",,1019,3,46.63,8563,"D","26.12","2026-06-27T10:48:15.370Z"
"1019_7_global_26.12",,1019,7,45.84,10851,"D","26.12","2026-06-27T10:48:15.370Z"
"1019_11_global_26.12",,1019,11,46.21,12610,"D","26.12","2026-06-27T10:48:15.370Z"
"1019_15_global_26.12",,1019,15,46.06,11727,"D","26.12","2026-06-27T10:48:15.370Z"
"1019_18_global_26.12",,1019,18,70,130,"A","26.12","2026-06-27T10:48:15.370Z"
"1025_3_global_26.12",,1025,3,45.49,3436,"D","26.12","2026-06-27T10:48:15.370Z"
"1025_7_global_26.12",,1025,7,46.39,9562,"D","26.12","2026-06-27T10:48:15.370Z"
"1025_11_global_26.12",,1025,11,46.85,12501,"D","26.12","2026-06-27T10:48:15.370Z"
"1025_15_global_26.12",,1025,15,47.36,15031,"D","26.12","2026-06-27T10:48:15.370Z"
"1187_3_global_26.12",,1187,3,51.02,11194,"B","26.12","2026-06-27T10:48:15.370Z"
"1187_7_global_26.12",,1187,7,51.27,33616,"A","26.12","2026-06-27T10:48:15.370Z"
"1187_11_global_26.12",,1187,11,51.84,44538,"A","26.12","2026-06-27T10:48:15.370Z"
"1187_15_global_26.12",,1187,15,51.64,56481,"A","26.12","2026-06-27T10:48:15.370Z"
"1187_18_global_26.12",,1187,18,51.49,235,"D","26.12","2026-06-27T10:48:15.370Z"
"2065_3_global_26.12",,2065,3,44.46,12297,"D","26.12","2026-06-27T10:48:15.370Z"
"2065_7_global_26.12",,2065,7,44.77,15015,"D","26.12","2026-06-27T10:48:15.370Z"
"2065_11_global_26.12",,2065,11,47.47,16316,"C","26.12","2026-06-27T10:48:15.370Z"
"2065_15_global_26.12",,2065,15,49.4,13174,"B","26.12","2026-06-27T10:48:15.370Z"
"2054_3_global_26.12",,2054,3,46.89,18255,"D","26.12","2026-06-27T10:48:15.370Z"
"2054_7_global_26.12",,2054,7,47.01,29805,"C","26.12","2026-06-27T10:48:15.370Z"
"2054_11_global_26.12",,2054,11,48.59,43652,"B","26.12","2026-06-27T10:48:15.370Z"
"2054_15_global_26.12",,2054,15,46.8,38746,"D","26.12","2026-06-27T10:48:15.370Z"
"1036_3_global_26.12",,1036,3,51.64,4165,"B","26.12","2026-06-27T10:48:15.370Z"
"1036_7_global_26.12",,1036,7,51.68,13864,"A","26.12","2026-06-27T10:48:15.370Z"
"1036_11_global_26.12",,1036,11,52.76,19441,"A","26.12","2026-06-27T10:48:15.370Z"
"1036_15_global_26.12",,1036,15,52.95,25882,"S","26.12","2026-06-27T10:48:15.370Z"
"2089_3_global_26.12",,2089,3,50.91,116034,"A","26.12","2026-06-27T10:48:15.370Z"
"2089_7_global_26.12",,2089,7,49.5,105688,"B","26.12","2026-06-27T10:48:15.370Z"
"2089_11_global_26.12",,2089,11,41.71,597,"D","26.12","2026-06-27T10:48:15.370Z"
"2089_15_global_26.12",,2089,15,48.6,358,"C","26.12","2026-06-27T10:48:15.370Z"
"2091_3_global_26.12",,2091,3,59.51,160370,"S","26.12","2026-06-27T10:48:15.370Z"
"2091_7_global_26.12",,2091,7,59.13,149414,"S","26.12","2026-06-27T10:48:15.370Z"
"2091_11_global_26.12",,2091,11,41.1,382,"D","26.12","2026-06-27T10:48:15.370Z"
"2091_15_global_26.12",,2091,15,37.61,226,"D","26.12","2026-06-27T10:48:15.370Z"
"2139_3_global_26.12",,2139,3,51.82,40544,"A","26.12","2026-06-27T10:48:15.370Z"
"2139_7_global_26.12",,2139,7,50.6,42446,"B","26.12","2026-06-27T10:48:15.370Z"
"2139_11_global_26.12",,2139,11,51.07,51658,"A","26.12","2026-06-27T10:48:15.370Z"
"2139_15_global_26.12",,2139,15,50.4,46404,"A","26.12","2026-06-27T10:48:15.370Z"
"1326_3_global_26.12",,1326,3,48.77,6938,"C","26.12","2026-06-27T10:48:15.370Z"
"1326_7_global_26.12",,1326,7,48.07,23537,"C","26.12","2026-06-27T10:48:15.370Z"
"1326_11_global_26.12",,1326,11,47.87,24879,"C","26.12","2026-06-27T10:48:15.370Z"
"1326_15_global_26.12",,1326,15,48.5,26940,"C","26.12","2026-06-27T10:48:15.370Z"
"1345_3_global_26.12",,1345,3,56.15,7987,"S","26.12","2026-06-27T10:48:15.370Z"
"1345_7_global_26.12",,1345,7,54.71,27089,"S","26.12","2026-06-27T10:48:15.370Z"
"1345_11_global_26.12",,1345,11,53.47,28710,"A","26.12","2026-06-27T10:48:15.370Z"
"1345_15_global_26.12",,1345,15,51.77,31142,"A","26.12","2026-06-27T10:48:15.370Z"
"1347_3_global_26.12",,1347,3,49.94,29389,"B","26.12","2026-06-27T10:48:15.370Z"
"1347_7_global_26.12",,1347,7,49.44,37019,"B","26.12","2026-06-27T10:48:15.370Z"
"1347_11_global_26.12",,1347,11,50.27,48424,"A","26.12","2026-06-27T10:48:15.370Z"
"1347_15_global_26.12",,1347,15,48.79,46248,"B","26.12","2026-06-27T10:48:15.370Z"
"1347_18_global_26.12",,1347,18,68.25,337,"A","26.12","2026-06-27T10:48:15.370Z"
"2032_3_global_26.12",,2032,3,48.59,16340,"C","26.12","2026-06-27T10:48:15.370Z"
"2032_7_global_26.12",,2032,7,47.56,841,"C","26.12","2026-06-27T10:48:15.370Z"
"2032_11_global_26.12",,2032,11,48.85,1388,"C","26.12","2026-06-27T10:48:15.370Z"
"2032_15_global_26.12",,2032,15,49.31,1965,"B","26.12","2026-06-27T10:48:15.370Z"
"2016_3_global_26.12",,2016,3,60.18,9176,"S","26.12","2026-06-27T10:48:15.370Z"
"2016_7_global_26.12",,2016,7,58.71,12083,"S","26.12","2026-06-27T10:48:15.370Z"
"2016_11_global_26.12",,2016,11,58.39,14299,"S","26.12","2026-06-27T10:48:15.370Z"
"2016_15_global_26.12",,2016,15,56.03,13208,"S","26.12","2026-06-27T10:48:15.370Z"
"2062_3_global_26.12",,2062,3,51.09,27255,"B","26.12","2026-06-27T10:48:15.370Z"
"2062_7_global_26.12",,2062,7,51.85,28488,"A","26.12","2026-06-27T10:48:15.370Z"
"2062_11_global_26.12",,2062,11,51.21,30840,"A","26.12","2026-06-27T10:48:15.370Z"
"2062_15_global_26.12",,2062,15,50.75,25870,"A","26.12","2026-06-27T10:48:15.370Z"
"2135_3_global_26.12",,2135,3,47.18,10880,"C","26.12","2026-06-27T10:48:15.370Z"
"2135_7_global_26.12",,2135,7,46.98,13119,"C","26.12","2026-06-27T10:48:15.370Z"
"2135_11_global_26.12",,2135,11,46.99,15020,"D","26.12","2026-06-27T10:48:15.370Z"
"2135_15_global_26.12",,2135,15,46.67,14224,"D","26.12","2026-06-27T10:48:15.370Z"
"2135_18_global_26.12",,2135,18,63.91,133,"C","26.12","2026-06-27T10:48:15.370Z"
"1011_3_global_26.12",,1011,3,53.06,61934,"A","26.12","2026-06-27T10:48:15.370Z"
"1011_7_global_26.12",,1011,7,53.36,68286,"A","26.12","2026-06-27T10:48:15.370Z"
"1011_11_global_26.12",,1011,11,52.69,64337,"A","26.12","2026-06-27T10:48:15.370Z"
"1011_15_global_26.12",,1011,15,51.73,59540,"A","26.12","2026-06-27T10:48:15.370Z"
"1006_3_global_26.12",,1006,3,49.25,5362,"C","26.12","2026-06-27T10:48:15.370Z"
"1006_7_global_26.12",,1006,7,49.63,7789,"B","26.12","2026-06-27T10:48:15.370Z"
"1006_11_global_26.12",,1006,11,50.45,11638,"B","26.12","2026-06-27T10:48:15.370Z"
"1006_15_global_26.12",,1006,15,50.39,16691,"B","26.12","2026-06-27T10:48:15.370Z"
"2034_3_global_26.12",,2034,3,43.2,4586,"D","26.12","2026-06-27T10:48:15.370Z"
"2034_7_global_26.12",,2034,7,42.96,4918,"D","26.12","2026-06-27T10:48:15.370Z"
"2034_11_global_26.12",,2034,11,44.38,6027,"D","26.12","2026-06-27T10:48:15.370Z"
"2034_15_global_26.12",,2034,15,46.17,5577,"D","26.12","2026-06-27T10:48:15.370Z"
"2026_3_global_26.12",,2026,3,55.45,23465,"S","26.12","2026-06-27T10:48:15.370Z"
"2026_7_global_26.12",,2026,7,54.1,25756,"A","26.12","2026-06-27T10:48:15.370Z"
"2026_11_global_26.12",,2026,11,53.95,32339,"S","26.12","2026-06-27T10:48:15.370Z"
"2026_15_global_26.12",,2026,15,52.21,30536,"A","26.12","2026-06-27T10:48:15.370Z"
"2026_18_global_26.12",,2026,18,70.49,305,"A","26.12","2026-06-27T10:48:15.370Z"
"2005_3_global_26.12",,2005,3,51.25,11999,"B","26.12","2026-06-27T10:48:15.370Z"
"2005_7_global_26.12",,2005,7,47.54,631,"C","26.12","2026-06-27T10:48:15.370Z"
"2005_11_global_26.12",,2005,11,45.82,849,"D","26.12","2026-06-27T10:48:15.370Z"
"2005_15_global_26.12",,2005,15,50.23,1071,"B","26.12","2026-06-27T10:48:15.370Z"
"2088_3_global_26.12",,2088,3,59.7,248698,"S","26.12","2026-06-27T10:48:15.370Z"
"2088_7_global_26.12",,2088,7,57.47,217651,"S","26.12","2026-06-27T10:48:15.370Z"
"2088_11_global_26.12",,2088,11,45.94,997,"D","26.12","2026-06-27T10:48:15.370Z"
"2088_15_global_26.12",,2088,15,48.26,576,"C","26.12","2026-06-27T10:48:15.370Z"
"2043_3_global_26.12",,2043,3,47.93,13825,"C","26.12","2026-06-27T10:48:15.370Z"
"2043_7_global_26.12",,2043,7,47.74,51618,"C","26.12","2026-06-27T10:48:15.370Z"
"2043_11_global_26.12",,2043,11,48.12,55112,"C","26.12","2026-06-27T10:48:15.370Z"
"2043_15_global_26.12",,2043,15,46.82,58150,"C","26.12","2026-06-27T10:48:15.370Z"
"2043_18_global_26.12",,2043,18,47.17,53,"D","26.12","2026-06-27T10:48:15.370Z"
"2107_3_global_26.12",,2107,3,49.95,14182,"B","26.12","2026-06-27T10:48:15.370Z"
"2107_7_global_26.12",,2107,7,50.88,20245,"B","26.12","2026-06-27T10:48:15.370Z"
"2107_11_global_26.12",,2107,11,51.23,33425,"A","26.12","2026-06-27T10:48:15.370Z"
"2107_15_global_26.12",,2107,15,52.05,41637,"A","26.12","2026-06-27T10:48:15.370Z"
"2107_18_global_26.12",,2107,18,59.62,52,"C","26.12","2026-06-27T10:48:15.370Z"
"1314_3_global_26.12",,1314,3,54.6,69598,"A","26.12","2026-06-27T10:48:15.370Z"
"1314_7_global_26.12",,1314,7,54.92,71737,"S","26.12","2026-06-27T10:48:15.370Z"
"1314_11_global_26.12",,1314,11,54.55,72071,"S","26.12","2026-06-27T10:48:15.370Z"
"1314_15_global_26.12",,1314,15,53.77,72192,"S","26.12","2026-06-27T10:48:15.370Z"
"1314_18_global_26.12",,1314,18,63.46,52,"C","26.12","2026-06-27T10:48:15.370Z"
"2138_3_global_26.12",,2138,3,46.14,20962,"D","26.12","2026-06-27T10:48:15.370Z"
"2138_7_global_26.12",,2138,7,46.17,30714,"D","26.12","2026-06-27T10:48:15.370Z"
"2138_11_global_26.12",,2138,11,47.2,39885,"C","26.12","2026-06-27T10:48:15.370Z"
"2138_15_global_26.12",,2138,15,46.31,41580,"D","26.12","2026-06-27T10:48:15.370Z"
"2138_18_global_26.12",,2138,18,69.17,412,"A","26.12","2026-06-27T10:48:15.370Z"
"1421_3_global_26.12",,1421,3,51.76,28940,"A","26.12","2026-06-27T10:48:15.370Z"
"1421_7_global_26.12",,1421,7,46.18,2185,"D","26.12","2026-06-27T10:48:15.370Z"
"1421_11_global_26.12",,1421,11,46.68,2802,"D","26.12","2026-06-27T10:48:15.370Z"
"1421_15_global_26.12",,1421,15,47.55,3573,"C","26.12","2026-06-27T10:48:15.370Z"
"1074_3_global_26.12",,1074,3,47.34,22746,"C","26.12","2026-06-27T10:48:15.370Z"
"1074_7_global_26.12",,1074,7,47.13,30602,"C","26.12","2026-06-27T10:48:15.370Z"
"1074_11_global_26.12",,1074,11,48.7,36421,"B","26.12","2026-06-27T10:48:15.370Z"
"1074_15_global_26.12",,1074,15,48.82,32025,"B","26.12","2026-06-27T10:48:15.370Z"
"1358_7_global_26.12",,1358,7,49.07,9045,"B","26.12","2026-06-27T10:48:15.370Z"
"1358_11_global_26.12",,1358,11,49.53,13364,"B","26.12","2026-06-27T10:48:15.370Z"
"1358_15_global_26.12",,1358,15,52.04,98,"A","26.12","2026-06-27T10:48:15.370Z"
"2072_3_global_26.12",,2072,3,46.17,29364,"D","26.12","2026-06-27T10:48:15.370Z"
"2072_7_global_26.12",,2072,7,44.79,3273,"D","26.12","2026-06-27T10:48:15.370Z"
"2072_11_global_26.12",,2072,11,48.54,103,"C","26.12","2026-06-27T10:48:15.370Z"
"1027_3_global_26.12",,1027,3,44.17,2194,"D","26.12","2026-06-27T10:48:15.370Z"
"1027_7_global_26.12",,1027,7,43.78,2876,"D","26.12","2026-06-27T10:48:15.370Z"
"1027_11_global_26.12",,1027,11,44.78,4460,"D","26.12","2026-06-27T10:48:15.370Z"
"1027_15_global_26.12",,1027,15,45.86,4922,"D","26.12","2026-06-27T10:48:15.370Z"
"1027_18_global_26.12",,1027,18,70.64,109,"A","26.12","2026-06-27T10:48:15.370Z"
"2082_3_global_26.12",,2082,3,50.28,13221,"B","26.12","2026-06-27T10:48:15.370Z"
"2082_7_global_26.12",,2082,7,49.01,16411,"B","26.12","2026-06-27T10:48:15.370Z"
"2082_11_global_26.12",,2082,11,49.16,19266,"B","26.12","2026-06-27T10:48:15.370Z"
"2082_15_global_26.12",,2082,15,48.54,17988,"C","26.12","2026-06-27T10:48:15.370Z"
"2082_18_global_26.12",,2082,18,56.52,92,"D","26.12","2026-06-27T10:48:15.370Z"
"1118_3_global_26.12",,1118,3,51.21,29598,"B","26.12","2026-06-27T10:48:15.370Z"
"1118_7_global_26.12",,1118,7,50.12,37618,"B","26.12","2026-06-27T10:48:15.370Z"
"1118_11_global_26.12",,1118,11,50.26,39328,"B","26.12","2026-06-27T10:48:15.370Z"
"1118_15_global_26.12",,1118,15,49.5,34674,"B","26.12","2026-06-27T10:48:15.370Z"
"1001_3_global_26.12",,1001,3,49.37,21469,"C","26.12","2026-06-27T10:48:15.370Z"
"1001_7_global_26.12",,1001,7,43.24,370,"D","26.12","2026-06-27T10:48:15.370Z"
"1001_11_global_26.12",,1001,11,46.38,636,"D","26.12","2026-06-27T10:48:15.370Z"
"1001_15_global_26.12",,1001,15,50.43,823,"B","26.12","2026-06-27T10:48:15.370Z"
"1386_3_global_26.12",,1386,3,54.16,60446,"A","26.12","2026-06-27T10:48:15.370Z"
"1386_7_global_26.12",,1386,7,52.73,58556,"A","26.12","2026-06-27T10:48:15.370Z"
"1386_11_global_26.12",,1386,11,54.1,90663,"S","26.12","2026-06-27T10:48:15.370Z"
"1386_15_global_26.12",,1386,15,51.07,71354,"A","26.12","2026-06-27T10:48:15.370Z"
"1386_18_global_26.12",,1386,18,56.79,81,"D","26.12","2026-06-27T10:48:15.370Z"
"2055_3_global_26.12",,2055,3,61.75,58783,"S","26.12","2026-06-27T10:48:15.370Z"
"2055_7_global_26.12",,2055,7,60.15,60794,"S","26.12","2026-06-27T10:48:15.370Z"
"2055_11_global_26.12",,2055,11,51.26,119,"B","26.12","2026-06-27T10:48:15.370Z"
"2055_15_global_26.12",,2055,15,59.21,76,"S","26.12","2026-06-27T10:48:15.370Z"
"12317_3_global_26.12",,12317,3,52.72,22065,"A","26.12","2026-06-27T10:48:15.370Z"
"12317_7_global_26.12",,12317,7,52.28,69006,"A","26.12","2026-06-27T10:48:15.370Z"
"12317_11_global_26.12",,12317,11,51.89,62628,"A","26.12","2026-06-27T10:48:15.370Z"
"12317_15_global_26.12",,12317,15,50.42,55181,"A","26.12","2026-06-27T10:48:15.370Z"
"12317_18_global_26.12",,12317,18,71.93,57,"A","26.12","2026-06-27T10:48:15.370Z"
"2042_3_global_26.12",,2042,3,63.38,12188,"S","26.12","2026-06-27T10:48:15.370Z"
"2042_7_global_26.12",,2042,7,54.11,13767,"A","26.12","2026-06-27T10:48:15.370Z"
"2042_11_global_26.12",,2042,11,50.86,17150,"B","26.12","2026-06-27T10:48:15.370Z"
"2042_15_global_26.12",,2042,15,49.06,14412,"B","26.12","2026-06-27T10:48:15.370Z"
"2042_18_global_26.12",,2042,18,71.11,135,"A","26.12","2026-06-27T10:48:15.370Z"
"2064_3_global_26.12",,2064,3,59.06,1805,"S","26.12","2026-06-27T10:48:15.370Z"
