_id,champion_id,augment_id,win_rate,pick_rate,sample_size,rank,tier,patch_version,updated_at
"1_1018_26.12",1,1018,49.69,1.46,489,47,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1028_26.12",1,1028,50.37,1.63,546,37,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1030_26.12",1,1030,54.11,21.21,7108,6,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1034_26.12",1,1034,53.44,1.56,524,14,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1038_26.12",1,1038,55.02,0.98,329,9,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1045_26.12",1,1045,54.86,1.66,556,10,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1046_26.12",1,1046,49.39,3.43,1148,49,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1053_26.12",1,1053,59.22,0.61,206,3,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1057_26.12",1,1057,48.95,0.71,239,60,"B","26.12","2026-06-27T10:58:38.105Z"
"1_1060_26.12",1,1060,50.1,1.53,513,42,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1061_26.12",1,1061,51.15,0.52,174,33,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1068_26.12",1,1068,51.42,3.68,1233,29,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1072_26.12",1,1072,49.74,1.15,384,48,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1097_26.12",1,1097,49.82,22.16,7427,22,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1105_26.12",1,1105,52.89,2.22,743,21,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1116_26.12",1,1116,50.67,1.78,598,35,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1133_26.12",1,1133,49.78,23.02,7714,19,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1136_26.12",1,1136,49.16,5.17,1733,45,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1151_26.12",1,1151,49.7,1.47,493,46,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1156_26.12",1,1156,51.9,9.8,3285,18,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1180_26.12",1,1180,51.6,11.81,3957,17,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1194_26.12",1,1194,51.23,7.5,2512,26,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1195_26.12",1,1195,51.55,1.15,386,30,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1204_26.12",1,1204,59.42,0.21,69,2,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1205_26.12",1,1205,51.65,2.53,848,28,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1211_26.12",1,1211,47.68,13.68,4585,51,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1237_26.12",1,1237,49.29,3.79,1270,50,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1238_26.12",1,1238,48.5,5.17,1732,56,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1243_26.12",1,1243,49.22,1.35,451,52,"B","26.12","2026-06-27T10:58:38.105Z"
"1_1301_26.12",1,1301,50.68,0.88,294,36,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1305_26.12",1,1305,51.96,1.83,612,27,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1308_26.12",1,1308,50.28,2.09,702,39,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1318_26.12",1,1318,49.29,13.1,4392,31,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1329_26.12",1,1329,50.92,1.46,489,34,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1333_26.12",1,1333,49.72,1.58,529,44,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1335_26.12",1,1335,48.48,0.2,66,71,"B","26.12","2026-06-27T10:58:38.105Z"
"1_1337_26.12",1,1337,48.85,0.39,131,64,"B","26.12","2026-06-27T10:58:38.105Z"
"1_1347_26.12",1,1347,54.4,0.37,125,11,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1349_26.12",1,1349,49.25,6.8,2280,43,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1353_26.12",1,1353,53.19,0.56,188,20,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1373_26.12",1,1373,52.18,2.6,872,25,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1384_26.12",1,1384,52.64,2.09,701,24,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1388_26.12",1,1388,52.66,7.91,2651,12,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1389_26.12",1,1389,65,0.48,160,1,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1390_26.12",1,1390,52.4,24.83,8320,8,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1403_26.12",1,1403,52.85,1.99,666,23,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1404_26.12",1,1404,53.46,1.25,419,15,"S","26.12","2026-06-27T10:58:38.105Z"
"1_1415_26.12",1,1415,50.12,2.43,816,41,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1416_26.12",1,1416,50.27,2.21,740,38,"A","26.12","2026-06-27T10:58:38.105Z"
"1_1420_26.12",1,1420,58.05,1.13,379,5,"S","26.12","2026-06-27T10:58:38.105Z"
"1_2005_26.12",1,2005,49.32,0.22,73,55,"B","26.12","2026-06-27T10:58:38.105Z"
"1_2031_26.12",1,2031,58.9,0.49,163,4,"S","26.12","2026-06-27T10:58:38.105Z"
"1_2043_26.12",1,2043,50.54,0.28,93,40,"A","26.12","2026-06-27T10:58:38.105Z"
"1_2054_26.12",1,2054,47.19,13.49,4522,57,"A","26.12","2026-06-27T10:58:38.105Z"
"1_2082_26.12",1,2082,56.14,0.34,114,7,"S","26.12","2026-06-27T10:58:38.105Z"
"1_2087_26.12",1,2087,47.71,7.1,2381,69,"A","26.12","2026-06-27T10:58:38.105Z"
"1_2095_26.12",1,2095,53.37,1.06,356,16,"S","26.12","2026-06-27T10:58:38.105Z"
"1_2098_26.12",1,2098,47.95,0.22,73,77,"B","26.12","2026-06-27T10:58:38.105Z"
"1_2127_26.12",1,2127,50.79,3.2,1071,32,"A","26.12","2026-06-27T10:58:38.105Z"
"1_2132_26.12",1,2132,51.1,18.1,6066,13,"S","26.12","2026-06-27T10:58:38.105Z"
"2_1001_26.12",2,1001,48.09,7.03,1308,59,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1002_26.12",2,1002,48.18,0.59,110,66,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1007_26.12",2,1007,52.67,14.79,2753,10,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1013_26.12",2,1013,49.39,0.88,164,50,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1020_26.12",2,1020,47.92,18.05,3360,47,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1022_26.12",2,1022,49.15,2.54,472,51,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1025_26.12",2,1025,54.09,1.18,220,9,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1026_26.12",2,1026,59.32,0.63,118,2,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1028_26.12",2,1028,50.35,0.76,141,35,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1034_26.12",2,1034,54.39,0.31,57,8,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1041_26.12",2,1041,53.37,0.88,163,15,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1044_26.12",2,1044,53.41,0.47,88,16,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1047_26.12",2,1047,51.05,2.29,427,28,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1048_26.12",2,1048,49.25,0.36,67,53,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1051_26.12",2,1051,55.7,0.42,79,5,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1053_26.12",2,1053,52.63,0.41,76,20,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1058_26.12",2,1058,48.89,9.95,1853,45,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1060_26.12",2,1060,50,0.98,182,39,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1077_26.12",2,1077,49.23,2.8,522,49,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1079_26.12",2,1079,50.82,10.16,1891,26,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1080_26.12",2,1080,50.7,1.14,213,34,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1081_26.12",2,1081,55.17,0.62,116,7,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1084_26.12",2,1084,47.8,7.56,1408,64,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1087_26.12",2,1087,49.37,3.42,636,46,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1116_26.12",2,1116,48.45,1.04,194,63,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1138_26.12",2,1138,49.57,29.66,5522,24,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1154_26.12",2,1154,50.85,0.32,59,32,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1170_26.12",2,1170,50,1.17,218,38,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1181_26.12",2,1181,49.01,14.38,2677,37,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1195_26.12",2,1195,51,0.54,100,30,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1225_26.12",2,1225,53.51,3.75,699,11,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1237_26.12",2,1237,50.76,2.48,461,31,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1243_26.12",2,1243,50.77,0.7,130,33,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1301_26.12",2,1301,48.02,1.35,252,67,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1305_26.12",2,1305,50.1,2.57,479,36,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1322_26.12",2,1322,50.16,24.25,4514,22,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1333_26.12",2,1333,53.36,2.64,491,14,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1336_26.12",2,1336,51.86,5.77,1074,21,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1337_26.12",2,1337,57.14,0.3,56,4,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1344_26.12",2,1344,53.41,23.72,4417,6,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1353_26.12",2,1353,49.83,1.56,291,41,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1361_26.12",2,1361,53.3,3.34,621,13,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1384_26.12",2,1384,49.68,1.67,310,44,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1401_26.12",2,1401,49.41,1.37,255,48,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1403_26.12",2,1403,49.06,2,373,54,"B","26.12","2026-06-27T10:58:38.106Z"
"2_1413_26.12",2,1413,53.25,4.04,753,12,"S","26.12","2026-06-27T10:58:38.106Z"
"2_1416_26.12",2,1416,52.69,0.5,93,19,"A","26.12","2026-06-27T10:58:38.106Z"
"2_1420_26.12",2,1420,50,0.78,146,40,"B","26.12","2026-06-27T10:58:38.106Z"
"2_2005_26.12",2,2005,49.5,4.29,798,42,"A","26.12","2026-06-27T10:58:38.106Z"
"2_2006_26.12",2,2006,49.78,1.2,223,43,"B","26.12","2026-06-27T10:58:38.106Z"
"2_2010_26.12",2,2010,52.84,1.61,299,18,"A","26.12","2026-06-27T10:58:38.106Z"
"2_2026_26.12",2,2026,51.38,1.36,253,27,"A","26.12","2026-06-27T10:58:38.106Z"
"2_2065_26.12",2,2065,50.15,10.65,1982,29,"S","26.12","2026-06-27T10:58:38.106Z"
"2_2091_26.12",2,2091,48.61,4.04,753,56,"B","26.12","2026-06-27T10:58:38.106Z"
"2_2095_26.12",2,2095,59.86,0.76,142,1,"S","26.12","2026-06-27T10:58:38.106Z"
"2_2096_26.12",2,2096,49.49,30.79,5733,23,"S","26.12","2026-06-27T10:58:38.106Z"
"2_2098_26.12",2,2098,53.01,2.95,549,17,"S","26.12","2026-06-27T10:58:38.106Z"
"2_2127_26.12",2,2127,51.89,1.42,264,25,"A","26.12","2026-06-27T10:58:38.106Z"
"2_2132_26.12",2,2132,49.04,1.4,261,55,"B","26.12","2026-06-27T10:58:38.106Z"
"2_12317_26.12",2,12317,59.04,0.45,83,3,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1002_26.12",3,1002,51.94,0.9,516,49,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1004_26.12",3,1004,54.38,2.04,1175,25,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1013_26.12",3,1013,53.09,20.13,11564,21,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1018_26.12",3,1018,51.03,11.51,6614,47,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1020_26.12",3,1020,55.03,1.21,696,19,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1028_26.12",3,1028,52.18,0.8,458,46,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1030_26.12",3,1030,51.74,2.45,1405,51,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1041_26.12",3,1041,55.82,17.78,10217,12,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1045_26.12",3,1045,51.6,4.83,2775,48,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1053_26.12",3,1053,62.33,0.37,215,1,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1056_26.12",3,1056,51.71,8.36,4802,41,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1057_26.12",3,1057,55.87,0.99,571,16,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1058_26.12",3,1058,59.09,0.11,66,6,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1060_26.12",3,1060,53.25,1.69,969,34,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1062_26.12",3,1062,54.55,0.4,231,24,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1063_26.12",3,1063,52.26,0.5,287,45,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1068_26.12",3,1068,55.34,1.24,712,17,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1071_26.12",3,1071,58.25,0.18,103,9,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1073_26.12",3,1073,56.26,0.76,439,15,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1097_26.12",3,1097,52.03,4.73,2716,43,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1105_26.12",3,1105,53.38,0.49,281,33,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1136_26.12",3,1136,51.46,12.82,7365,39,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1149_26.12",3,1149,49.42,8.95,5140,79,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1150_26.12",3,1150,54.94,1.37,790,20,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1152_26.12",3,1152,54.92,19.51,11208,13,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1181_26.12",3,1181,56.35,23.01,13223,8,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1195_26.12",3,1195,60,0.11,65,5,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1204_26.12",3,1204,57.99,0.5,288,10,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1237_26.12",3,1237,52.14,2.44,1402,44,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1238_26.12",3,1238,52.77,2.67,1537,36,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1305_26.12",3,1305,54.52,1.37,785,23,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1308_26.12",3,1308,51.66,0.63,362,56,"B","26.12","2026-06-27T10:58:38.106Z"
"3_1315_26.12",3,1315,51.54,1.07,617,57,"B","26.12","2026-06-27T10:58:38.106Z"
"3_1319_26.12",3,1319,53.75,14.77,8487,18,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1323_26.12",3,1323,51.84,8.23,4728,40,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1329_26.12",3,1329,53.59,0.53,306,30,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1333_26.12",3,1333,52.88,1.27,728,37,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1335_26.12",3,1335,61.82,0.1,55,3,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1353_26.12",3,1353,54.92,31.17,17912,11,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1361_26.12",3,1361,59.81,7.98,4586,4,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1375_26.12",3,1375,51.95,21.1,12122,28,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1388_26.12",3,1388,56.29,3.57,2050,14,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1389_26.12",3,1389,59.02,0.11,61,7,"S","26.12","2026-06-27T10:58:38.106Z"
"3_1390_26.12",3,1390,53.63,6.83,3927,26,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1392_26.12",3,1392,52.85,0.21,123,38,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1402_26.12",3,1402,53.61,0.17,97,31,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1403_26.12",3,1403,53.68,0.88,503,29,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1415_26.12",3,1415,54.2,0.46,262,27,"A","26.12","2026-06-27T10:58:38.106Z"
"3_1420_26.12",3,1420,51.7,0.67,383,53,"B","26.12","2026-06-27T10:58:38.106Z"
"3_1421_26.12",3,1421,53.28,0.21,122,35,"A","26.12","2026-06-27T10:58:38.106Z"
"3_2006_26.12",3,2006,52.98,20.85,11979,22,"S","26.12","2026-06-27T10:58:38.106Z"
"3_2026_26.12",3,2026,51.56,0.33,192,60,"B","26.12","2026-06-27T10:58:38.106Z"
"3_2034_26.12",3,2034,51.68,0.62,358,55,"B","26.12","2026-06-27T10:58:38.106Z"
"3_2055_26.12",3,2055,51.11,4.15,2387,61,"A","26.12","2026-06-27T10:58:38.106Z"
"3_2091_26.12",3,2091,51.98,0.31,177,50,"B","26.12","2026-06-27T10:58:38.106Z"
"3_2102_26.12",3,2102,60.83,11.89,6831,2,"S","26.12","2026-06-27T10:58:38.106Z"
"3_2127_26.12",3,2127,53.42,2.09,1200,32,"A","26.12","2026-06-27T10:58:38.106Z"
"3_2131_26.12",3,2131,51.68,1.35,774,52,"B","26.12","2026-06-27T10:58:38.106Z"
"3_2132_26.12",3,2132,51.22,5.56,3192,54,"A","26.12","2026-06-27T10:58:38.106Z"
"3_2139_26.12",3,2139,52.35,1.44,829,42,"A","26.12","2026-06-27T10:58:38.106Z"
"4_1002_26.12",4,1002,53.39,0.42,221,40,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1004_26.12",4,1004,54.97,6.31,3307,26,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1011_26.12",4,1011,52.53,0.38,198,52,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1020_26.12",4,1020,59.26,0.1,54,7,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1026_26.12",4,1026,63.16,0.18,95,2,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1030_26.12",4,1030,53.77,9.66,5062,29,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1034_26.12",4,1034,57.89,0.4,209,11,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1041_26.12",4,1041,50.59,0.16,85,71,"B","26.12","2026-06-27T10:58:38.796Z"
"4_1045_26.12",4,1045,55.17,0.33,174,30,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1048_26.12",4,1048,52.86,21.44,11239,23,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1053_26.12",4,1053,55.3,0.25,132,28,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1056_26.12",4,1056,52.67,1.72,900,48,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1060_26.12",4,1060,59.21,0.43,228,6,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1062_26.12",4,1062,56.95,0.29,151,16,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1068_26.12",4,1068,53.97,1.32,693,37,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1080_26.12",4,1080,51.84,2.08,1088,56,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1088_26.12",4,1088,57.69,0.2,104,13,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1097_26.12",4,1097,52.6,8.41,4407,38,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1098_26.12",4,1098,51.74,5.64,2957,51,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1103_26.12",4,1103,52.41,1.51,790,50,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1105_26.12",4,1105,56.6,0.75,394,19,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1112_26.12",4,1112,52.66,0.32,169,49,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1113_26.12",4,1113,51.69,17.29,9063,35,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1129_26.12",4,1129,52.27,1.89,993,53,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1133_26.12",4,1133,53.08,19.73,10344,25,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1154_26.12",4,1154,51.33,0.22,113,62,"B","26.12","2026-06-27T10:58:38.796Z"
"4_1156_26.12",4,1156,55.86,5.65,2963,20,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1180_26.12",4,1180,54.42,4.92,2578,31,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1195_26.12",4,1195,53.61,9.91,5197,32,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1205_26.12",4,1205,52.85,0.7,369,46,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1237_26.12",4,1237,52.21,0.99,521,54,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1305_26.12",4,1305,56.5,0.63,331,21,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1308_26.12",4,1308,58.88,0.41,214,8,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1318_26.12",4,1318,54.16,3.21,1684,34,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1326_26.12",4,1326,53.27,0.2,107,43,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1333_26.12",4,1333,53.26,0.35,184,42,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1335_26.12",4,1335,51.94,0.25,129,57,"B","26.12","2026-06-27T10:58:38.796Z"
"4_1337_26.12",4,1337,58.22,0.41,213,9,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1347_26.12",4,1347,52.31,0.25,130,55,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1349_26.12",4,1349,50.31,0.3,159,73,"B","26.12","2026-06-27T10:58:38.796Z"
"4_1373_26.12",4,1373,52.73,1.47,770,47,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1384_26.12",4,1384,54.55,0.97,506,33,"A","26.12","2026-06-27T10:58:38.796Z"
"4_1388_26.12",4,1388,56.2,4.63,2427,18,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1389_26.12",4,1389,57.14,0.15,77,15,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1390_26.12",4,1390,54.76,16.29,8538,14,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1415_26.12",4,1415,53.71,15.77,8265,24,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1420_26.12",4,1420,59.84,0.47,244,5,"S","26.12","2026-06-27T10:58:38.796Z"
"4_1996_26.12",4,1996,52.23,6.4,3356,45,"A","26.12","2026-06-27T10:58:38.796Z"
"4_2009_26.12",4,2009,50.75,16.48,8637,44,"A","26.12","2026-06-27T10:58:38.796Z"
"4_2018_26.12",4,2018,55.94,3.79,1988,22,"S","26.12","2026-06-27T10:58:38.796Z"
"4_2026_26.12",4,2026,57.73,0.19,97,12,"S","26.12","2026-06-27T10:58:38.796Z"
"4_2032_26.12",4,2032,56.87,0.4,211,17,"S","26.12","2026-06-27T10:58:38.796Z"
"4_2043_26.12",4,2043,55.56,0.15,81,27,"S","26.12","2026-06-27T10:58:38.796Z"
"4_2062_26.12",4,2062,71.44,7.38,3869,1,"S","26.12","2026-06-27T10:58:38.796Z"
"4_2095_26.12",4,2095,51.03,0.65,339,64,"B","26.12","2026-06-27T10:58:38.796Z"
"4_2098_26.12",4,2098,63.08,0.12,65,3,"S","26.12","2026-06-27T10:58:38.796Z"
"4_2103_26.12",4,2103,51.62,11.45,6001,41,"A","26.12","2026-06-27T10:58:38.796Z"
"4_2127_26.12",4,2127,58.13,0.77,406,10,"S","26.12","2026-06-27T10:58:38.796Z"
"4_2132_26.12",4,2132,52.5,11.36,5956,36,"A","26.12","2026-06-27T10:58:38.796Z"
"4_2139_26.12",4,2139,62.69,0.13,67,4,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1004_26.12",5,1004,52.82,1.65,549,41,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1007_26.12",5,1007,50.82,7.66,2548,49,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1013_26.12",5,1013,53.8,9.48,3154,19,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1020_26.12",5,1020,51.49,11.83,3933,34,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1027_26.12",5,1027,51.23,0.86,285,56,"B","26.12","2026-06-27T10:58:38.796Z"
"5_1028_26.12",5,1028,54.45,0.57,191,27,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1029_26.12",5,1029,55.58,1.4,466,16,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1038_26.12",5,1038,75.86,0.17,58,1,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1041_26.12",5,1041,54.62,8.81,2931,13,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1051_26.12",5,1051,53.54,0.76,254,37,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1053_26.12",5,1053,53.73,0.2,67,35,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1054_26.12",5,1054,58.62,7.24,2407,3,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1056_26.12",5,1056,54.24,0.18,59,29,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1058_26.12",5,1058,51.66,13.12,4365,30,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1062_26.12",5,1062,50.82,0.18,61,65,"B","26.12","2026-06-27T10:58:38.796Z"
"5_1063_26.12",5,1063,50.8,6.01,2000,50,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1079_26.12",5,1079,51.17,6.93,2304,46,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1080_26.12",5,1080,55.31,0.54,179,22,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1081_26.12",5,1081,51.41,4.91,1634,47,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1087_26.12",5,1087,53.63,7.11,2366,23,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1097_26.12",5,1097,52.82,0.59,195,42,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1105_26.12",5,1105,52.75,0.27,91,45,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1116_26.12",5,1116,59.63,0.33,109,4,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1138_26.12",5,1138,49.64,22.72,7557,31,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1152_26.12",5,1152,54.21,11.5,3826,12,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1154_26.12",5,1154,54.32,0.24,81,28,"A","26.12","2026-06-27T10:58:38.796Z"
