_id,champion_id,augment_id,win_rate,pick_rate,sample_size,rank,tier,patch_version,updated_at
"221_1195_26.12",221,1195,51.78,18.55,5462,12,"S","26.12","2026-06-27T10:59:06.313Z"
"221_1206_26.12",221,1206,50.71,2.39,704,21,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1220_26.12",221,1220,45.18,9.13,2687,64,"B","26.12","2026-06-27T10:59:06.313Z"
"221_1238_26.12",221,1238,52.49,5.18,1526,13,"S","26.12","2026-06-27T10:59:06.313Z"
"221_1243_26.12",221,1243,49.07,1.09,322,41,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1305_26.12",221,1305,50.32,1.05,310,26,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1320_26.12",221,1320,47.9,3.4,1002,49,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1328_26.12",221,1328,46.96,21.2,6244,45,"S","26.12","2026-06-27T10:59:06.313Z"
"221_1329_26.12",221,1329,44.57,0.31,92,77,"C","26.12","2026-06-27T10:59:06.313Z"
"221_1333_26.12",221,1333,56.61,1,295,1,"S","26.12","2026-06-27T10:59:06.313Z"
"221_1336_26.12",221,1336,52,40.01,11780,5,"S","26.12","2026-06-27T10:59:06.313Z"
"221_1337_26.12",221,1337,49.44,0.3,89,36,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1356_26.12",221,1356,53.78,5.75,1694,7,"S","26.12","2026-06-27T10:59:06.313Z"
"221_1373_26.12",221,1373,49.01,2.92,859,40,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1384_26.12",221,1384,49.11,2.11,621,38,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1401_26.12",221,1401,49.41,0.87,255,35,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1402_26.12",221,1402,50.53,0.32,95,25,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1403_26.12",221,1403,49.12,1.74,513,39,"A","26.12","2026-06-27T10:59:06.313Z"
"221_1416_26.12",221,1416,49.7,0.57,169,30,"A","26.12","2026-06-27T10:59:06.313Z"
"221_2005_26.12",221,2005,47.22,0.24,72,56,"B","26.12","2026-06-27T10:59:06.313Z"
"221_2006_26.12",221,2006,44.53,0.9,265,76,"C","26.12","2026-06-27T10:59:06.313Z"
"221_2010_26.12",221,2010,49.78,3.94,1161,28,"A","26.12","2026-06-27T10:59:06.313Z"
"221_2026_26.12",221,2026,55.26,0.26,76,3,"S","26.12","2026-06-27T10:59:06.313Z"
"221_2082_26.12",221,2082,50,0.31,92,29,"A","26.12","2026-06-27T10:59:06.313Z"
"221_2083_26.12",221,2083,51.81,0.28,83,16,"A","26.12","2026-06-27T10:59:06.313Z"
"221_2095_26.12",221,2095,50.53,0.96,283,23,"A","26.12","2026-06-27T10:59:06.313Z"
"221_2096_26.12",221,2096,47.36,22.58,6649,43,"S","26.12","2026-06-27T10:59:06.313Z"
"221_2125_26.12",221,2125,48.78,1.81,533,44,"A","26.12","2026-06-27T10:59:06.313Z"
"221_2127_26.12",221,2127,48.35,0.93,273,46,"A","26.12","2026-06-27T10:59:06.313Z"
"221_2137_26.12",221,2137,51.41,0.6,177,19,"A","26.12","2026-06-27T10:59:06.313Z"
"222_1006_26.12",222,1006,64.81,0.07,54,2,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1007_26.12",222,1007,56.87,6.08,5013,29,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1013_26.12",222,1013,57.81,0.08,64,25,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1020_26.12",222,1020,55.45,0.24,202,50,"B","26.12","2026-06-27T10:59:06.314Z"
"222_1022_26.12",222,1022,58.4,23.95,19756,9,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1026_26.12",222,1026,58.61,0.58,476,17,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1028_26.12",222,1028,54.91,0.27,224,60,"B","26.12","2026-06-27T10:59:06.314Z"
"222_1034_26.12",222,1034,57.82,0.26,211,24,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1038_26.12",222,1038,56.3,0.14,119,43,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1041_26.12",222,1041,58.28,0.18,151,20,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1051_26.12",222,1051,56.4,10.26,8468,30,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1053_26.12",222,1053,53.8,0.19,158,69,"B","26.12","2026-06-27T10:59:06.314Z"
"222_1058_26.12",222,1058,55.92,0.18,152,47,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1060_26.12",222,1060,61.6,0.3,250,7,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1062_26.12",222,1062,57.5,0.39,320,27,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1071_26.12",222,1071,57.84,28.79,23750,10,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1077_26.12",222,1077,58.39,19.41,16013,12,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1079_26.12",222,1079,57.02,0.88,726,33,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1080_26.12",222,1080,54.87,4.41,3638,55,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1081_26.12",222,1081,58.32,22.66,18693,11,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1087_26.12",222,1087,54.69,16,13196,45,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1092_26.12",222,1092,58.15,0.81,669,21,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1098_26.12",222,1098,56.3,0.16,135,44,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1115_26.12",222,1115,57.16,22.79,18798,14,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1134_26.12",222,1134,53.46,1.33,1098,71,"B","26.12","2026-06-27T10:59:06.314Z"
"222_1138_26.12",222,1138,55.37,0.64,531,52,"B","26.12","2026-06-27T10:59:06.314Z"
"222_1154_26.12",222,1154,56.64,0.31,256,42,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1170_26.12",222,1170,55.37,13.4,11053,40,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1195_26.12",222,1195,57.86,12.99,10716,15,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1206_26.12",222,1206,56.93,1.39,1147,35,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1220_26.12",222,1220,55.43,12.76,10527,41,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1225_26.12",222,1225,60.07,22.94,18926,5,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1237_26.12",222,1237,56.94,0.86,706,36,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1238_26.12",222,1238,56.68,2.41,1985,39,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1243_26.12",222,1243,55.5,0.73,600,49,"B","26.12","2026-06-27T10:59:06.314Z"
"222_1305_26.12",222,1305,56.87,0.64,524,38,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1320_26.12",222,1320,54.18,7.73,6379,59,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1326_26.12",222,1326,55.74,0.43,357,48,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1328_26.12",222,1328,56.24,25.6,21115,16,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1333_26.12",222,1333,59.91,0.53,439,13,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1335_26.12",222,1335,58.6,0.19,157,18,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1336_26.12",222,1336,59.48,29.7,24501,4,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1337_26.12",222,1337,53.33,0.16,135,72,"B","26.12","2026-06-27T10:59:06.314Z"
"222_1347_26.12",222,1347,57.49,0.25,207,28,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1353_26.12",222,1353,57.14,0.25,203,32,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1356_26.12",222,1356,62.34,31.81,26240,1,"S","26.12","2026-06-27T10:59:06.314Z"
"222_1389_26.12",222,1389,53.95,0.09,76,67,"B","26.12","2026-06-27T10:59:06.314Z"
"222_1401_26.12",222,1401,58.28,0.41,338,19,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1402_26.12",222,1402,56.93,0.24,202,37,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1403_26.12",222,1403,57,0.72,593,34,"A","26.12","2026-06-27T10:59:06.314Z"
"222_1416_26.12",222,1416,54.7,0.28,234,62,"B","26.12","2026-06-27T10:59:06.314Z"
"222_2005_26.12",222,2005,57.95,0.11,88,23,"A","26.12","2026-06-27T10:59:06.314Z"
"222_2010_26.12",222,2010,56.08,19.23,15862,22,"S","26.12","2026-06-27T10:59:06.314Z"
"222_2026_26.12",222,2026,55.43,0.21,175,51,"B","26.12","2026-06-27T10:59:06.314Z"
"222_2043_26.12",222,2043,61.04,0.09,77,8,"S","26.12","2026-06-27T10:59:06.314Z"
"222_2083_26.12",222,2083,62.96,0.1,81,3,"S","26.12","2026-06-27T10:59:06.314Z"
"222_2095_26.12",222,2095,61.9,0.6,496,6,"S","26.12","2026-06-27T10:59:06.314Z"
"222_2127_26.12",222,2127,57.72,0.75,615,26,"A","26.12","2026-06-27T10:59:06.314Z"
"222_2132_26.12",222,2132,56.12,0.48,392,46,"A","26.12","2026-06-27T10:59:06.314Z"
"222_2137_26.12",222,2137,57.32,0.29,239,31,"A","26.12","2026-06-27T10:59:06.314Z"
"223_1001_26.12",223,1001,50.57,1.13,698,45,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1002_26.12",223,1002,54.33,1.29,797,18,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1004_26.12",223,1004,56.31,6.43,3973,9,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1006_26.12",223,1006,55.79,0.53,328,12,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1013_26.12",223,1013,53.42,22.44,13865,15,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1020_26.12",223,1020,51.6,1.56,967,37,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1022_26.12",223,1022,52.95,1.01,627,25,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1026_26.12",223,1026,51.22,0.13,82,41,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1027_26.12",223,1027,49.17,0.19,120,66,"B","26.12","2026-06-27T10:59:07.016Z"
"223_1029_26.12",223,1029,56.29,13.75,8496,8,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1030_26.12",223,1030,49.66,3.3,2040,49,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1041_26.12",223,1041,56,40.27,24885,2,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1053_26.12",223,1053,53.24,1.17,725,22,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1056_26.12",223,1056,50.96,1.1,677,44,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1060_26.12",223,1060,51.35,2.81,1735,39,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1062_26.12",223,1062,54.86,1.03,638,16,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1079_26.12",223,1079,51.18,0.28,170,43,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1081_26.12",223,1081,51.72,0.28,174,36,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1084_26.12",223,1084,49.73,0.3,187,53,"B","26.12","2026-06-27T10:59:07.016Z"
"223_1097_26.12",223,1097,51.47,4.07,2516,35,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1103_26.12",223,1103,51.06,2.37,1467,42,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1129_26.12",223,1129,55.88,0.39,238,11,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1152_26.12",223,1152,56.81,23.46,14495,4,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1170_26.12",223,1170,50.15,1.07,660,46,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1180_26.12",223,1180,52.63,0.09,57,28,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1181_26.12",223,1181,53.17,39.38,24335,10,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1204_26.12",223,1204,61.4,0.97,601,1,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1205_26.12",223,1205,51.53,1.53,945,38,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1237_26.12",223,1237,49.44,3.79,2340,54,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1305_26.12",223,1305,52.21,2.12,1312,33,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1308_26.12",223,1308,49.8,0.79,490,50,"B","26.12","2026-06-27T10:59:07.016Z"
"223_1315_26.12",223,1315,52.38,0.58,357,30,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1322_26.12",223,1322,51.97,0.21,127,34,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1333_26.12",223,1333,53.11,1.98,1222,23,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1335_26.12",223,1335,49.69,0.26,161,56,"B","26.12","2026-06-27T10:59:07.016Z"
"223_1337_26.12",223,1337,49.78,0.73,452,51,"B","26.12","2026-06-27T10:59:07.016Z"
"223_1347_26.12",223,1347,52.63,0.31,190,27,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1353_26.12",223,1353,54.97,42.43,26219,6,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1358_26.12",223,1358,51.2,0.61,375,40,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1361_26.12",223,1361,55.25,0.94,581,13,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1384_26.12",223,1384,52.31,1.12,692,32,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1386_26.12",223,1386,50,0.56,346,48,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1388_26.12",223,1388,48.84,7.03,4347,61,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1392_26.12",223,1392,49.41,0.55,340,58,"B","26.12","2026-06-27T10:59:07.016Z"
"223_1401_26.12",223,1401,53.44,1.57,973,19,"S","26.12","2026-06-27T10:59:07.016Z"
"223_1403_26.12",223,1403,52.65,1.13,697,26,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1404_26.12",223,1404,52.45,1.29,795,29,"A","26.12","2026-06-27T10:59:07.016Z"
"223_1416_26.12",223,1416,53.42,1.04,644,21,"S","26.12","2026-06-27T10:59:07.016Z"
"223_2005_26.12",223,2005,50.18,0.45,281,47,"A","26.12","2026-06-27T10:59:07.016Z"
"223_2006_26.12",223,2006,54.94,2.62,1620,14,"S","26.12","2026-06-27T10:59:07.016Z"
"223_2026_26.12",223,2026,52.34,0.79,491,31,"A","26.12","2026-06-27T10:59:07.016Z"
"223_2042_26.12",223,2042,58.82,0.14,85,3,"S","26.12","2026-06-27T10:59:07.016Z"
"223_2091_26.12",223,2091,57.92,0.3,183,7,"S","26.12","2026-06-27T10:59:07.016Z"
"223_2095_26.12",223,2095,53.43,1.39,861,20,"S","26.12","2026-06-27T10:59:07.016Z"
"223_2098_26.12",223,2098,48.92,0.53,325,69,"B","26.12","2026-06-27T10:59:07.016Z"
"223_2100_26.12",223,2100,49.36,3.16,1955,57,"A","26.12","2026-06-27T10:59:07.016Z"
"223_2102_26.12",223,2102,57.62,11.89,7350,5,"S","26.12","2026-06-27T10:59:07.016Z"
"223_2107_26.12",223,2107,49.2,0.51,313,63,"B","26.12","2026-06-27T10:59:07.016Z"
"223_2119_26.12",223,2119,54.62,0.19,119,17,"S","26.12","2026-06-27T10:59:07.016Z"
"223_2127_26.12",223,2127,52.95,2.85,1764,24,"S","26.12","2026-06-27T10:59:07.016Z"
"233_1001_26.12",233,1001,49.43,0.42,87,64,"B","26.12","2026-06-27T10:59:07.017Z"
"233_1004_26.12",233,1004,58.15,5.66,1166,6,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1006_26.12",233,1006,50.28,4.34,895,56,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1007_26.12",233,1007,54.1,13.01,2682,20,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1013_26.12",233,1013,54.79,0.71,146,22,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1019_26.12",233,1019,53.47,12.01,2476,24,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1020_26.12",233,1020,50.86,13.78,2839,39,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1034_26.12",233,1034,52.22,0.44,90,38,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1038_26.12",233,1038,52.05,0.35,73,41,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1047_26.12",233,1047,52.76,1.58,326,34,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1048_26.12",233,1048,55.88,0.33,68,13,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1053_26.12",233,1053,60.71,0.27,56,1,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1058_26.12",233,1058,55.39,17.28,3562,10,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1063_26.12",233,1063,54.58,8.63,1779,16,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1068_26.12",233,1068,51.8,1.35,278,43,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1079_26.12",233,1079,52.77,9.8,2020,29,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1080_26.12",233,1080,52.89,1.17,242,33,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1081_26.12",233,1081,51.02,0.48,98,51,"B","26.12","2026-06-27T10:59:07.017Z"
"233_1084_26.12",233,1084,48.72,11.01,2270,62,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1087_26.12",233,1087,54.94,3.93,810,19,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1092_26.12",233,1092,53.99,1.58,326,27,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1103_26.12",233,1103,55.16,1.64,339,18,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1105_26.12",233,1105,60.71,0.27,56,2,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1136_26.12",233,1136,53.19,3.28,675,30,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1138_26.12",233,1138,50.44,31.39,6469,31,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1152_26.12",233,1152,54.8,0.86,177,21,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1170_26.12",233,1170,51.37,0.89,183,46,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1181_26.12",233,1181,54.14,1.76,362,25,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1195_26.12",233,1195,55.68,0.43,88,14,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1220_26.12",233,1220,50.57,1.29,265,55,"B","26.12","2026-06-27T10:59:07.017Z"
"233_1225_26.12",233,1225,54.19,4.23,871,23,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1237_26.12",233,1237,51.57,2.31,477,44,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1243_26.12",233,1243,49.25,0.65,134,66,"B","26.12","2026-06-27T10:59:07.017Z"
"233_1305_26.12",233,1305,52.46,1.67,345,36,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1308_26.12",233,1308,51.95,0.37,77,42,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1315_26.12",233,1315,59.76,1.22,251,3,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1319_26.12",233,1319,55.56,0.31,63,15,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1320_26.12",233,1320,52.1,7.75,1597,35,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1322_26.12",233,1322,48.58,15.15,3123,61,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1329_26.12",233,1329,55.29,0.41,85,17,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1333_26.12",233,1333,56.95,1.81,374,9,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1336_26.12",233,1336,53.45,9.01,1856,26,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1344_26.12",233,1344,50.15,8.07,1663,54,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1373_26.12",233,1373,53.13,1.09,224,32,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1388_26.12",233,1388,58.62,0.28,58,7,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1413_26.12",233,1413,51.04,1.17,241,48,"A","26.12","2026-06-27T10:59:07.017Z"
"233_1415_26.12",233,1415,59.35,0.75,155,4,"S","26.12","2026-06-27T10:59:07.017Z"
"233_1996_26.12",233,1996,49.85,4.87,1003,59,"A","26.12","2026-06-27T10:59:07.017Z"
"233_2010_26.12",233,2010,57.82,1.43,294,8,"S","26.12","2026-06-27T10:59:07.017Z"
"233_2024_26.12",233,2024,53.85,0.32,65,28,"A","26.12","2026-06-27T10:59:07.017Z"
"233_2077_26.12",233,2077,50.8,9.43,1943,45,"A","26.12","2026-06-27T10:59:07.017Z"
"233_2083_26.12",233,2083,58.67,0.36,75,5,"S","26.12","2026-06-27T10:59:07.017Z"
"233_2095_26.12",233,2095,56.76,0.54,111,11,"S","26.12","2026-06-27T10:59:07.017Z"
"233_2107_26.12",233,2107,51.38,7.92,1633,40,"A","26.12","2026-06-27T10:59:07.017Z"
"233_2111_26.12",233,2111,48.21,30.29,6243,53,"S","26.12","2026-06-27T10:59:07.017Z"
"233_2115_26.12",233,2115,49.13,1.4,289,67,"B","26.12","2026-06-27T10:59:07.017Z"
"233_2116_26.12",233,2116,50.57,5.56,1145,50,"A","26.12","2026-06-27T10:59:07.017Z"
"233_2127_26.12",233,2127,51.15,1.48,305,47,"A","26.12","2026-06-27T10:59:07.017Z"
"233_2131_26.12",233,2131,56.38,0.91,188,12,"S","26.12","2026-06-27T10:59:07.017Z"
"233_2139_26.12",233,2139,52.46,0.89,183,37,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1004_26.12",234,1004,47.62,0.25,84,58,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1007_26.12",234,1007,49.38,16.16,5452,24,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1011_26.12",234,1011,50.84,6.89,2325,18,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1013_26.12",234,1013,51.08,0.41,139,23,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1022_26.12",234,1022,53.72,1.11,376,8,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1026_26.12",234,1026,57.14,0.19,63,2,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1029_26.12",234,1029,57.47,1.81,609,1,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1036_26.12",234,1036,49.01,0.9,304,41,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1038_26.12",234,1038,52.02,0.74,248,15,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1041_26.12",234,1041,51.74,0.6,201,17,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1046_26.12",234,1046,47.41,0.69,232,62,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1047_26.12",234,1047,49.57,3.1,1045,32,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1048_26.12",234,1048,54.08,1.05,355,5,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1051_26.12",234,1051,46.94,0.29,98,74,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1053_26.12",234,1053,50,0.39,132,31,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1057_26.12",234,1057,53.85,0.19,65,7,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1062_26.12",234,1062,48.78,0.49,164,45,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1072_26.12",234,1072,53.19,0.28,94,11,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1073_26.12",234,1073,50.45,7.63,2575,21,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1077_26.12",234,1077,51.55,4.5,1519,16,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1079_26.12",234,1079,50,0.6,204,30,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1080_26.12",234,1080,48.47,1.46,491,46,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1081_26.12",234,1081,47.37,2.93,990,55,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1087_26.12",234,1087,47.24,2.36,796,61,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1092_26.12",234,1092,49.51,2.41,812,33,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1112_26.12",234,1112,47.12,5.4,1823,54,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1136_26.12",234,1136,47.21,0.69,233,67,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1138_26.12",234,1138,47.63,17.17,5791,37,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1154_26.12",234,1154,53.71,0.52,175,9,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1194_26.12",234,1194,47.29,2.63,886,60,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1195_26.12",234,1195,53.88,0.73,245,6,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1206_26.12",234,1206,47.85,3.79,1277,51,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1220_26.12",234,1220,51.27,1.98,669,20,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1225_26.12",234,1225,48.04,5.07,1709,47,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1237_26.12",234,1237,47.28,1.86,626,63,"B","26.12","2026-06-27T10:59:07.017Z"
"234_1243_26.12",234,1243,50.16,0.93,315,28,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1305_26.12",234,1305,49.47,0.84,283,35,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1315_26.12",234,1315,50,0.79,268,29,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1320_26.12",234,1320,48.98,18.92,6384,25,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1322_26.12",234,1322,46.77,16.85,5683,48,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1326_26.12",234,1326,45.37,21.65,7304,56,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1329_26.12",234,1329,49.57,0.69,232,34,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1333_26.12",234,1333,50.59,1.25,423,26,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1336_26.12",234,1336,51.3,23.04,7774,10,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1344_26.12",234,1344,50.5,21.51,7257,13,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1353_26.12",234,1353,52.31,1.03,346,14,"S","26.12","2026-06-27T10:59:07.017Z"
"234_1384_26.12",234,1384,50.96,2.01,679,22,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1403_26.12",234,1403,48.76,1.91,646,42,"A","26.12","2026-06-27T10:59:07.017Z"
"234_1413_26.12",234,1413,49.2,2.95,994,36,"A","26.12","2026-06-27T10:59:07.017Z"
"234_2005_26.12",234,2005,46.06,7.9,2664,76,"A","26.12","2026-06-27T10:59:07.017Z"
"234_2010_26.12",234,2010,51.14,3.77,1271,19,"S","26.12","2026-06-27T10:59:07.017Z"
"234_2083_26.12",234,2083,55.47,6.82,2302,3,"S","26.12","2026-06-27T10:59:07.017Z"
"234_2088_26.12",234,2088,47.15,0.36,123,68,"B","26.12","2026-06-27T10:59:07.017Z"
"234_2089_26.12",234,2089,49.25,0.79,266,39,"A","26.12","2026-06-27T10:59:07.017Z"
"234_2095_26.12",234,2095,55.45,0.98,330,4,"S","26.12","2026-06-27T10:59:07.017Z"
"234_2107_26.12",234,2107,46.67,6.55,2209,66,"A","26.12","2026-06-27T10:59:07.017Z"
"234_2116_26.12",234,2116,49.12,12.15,4098,27,"S","26.12","2026-06-27T10:59:07.017Z"
