_id,augment_ids,champion_id,win_rate,sample_size,tier,patch_version,updated_at
1007_1181_1353_null_26.12,"[1007,1181,1353]",,0,104,A,26.12,2026-06-29T10:17:34.721Z
1181_1353_2006_null_26.12,"[1181,1353,2006]",,0,341,B,26.12,2026-06-29T10:17:34.721Z
1030_1097_1390_null_26.12,"[1030,1097,1390]",,0,561,S,26.12,2026-06-29T10:17:34.721Z
1030_1180_1390_null_26.12,"[1030,1180,1390]",,0,225,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1180_null_26.12,"[1030,1097,1180]",,0,209,S,26.12,2026-06-29T10:17:34.721Z
1030_1133_1180_null_26.12,"[1030,1133,1180]",,0,199,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1156_null_26.12,"[1030,1097,1156]",,0,144,S,26.12,2026-06-29T10:17:34.721Z
1030_1180_2132_null_26.12,"[1030,1180,2132]",,0,139,S,26.12,2026-06-29T10:17:34.721Z
1030_1056_1390_null_26.12,"[1030,1056,1390]",,0,136,S,26.12,2026-06-29T10:17:34.721Z
1097_1098_1388_null_26.12,"[1097,1098,1388]",,0,125,S,26.12,2026-06-29T10:17:34.721Z
1098_1133_1388_null_26.12,"[1098,1133,1388]",,0,121,S,26.12,2026-06-29T10:17:34.721Z
1097_1388_1390_null_26.12,"[1097,1388,1390]",,0,120,S,26.12,2026-06-29T10:17:34.721Z
1084_1344_2111_null_26.12,"[1084,1344,2111]",,0,145,S,26.12,2026-06-29T10:17:34.721Z
1007_1344_2111_null_26.12,"[1007,1344,2111]",,0,144,S,26.12,2026-06-29T10:17:34.721Z
1007_1019_2111_null_26.12,"[1007,1019,2111]",,0,110,S,26.12,2026-06-29T10:17:34.721Z
1214_1344_2111_null_26.12,"[1214,1344,2111]",,0,247,A,26.12,2026-06-29T10:17:34.721Z
1084_1214_2111_null_26.12,"[1084,1214,2111]",,0,189,A,26.12,2026-06-29T10:17:34.721Z
1181_1344_2111_null_26.12,"[1181,1344,2111]",,0,109,A,26.12,2026-06-29T10:17:34.721Z
1058_1181_2111_null_26.12,"[1058,1181,2111]",,0,107,A,26.12,2026-06-29T10:17:34.721Z
1019_1063_2111_null_26.12,"[1019,1063,2111]",,0,106,A,26.12,2026-06-29T10:17:34.721Z
1020_1181_2111_null_26.12,"[1020,1181,2111]",,0,101,A,26.12,2026-06-29T10:17:34.721Z
1138_1214_2111_null_26.12,"[1138,1214,2111]",,0,166,B,26.12,2026-06-29T10:17:34.721Z
1045_1133_2132_null_26.12,"[1045,1133,2132]",,0,1482,S,26.12,2026-06-29T10:17:34.721Z
1045_1133_1390_null_26.12,"[1045,1133,1390]",,0,1379,S,26.12,2026-06-29T10:17:34.721Z
1045_1390_2132_null_26.12,"[1045,1390,2132]",,0,1128,S,26.12,2026-06-29T10:17:34.721Z
1044_1045_1390_null_26.12,"[1044,1045,1390]",,0,1111,S,26.12,2026-06-29T10:17:34.721Z
1044_1045_2132_null_26.12,"[1044,1045,2132]",,0,1060,S,26.12,2026-06-29T10:17:34.721Z
1045_1097_2132_null_26.12,"[1045,1097,2132]",,0,921,S,26.12,2026-06-29T10:17:34.721Z
1133_1390_2132_null_26.12,"[1133,1390,2132]",,0,658,S,26.12,2026-06-29T10:17:34.721Z
1030_1045_1390_null_26.12,"[1030,1045,1390]",,0,574,S,26.12,2026-06-29T10:17:34.721Z
1044_1045_1097_null_26.12,"[1044,1045,1097]",,0,553,S,26.12,2026-06-29T10:17:34.721Z
1045_1133_1180_null_26.12,"[1045,1133,1180]",,0,491,S,26.12,2026-06-29T10:17:34.721Z
1063_1084_1138_null_26.12,"[1063,1084,1138]",,0,124,S,26.12,2026-06-29T10:17:34.721Z
1007_1063_1084_null_26.12,"[1007,1063,1084]",,0,135,A,26.12,2026-06-29T10:17:34.721Z
1007_1084_1326_null_26.12,"[1007,1084,1326]",,0,148,B,26.12,2026-06-29T10:17:34.721Z
1007_1084_2078_null_26.12,"[1007,1084,2078]",,0,145,B,26.12,2026-06-29T10:17:34.721Z
1007_1084_1344_null_26.12,"[1007,1084,1344]",,0,102,B,26.12,2026-06-29T10:17:34.721Z
1007_1138_2078_null_26.12,"[1007,1138,2078]",,0,110,D,26.12,2026-06-29T10:17:34.721Z
1063_1084_1326_null_26.12,"[1063,1084,1326]",,0,105,D,26.12,2026-06-29T10:17:34.721Z
1084_1138_1326_null_26.12,"[1084,1138,1326]",,0,101,D,26.12,2026-06-29T10:17:34.721Z
1071_1225_2010_null_26.12,"[1071,1225,2010]",,0,1179,S,26.12,2026-06-29T10:17:34.721Z
1022_1225_2010_null_26.12,"[1022,1225,2010]",,0,1098,S,26.12,2026-06-29T10:17:34.721Z
1225_1356_2010_null_26.12,"[1225,1356,2010]",,0,1020,S,26.12,2026-06-29T10:17:34.721Z
1225_2010_2111_null_26.12,"[1225,2010,2111]",,0,920,S,26.12,2026-06-29T10:17:34.721Z
1225_1328_2010_null_26.12,"[1225,1328,2010]",,0,883,S,26.12,2026-06-29T10:17:34.721Z
1087_1225_2010_null_26.12,"[1087,1225,2010]",,0,833,S,26.12,2026-06-29T10:17:34.721Z
1225_1336_2010_null_26.12,"[1225,1336,2010]",,0,802,S,26.12,2026-06-29T10:17:34.721Z
1077_1225_2010_null_26.12,"[1077,1225,2010]",,0,780,S,26.12,2026-06-29T10:17:34.721Z
1220_1356_2010_null_26.12,"[1220,1356,2010]",,0,701,S,26.12,2026-06-29T10:17:34.721Z
1220_1225_2010_null_26.12,"[1220,1225,2010]",,0,680,S,26.12,2026-06-29T10:17:34.721Z
1045_1390_2132_null_26.12,"[1045,1390,2132]",,0,310,S,26.12,2026-06-29T10:17:34.721Z
1045_1097_2132_null_26.12,"[1045,1097,2132]",,0,248,S,26.12,2026-06-29T10:17:34.721Z
1045_1133_1390_null_26.12,"[1045,1133,1390]",,0,207,S,26.12,2026-06-29T10:17:34.721Z
1045_1097_1390_null_26.12,"[1045,1097,1390]",,0,206,S,26.12,2026-06-29T10:17:34.721Z
1045_1318_1390_null_26.12,"[1045,1318,1390]",,0,191,S,26.12,2026-06-29T10:17:34.721Z
1097_1211_2132_null_26.12,"[1097,1211,2132]",,0,172,S,26.12,2026-06-29T10:17:34.721Z
1156_1318_2132_null_26.12,"[1156,1318,2132]",,0,158,S,26.12,2026-06-29T10:17:34.721Z
1156_1211_2132_null_26.12,"[1156,1211,2132]",,0,135,S,26.12,2026-06-29T10:17:34.721Z
1044_1390_2132_null_26.12,"[1044,1390,2132]",,0,112,S,26.12,2026-06-29T10:17:34.721Z
1211_1318_1390_null_26.12,"[1211,1318,1390]",,0,106,S,26.12,2026-06-29T10:17:34.721Z
1045_1390_2132_null_26.12,"[1045,1390,2132]",,0,388,S,26.12,2026-06-29T10:17:34.721Z
1045_1056_1133_null_26.12,"[1045,1056,1133]",,0,246,S,26.12,2026-06-29T10:17:34.721Z
1097_2054_2132_null_26.12,"[1097,2054,2132]",,0,164,S,26.12,2026-06-29T10:17:34.721Z
1390_2054_2132_null_26.12,"[1390,2054,2132]",,0,159,S,26.12,2026-06-29T10:17:34.721Z
1030_1133_1390_null_26.12,"[1030,1133,1390]",,0,139,S,26.12,2026-06-29T10:17:34.721Z
1044_1133_2054_null_26.12,"[1044,1133,2054]",,0,130,S,26.12,2026-06-29T10:17:34.721Z
1030_1045_2132_null_26.12,"[1030,1045,2132]",,0,109,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_2132_null_26.12,"[1030,1097,2132]",,0,105,S,26.12,2026-06-29T10:17:34.721Z
1045_1056_2054_null_26.12,"[1045,1056,2054]",,0,105,S,26.12,2026-06-29T10:17:34.721Z
1045_1133_2132_null_26.12,"[1045,1133,2132]",,0,532,A,26.12,2026-06-29T10:17:34.721Z
1152_1353_2006_null_26.12,"[1152,1353,2006]",,0,487,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_2102_null_26.12,"[1181,1353,2102]",,0,241,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_1361_null_26.12,"[1181,1353,1361]",,0,222,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_2006_null_26.12,"[1041,1152,2006]",,0,198,S,26.12,2026-06-29T10:17:34.721Z
1013_1353_2102_null_26.12,"[1013,1353,2102]",,0,170,S,26.12,2026-06-29T10:17:34.721Z
1152_1181_2102_null_26.12,"[1152,1181,2102]",,0,146,S,26.12,2026-06-29T10:17:34.721Z
1152_2006_2102_null_26.12,"[1152,2006,2102]",,0,126,S,26.12,2026-06-29T10:17:34.721Z
1152_1353_1361_null_26.12,"[1152,1353,1361]",,0,119,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_2102_null_26.12,"[1041,1152,2102]",,0,113,S,26.12,2026-06-29T10:17:34.721Z
1013_1041_2102_null_26.12,"[1013,1041,2102]",,0,106,S,26.12,2026-06-29T10:17:34.721Z
1097_1133_1390_null_26.12,"[1097,1133,1390]",,0,284,S,26.12,2026-06-29T10:17:34.721Z
1133_1390_2132_null_26.12,"[1133,1390,2132]",,0,280,S,26.12,2026-06-29T10:17:34.721Z
1030_1133_1390_null_26.12,"[1030,1133,1390]",,0,275,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1390_null_26.12,"[1030,1097,1390]",,0,249,S,26.12,2026-06-29T10:17:34.721Z
1030_1390_2132_null_26.12,"[1030,1390,2132]",,0,242,S,26.12,2026-06-29T10:17:34.721Z
1097_1390_2132_null_26.12,"[1097,1390,2132]",,0,200,S,26.12,2026-06-29T10:17:34.721Z
1030_1045_1390_null_26.12,"[1030,1045,1390]",,0,200,S,26.12,2026-06-29T10:17:34.721Z
1097_1133_1156_null_26.12,"[1097,1133,1156]",,0,181,S,26.12,2026-06-29T10:17:34.721Z
1045_1097_1113_null_26.12,"[1045,1097,1113]",,0,164,S,26.12,2026-06-29T10:17:34.721Z
1133_1156_2132_null_26.12,"[1133,1156,2132]",,0,141,S,26.12,2026-06-29T10:17:34.721Z
1138_1344_2111_null_26.12,"[1138,1344,2111]",,0,345,S,26.12,2026-06-29T10:17:34.721Z
1181_1344_2111_null_26.12,"[1181,1344,2111]",,0,313,S,26.12,2026-06-29T10:17:34.721Z
1138_1181_2111_null_26.12,"[1138,1181,2111]",,0,298,S,26.12,2026-06-29T10:17:34.721Z
1344_1353_2111_null_26.12,"[1344,1353,2111]",,0,298,S,26.12,2026-06-29T10:17:34.721Z
1058_1181_2111_null_26.12,"[1058,1181,2111]",,0,272,S,26.12,2026-06-29T10:17:34.721Z
1181_1996_2111_null_26.12,"[1181,1996,2111]",,0,212,S,26.12,2026-06-29T10:17:34.721Z
1138_1996_2111_null_26.12,"[1138,1996,2111]",,0,194,S,26.12,2026-06-29T10:17:34.721Z
1041_1996_2111_null_26.12,"[1041,1996,2111]",,0,180,S,26.12,2026-06-29T10:17:34.721Z
1020_1344_2111_null_26.12,"[1020,1344,2111]",,0,173,S,26.12,2026-06-29T10:17:34.721Z
1344_1996_2111_null_26.12,"[1344,1996,2111]",,0,168,S,26.12,2026-06-29T10:17:34.721Z
1048_1097_1133_null_26.12,"[1048,1097,1133]",,0,322,S,26.12,2026-06-29T10:17:34.721Z
1030_1048_1097_null_26.12,"[1030,1048,1097]",,0,172,S,26.12,2026-06-29T10:17:34.721Z
1113_1133_1390_null_26.12,"[1113,1133,1390]",,0,155,S,26.12,2026-06-29T10:17:34.721Z
1048_1133_2100_null_26.12,"[1048,1133,2100]",,0,136,S,26.12,2026-06-29T10:17:34.721Z
1084_1113_2072_null_26.12,"[1084,1113,2072]",,0,133,S,26.12,2026-06-29T10:17:34.721Z
1048_1084_1129_null_26.12,"[1048,1084,1129]",,0,128,S,26.12,2026-06-29T10:17:34.721Z
1097_1113_2072_null_26.12,"[1097,1113,2072]",,0,125,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1390_null_26.12,"[1030,1097,1390]",,0,123,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_2116_null_26.12,"[1030,1097,2116]",,0,121,S,26.12,2026-06-29T10:17:34.721Z
1097_1133_2072_null_26.12,"[1097,1133,2072]",,0,121,S,26.12,2026-06-29T10:17:34.721Z
1344_2102_2128_null_26.12,"[1344,2102,2128]",,0,104,S,26.12,2026-06-29T10:17:34.721Z
1138_1211_2128_null_26.12,"[1138,1211,2128]",,0,314,A,26.12,2026-06-29T10:17:34.721Z
1211_1344_2128_null_26.12,"[1211,1344,2128]",,0,454,B,26.12,2026-06-29T10:17:34.721Z
1138_1344_2128_null_26.12,"[1138,1344,2128]",,0,326,B,26.12,2026-06-29T10:17:34.721Z
1138_1211_1344_null_26.12,"[1138,1211,1344]",,0,266,D,26.12,2026-06-29T10:17:34.721Z
1211_1345_2128_null_26.12,"[1211,1345,2128]",,0,125,D,26.12,2026-06-29T10:17:34.721Z
1152_1181_2006_null_26.12,"[1152,1181,2006]",,0,461,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_1181_null_26.12,"[1041,1152,1181]",,0,344,S,26.12,2026-06-29T10:17:34.721Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,280,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_2102_null_26.12,"[1181,1353,2102]",,0,232,S,26.12,2026-06-29T10:17:34.721Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,213,S,26.12,2026-06-29T10:17:34.721Z
1041_1181_2102_null_26.12,"[1041,1181,2102]",,0,195,S,26.12,2026-06-29T10:17:34.721Z
1020_1152_1181_null_26.12,"[1020,1152,1181]",,0,169,S,26.12,2026-06-29T10:17:34.721Z
1020_1152_2006_null_26.12,"[1020,1152,2006]",,0,156,S,26.12,2026-06-29T10:17:34.721Z
1013_1353_2102_null_26.12,"[1013,1353,2102]",,0,141,S,26.12,2026-06-29T10:17:34.721Z
1013_1041_2102_null_26.12,"[1013,1041,2102]",,0,130,S,26.12,2026-06-29T10:17:34.721Z
1013_1353_2006_null_26.12,"[1013,1353,2006]",,0,123,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_2006_null_26.12,"[1181,1353,2006]",,0,135,A,26.12,2026-06-29T10:17:34.721Z
1152_1353_2006_null_26.12,"[1152,1353,2006]",,0,103,A,26.12,2026-06-29T10:17:34.721Z
1353_1375_2006_null_26.12,"[1353,1375,2006]",,0,128,D,26.12,2026-06-29T10:17:34.721Z
1041_1181_1353_null_26.12,"[1041,1181,1353]",,0,101,D,26.12,2026-06-29T10:17:34.721Z
1007_1019_2077_null_26.12,"[1007,1019,2077]",,0,174,S,26.12,2026-06-29T10:17:34.721Z
1019_1138_2077_null_26.12,"[1019,1138,2077]",,0,140,S,26.12,2026-06-29T10:17:34.721Z
1007_1326_2005_null_26.12,"[1007,1326,2005]",,0,129,S,26.12,2026-06-29T10:17:34.721Z
1020_1084_1138_null_26.12,"[1020,1084,1138]",,0,126,S,26.12,2026-06-29T10:17:34.721Z
1019_1084_1138_null_26.12,"[1019,1084,1138]",,0,122,S,26.12,2026-06-29T10:17:34.721Z
1006_1007_1084_null_26.12,"[1006,1007,1084]",,0,118,S,26.12,2026-06-29T10:17:34.721Z
1084_1138_2005_null_26.12,"[1084,1138,2005]",,0,118,S,26.12,2026-06-29T10:17:34.721Z
1007_1084_2099_null_26.12,"[1007,1084,2099]",,0,114,S,26.12,2026-06-29T10:17:34.721Z
1020_1138_2077_null_26.12,"[1020,1138,2077]",,0,113,S,26.12,2026-06-29T10:17:34.721Z
1004_1084_1138_null_26.12,"[1004,1084,1138]",,0,103,S,26.12,2026-06-29T10:17:34.721Z
1048_1415_2100_null_26.12,"[1048,1415,2100]",,0,240,S,26.12,2026-06-29T10:17:34.721Z
1048_1134_1415_null_26.12,"[1048,1134,1415]",,0,236,S,26.12,2026-06-29T10:17:34.721Z
1133_1134_1415_null_26.12,"[1133,1134,1415]",,0,236,S,26.12,2026-06-29T10:17:34.721Z
1048_1134_1356_null_26.12,"[1048,1134,1356]",,0,189,S,26.12,2026-06-29T10:17:34.721Z
1133_1195_1996_null_26.12,"[1133,1195,1996]",,0,186,S,26.12,2026-06-29T10:17:34.721Z
1134_1415_1996_null_26.12,"[1134,1415,1996]",,0,182,S,26.12,2026-06-29T10:17:34.721Z
1007_1048_1356_null_26.12,"[1007,1048,1356]",,0,180,S,26.12,2026-06-29T10:17:34.721Z
1113_1134_1415_null_26.12,"[1113,1134,1415]",,0,180,S,26.12,2026-06-29T10:17:34.721Z
1133_1356_1996_null_26.12,"[1133,1356,1996]",,0,179,S,26.12,2026-06-29T10:17:34.721Z
1048_2009_2116_null_26.12,"[1048,2009,2116]",,0,171,S,26.12,2026-06-29T10:17:34.721Z
1138_1390_2132_null_26.12,"[1138,1390,2132]",,0,416,S,26.12,2026-06-29T10:17:34.721Z
1138_2102_2132_null_26.12,"[1138,2102,2132]",,0,358,S,26.12,2026-06-29T10:17:34.721Z
1045_1138_2102_null_26.12,"[1045,1138,2102]",,0,287,S,26.12,2026-06-29T10:17:34.721Z
1181_2102_2132_null_26.12,"[1181,2102,2132]",,0,172,S,26.12,2026-06-29T10:17:34.721Z
1020_1045_2102_null_26.12,"[1020,1045,2102]",,0,158,S,26.12,2026-06-29T10:17:34.721Z
1020_1138_2102_null_26.12,"[1020,1138,2102]",,0,157,S,26.12,2026-06-29T10:17:34.721Z
1138_1156_2132_null_26.12,"[1138,1156,2132]",,0,147,S,26.12,2026-06-29T10:17:34.721Z
1044_1045_1138_null_26.12,"[1044,1045,1138]",,0,144,S,26.12,2026-06-29T10:17:34.721Z
1020_2102_2132_null_26.12,"[1020,2102,2132]",,0,142,S,26.12,2026-06-29T10:17:34.721Z
1129_1156_2132_null_26.12,"[1129,1156,2132]",,0,141,S,26.12,2026-06-29T10:17:34.721Z
1020_1029_1181_null_26.12,"[1020,1029,1181]",,0,146,B,26.12,2026-06-29T10:17:34.721Z
1138_1326_1344_null_26.12,"[1138,1326,1344]",,0,164,S,26.12,2026-06-29T10:17:34.721Z
1073_1326_1344_null_26.12,"[1073,1326,1344]",,0,144,S,26.12,2026-06-29T10:17:34.721Z
1073_1138_1344_null_26.12,"[1073,1138,1344]",,0,127,S,26.12,2026-06-29T10:17:34.721Z
1084_1138_2098_null_26.12,"[1084,1138,2098]",,0,106,S,26.12,2026-06-29T10:17:34.721Z
1073_1084_1344_null_26.12,"[1073,1084,1344]",,0,205,A,26.12,2026-06-29T10:17:34.721Z
1084_1138_1344_null_26.12,"[1084,1138,1344]",,0,267,B,26.12,2026-06-29T10:17:34.721Z
1084_1326_1344_null_26.12,"[1084,1326,1344]",,0,200,B,26.12,2026-06-29T10:17:34.721Z
1073_1084_1326_null_26.12,"[1073,1084,1326]",,0,197,B,26.12,2026-06-29T10:17:34.721Z
1019_1084_1326_null_26.12,"[1019,1084,1326]",,0,195,B,26.12,2026-06-29T10:17:34.721Z
1073_1084_2098_null_26.12,"[1073,1084,2098]",,0,108,B,26.12,2026-06-29T10:17:34.721Z
1133_1211_1390_null_26.12,"[1133,1211,1390]",,0,114,C,26.12,2026-06-29T10:17:34.721Z
1041_1353_2006_null_26.12,"[1041,1353,2006]",,0,403,S,26.12,2026-06-29T10:17:34.721Z
1152_1181_1353_null_26.12,"[1152,1181,1353]",,0,351,S,26.12,2026-06-29T10:17:34.721Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,308,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_2006_null_26.12,"[1041,1152,2006]",,0,244,S,26.12,2026-06-29T10:17:34.721Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,232,S,26.12,2026-06-29T10:17:34.721Z
1020_1041_1353_null_26.12,"[1020,1041,1353]",,0,222,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_2102_null_26.12,"[1181,1353,2102]",,0,197,S,26.12,2026-06-29T10:17:34.721Z
1013_1041_2006_null_26.12,"[1013,1041,2006]",,0,179,S,26.12,2026-06-29T10:17:34.721Z
1041_1181_2102_null_26.12,"[1041,1181,2102]",,0,167,S,26.12,2026-06-29T10:17:34.721Z
1353_1361_2006_null_26.12,"[1353,1361,2006]",,0,149,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_1181_null_26.12,"[1041,1152,1181]",,0,955,S,26.12,2026-06-29T10:17:34.721Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,736,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_2102_null_26.12,"[1181,1353,2102]",,0,599,S,26.12,2026-06-29T10:17:34.721Z
1041_1181_2102_null_26.12,"[1041,1181,2102]",,0,472,S,26.12,2026-06-29T10:17:34.721Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,458,S,26.12,2026-06-29T10:17:34.721Z
1319_1353_1361_null_26.12,"[1319,1353,1361]",,0,403,S,26.12,2026-06-29T10:17:34.721Z
1181_1375_2102_null_26.12,"[1181,1375,2102]",,0,391,S,26.12,2026-06-29T10:17:34.721Z
1152_1181_2102_null_26.12,"[1152,1181,2102]",,0,387,S,26.12,2026-06-29T10:17:34.721Z
1152_2006_2102_null_26.12,"[1152,2006,2102]",,0,385,S,26.12,2026-06-29T10:17:34.721Z
1018_1181_2102_null_26.12,"[1018,1181,2102]",,0,380,S,26.12,2026-06-29T10:17:34.721Z
1045_1390_2132_null_26.12,"[1045,1390,2132]",,0,759,S,26.12,2026-06-29T10:17:34.721Z
1045_1133_2128_null_26.12,"[1045,1133,2128]",,0,208,S,26.12,2026-06-29T10:17:34.721Z
1045_1318_2132_null_26.12,"[1045,1318,2132]",,0,199,S,26.12,2026-06-29T10:17:34.721Z
1045_2128_2132_null_26.12,"[1045,2128,2132]",,0,197,S,26.12,2026-06-29T10:17:34.721Z
1044_1045_1098_null_26.12,"[1044,1045,1098]",,0,158,S,26.12,2026-06-29T10:17:34.721Z
1045_1098_1390_null_26.12,"[1045,1098,1390]",,0,156,S,26.12,2026-06-29T10:17:34.721Z
1045_1133_2127_null_26.12,"[1045,1133,2127]",,0,154,S,26.12,2026-06-29T10:17:34.721Z
1045_1112_2132_null_26.12,"[1045,1112,2132]",,0,154,S,26.12,2026-06-29T10:17:34.721Z
1133_2128_2132_null_26.12,"[1133,2128,2132]",,0,130,S,26.12,2026-06-29T10:17:34.721Z
1045_1390_2127_null_26.12,"[1045,1390,2127]",,0,129,S,26.12,2026-06-29T10:17:34.721Z
1007_1326_1344_null_26.12,"[1007,1326,1344]",,0,230,S,26.12,2026-06-29T10:17:34.721Z
1320_1326_1344_null_26.12,"[1320,1326,1344]",,0,207,S,26.12,2026-06-29T10:17:34.721Z
1007_1211_1344_null_26.12,"[1007,1211,1344]",,0,183,S,26.12,2026-06-29T10:17:34.721Z
1007_1320_1344_null_26.12,"[1007,1320,1344]",,0,127,S,26.12,2026-06-29T10:17:34.721Z
1211_1326_2098_null_26.12,"[1211,1326,2098]",,0,115,S,26.12,2026-06-29T10:17:34.721Z
1007_1084_1320_null_26.12,"[1007,1084,1320]",,0,110,S,26.12,2026-06-29T10:17:34.721Z
1084_1326_2098_null_26.12,"[1084,1326,2098]",,0,102,S,26.12,2026-06-29T10:17:34.721Z
1084_1326_1344_null_26.12,"[1084,1326,1344]",,0,268,A,26.12,2026-06-29T10:17:34.721Z
1007_1211_1326_null_26.12,"[1007,1211,1326]",,0,261,A,26.12,2026-06-29T10:17:34.721Z
1007_1088_1326_null_26.12,"[1007,1088,1326]",,0,105,A,26.12,2026-06-29T10:17:34.721Z
1019_1063_1214_null_26.12,"[1019,1063,1214]",,0,182,S,26.12,2026-06-29T10:17:34.721Z
1007_1019_1063_null_26.12,"[1007,1019,1063]",,0,128,S,26.12,2026-06-29T10:17:34.721Z
1063_1073_2123_null_26.12,"[1063,1073,2123]",,0,103,S,26.12,2026-06-29T10:17:34.721Z
1019_1063_1073_null_26.12,"[1019,1063,1073]",,0,240,B,26.12,2026-06-29T10:17:34.721Z
1019_1063_1138_null_26.12,"[1019,1063,1138]",,0,167,D,26.12,2026-06-29T10:17:34.721Z
1225_1328_2096_null_26.12,"[1225,1328,2096]",,0,503,S,26.12,2026-06-29T10:17:34.721Z
1071_1195_2096_null_26.12,"[1071,1195,2096]",,0,356,S,26.12,2026-06-29T10:17:34.721Z
1071_1081_1328_null_26.12,"[1071,1081,1328]",,0,350,S,26.12,2026-06-29T10:17:34.721Z
1051_1071_2096_null_26.12,"[1051,1071,2096]",,0,349,S,26.12,2026-06-29T10:17:34.721Z
1051_1225_2096_null_26.12,"[1051,1225,2096]",,0,327,S,26.12,2026-06-29T10:17:34.721Z
1081_1087_2096_null_26.12,"[1081,1087,2096]",,0,267,S,26.12,2026-06-29T10:17:34.721Z
1081_1225_2096_null_26.12,"[1081,1225,2096]",,0,228,S,26.12,2026-06-29T10:17:34.721Z
1051_1071_1225_null_26.12,"[1051,1071,1225]",,0,227,S,26.12,2026-06-29T10:17:34.721Z
1195_1328_2096_null_26.12,"[1195,1328,2096]",,0,217,S,26.12,2026-06-29T10:17:34.721Z
1071_1081_1225_null_26.12,"[1071,1081,1225]",,0,199,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_1181_null_26.12,"[1041,1152,1181]",,0,996,S,26.12,2026-06-29T10:17:34.721Z
1152_1181_1353_null_26.12,"[1152,1181,1353]",,0,953,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_1353_null_26.12,"[1041,1152,1353]",,0,876,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_1361_null_26.12,"[1181,1353,1361]",,0,579,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_2102_null_26.12,"[1181,1353,2102]",,0,539,S,26.12,2026-06-29T10:17:34.721Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,496,S,26.12,2026-06-29T10:17:34.721Z
1013_1152_1353_null_26.12,"[1013,1152,1353]",,0,445,S,26.12,2026-06-29T10:17:34.721Z
1013_1353_1361_null_26.12,"[1013,1353,1361]",,0,349,S,26.12,2026-06-29T10:17:34.721Z
1041_1353_1361_null_26.12,"[1041,1353,1361]",,0,268,S,26.12,2026-06-29T10:17:34.721Z
1013_1353_2102_null_26.12,"[1013,1353,2102]",,0,260,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_2077_null_26.12,"[1030,1097,2077]",,0,351,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1098_null_26.12,"[1030,1097,1098]",,0,278,S,26.12,2026-06-29T10:17:34.721Z
1029_1030_1097_null_26.12,"[1029,1030,1097]",,0,260,S,26.12,2026-06-29T10:17:34.721Z
1029_1113_1133_null_26.12,"[1029,1113,1133]",,0,245,S,26.12,2026-06-29T10:17:34.721Z
1030_1098_1133_null_26.12,"[1030,1098,1133]",,0,228,S,26.12,2026-06-29T10:17:34.721Z
1029_1030_1133_null_26.12,"[1029,1030,1133]",,0,226,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1180_null_26.12,"[1030,1097,1180]",,0,201,S,26.12,2026-06-29T10:17:34.721Z
1030_1098_1390_null_26.12,"[1030,1098,1390]",,0,194,S,26.12,2026-06-29T10:17:34.721Z
1097_1390_2132_null_26.12,"[1097,1390,2132]",,0,183,S,26.12,2026-06-29T10:17:34.721Z
1113_1136_2055_null_26.12,"[1113,1136,2055]",,0,180,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1390_null_26.12,"[1030,1097,1390]",,0,530,S,26.12,2026-06-29T10:17:34.721Z
1030_1133_2103_null_26.12,"[1030,1133,2103]",,0,385,S,26.12,2026-06-29T10:17:34.721Z
1030_1098_1133_null_26.12,"[1030,1098,1133]",,0,222,S,26.12,2026-06-29T10:17:34.721Z
1030_1133_1180_null_26.12,"[1030,1133,1180]",,0,187,S,26.12,2026-06-29T10:17:34.721Z
1030_2103_2132_null_26.12,"[1030,2103,2132]",,0,153,S,26.12,2026-06-29T10:17:34.721Z
