_id,augment_ids,champion_id,win_rate,sample_size,tier,patch_version,updated_at
1044_1045_1344_null_26.12,"[1044,1045,1344]",,0,133,S,26.12,2026-06-29T10:17:34.720Z
1041_1045_1390_null_26.12,"[1041,1045,1390]",,0,126,S,26.12,2026-06-29T10:17:34.720Z
1045_1133_2137_null_26.12,"[1045,1133,2137]",,0,107,S,26.12,2026-06-29T10:17:34.720Z
1030_1390_2132_null_26.12,"[1030,1390,2132]",,0,103,B,26.12,2026-06-29T10:17:34.720Z
1225_1328_1336_null_26.12,"[1225,1328,1336]",,0,862,S,26.12,2026-06-29T10:17:34.720Z
1071_1225_1336_null_26.12,"[1071,1225,1336]",,0,816,S,26.12,2026-06-29T10:17:34.720Z
1225_1336_2096_null_26.12,"[1225,1336,2096]",,0,606,S,26.12,2026-06-29T10:17:34.720Z
1022_1071_1225_null_26.12,"[1022,1071,1225]",,0,601,S,26.12,2026-06-29T10:17:34.720Z
1328_1336_2096_null_26.12,"[1328,1336,2096]",,0,539,S,26.12,2026-06-29T10:17:34.720Z
1087_1225_1336_null_26.12,"[1087,1225,1336]",,0,428,S,26.12,2026-06-29T10:17:34.720Z
1051_1225_2096_null_26.12,"[1051,1225,2096]",,0,295,S,26.12,2026-06-29T10:17:34.720Z
1225_1320_1336_null_26.12,"[1225,1320,1336]",,0,270,S,26.12,2026-06-29T10:17:34.720Z
1071_1320_1336_null_26.12,"[1071,1320,1336]",,0,269,S,26.12,2026-06-29T10:17:34.720Z
1051_1225_1328_null_26.12,"[1051,1225,1328]",,0,257,S,26.12,2026-06-29T10:17:34.720Z
1030_1097_1390_null_26.12,"[1030,1097,1390]",,0,932,S,26.12,2026-06-29T10:17:34.720Z
1030_1211_1390_null_26.12,"[1030,1211,1390]",,0,746,S,26.12,2026-06-29T10:17:34.720Z
1088_1133_1390_null_26.12,"[1088,1133,1390]",,0,552,S,26.12,2026-06-29T10:17:34.720Z
1030_1088_1097_null_26.12,"[1030,1088,1097]",,0,533,S,26.12,2026-06-29T10:17:34.720Z
1030_1390_2018_null_26.12,"[1030,1390,2018]",,0,521,S,26.12,2026-06-29T10:17:34.720Z
1030_1088_1390_null_26.12,"[1030,1088,1390]",,0,479,S,26.12,2026-06-29T10:17:34.720Z
1030_1088_1211_null_26.12,"[1030,1088,1211]",,0,389,S,26.12,2026-06-29T10:17:34.720Z
1211_1390_2018_null_26.12,"[1211,1390,2018]",,0,322,S,26.12,2026-06-29T10:17:34.720Z
1030_1390_2132_null_26.12,"[1030,1390,2132]",,0,307,S,26.12,2026-06-29T10:17:34.720Z
1045_1211_1390_null_26.12,"[1045,1211,1390]",,0,300,S,26.12,2026-06-29T10:17:34.720Z
1152_1181_1353_null_26.12,"[1152,1181,1353]",,0,656,S,26.12,2026-06-29T10:17:34.720Z
1152_1353_2006_null_26.12,"[1152,1353,2006]",,0,627,S,26.12,2026-06-29T10:17:34.720Z
1020_1152_1353_null_26.12,"[1020,1152,1353]",,0,351,S,26.12,2026-06-29T10:17:34.720Z
1020_1041_1181_null_26.12,"[1020,1041,1181]",,0,347,S,26.12,2026-06-29T10:17:34.720Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,306,S,26.12,2026-06-29T10:17:34.720Z
1013_1152_2006_null_26.12,"[1013,1152,2006]",,0,300,S,26.12,2026-06-29T10:17:34.720Z
1181_1353_1361_null_26.12,"[1181,1353,1361]",,0,297,S,26.12,2026-06-29T10:17:34.720Z
1041_1152_2006_null_26.12,"[1041,1152,2006]",,0,243,S,26.12,2026-06-29T10:17:34.720Z
1013_1353_1361_null_26.12,"[1013,1353,1361]",,0,230,S,26.12,2026-06-29T10:17:34.720Z
1181_1319_1361_null_26.12,"[1181,1319,1361]",,0,191,S,26.12,2026-06-29T10:17:34.720Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,318,S,26.12,2026-06-29T10:17:34.720Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,285,S,26.12,2026-06-29T10:17:34.720Z
1041_1152_1181_null_26.12,"[1041,1152,1181]",,0,274,S,26.12,2026-06-29T10:17:34.720Z
1013_2006_2102_null_26.12,"[1013,2006,2102]",,0,206,S,26.12,2026-06-29T10:17:34.720Z
1181_1353_1361_null_26.12,"[1181,1353,1361]",,0,200,S,26.12,2026-06-29T10:17:34.720Z
1181_2006_2102_null_26.12,"[1181,2006,2102]",,0,198,S,26.12,2026-06-29T10:17:34.720Z
1013_1353_2102_null_26.12,"[1013,1353,2102]",,0,195,S,26.12,2026-06-29T10:17:34.720Z
1013_1041_2102_null_26.12,"[1013,1041,2102]",,0,182,S,26.12,2026-06-29T10:17:34.720Z
1353_1375_2102_null_26.12,"[1353,1375,2102]",,0,171,S,26.12,2026-06-29T10:17:34.720Z
1375_2006_2102_null_26.12,"[1375,2006,2102]",,0,154,S,26.12,2026-06-29T10:17:34.720Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,490,S,26.12,2026-06-29T10:17:34.720Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,386,S,26.12,2026-06-29T10:17:34.720Z
1041_1181_2102_null_26.12,"[1041,1181,2102]",,0,369,S,26.12,2026-06-29T10:17:34.720Z
1319_1353_1361_null_26.12,"[1319,1353,1361]",,0,348,S,26.12,2026-06-29T10:17:34.720Z
1041_1319_2102_null_26.12,"[1041,1319,2102]",,0,299,S,26.12,2026-06-29T10:17:34.720Z
1319_1353_2102_null_26.12,"[1319,1353,2102]",,0,294,S,26.12,2026-06-29T10:17:34.720Z
1041_1152_2102_null_26.12,"[1041,1152,2102]",,0,252,S,26.12,2026-06-29T10:17:34.720Z
1041_2006_2102_null_26.12,"[1041,2006,2102]",,0,228,S,26.12,2026-06-29T10:17:34.720Z
1013_1319_2102_null_26.12,"[1013,1319,2102]",,0,203,S,26.12,2026-06-29T10:17:34.720Z
1353_1361_2102_null_26.12,"[1353,1361,2102]",,0,174,S,26.12,2026-06-29T10:17:34.720Z
1045_2129_2132_null_26.12,"[1045,2129,2132]",,0,306,S,26.12,2026-06-29T10:17:34.720Z
1045_1056_2129_null_26.12,"[1045,1056,2129]",,0,296,S,26.12,2026-06-29T10:17:34.720Z
1133_1194_1211_null_26.12,"[1133,1194,1211]",,0,194,S,26.12,2026-06-29T10:17:34.720Z
1045_1211_2129_null_26.12,"[1045,1211,2129]",,0,180,S,26.12,2026-06-29T10:17:34.720Z
1194_1211_2132_null_26.12,"[1194,1211,2132]",,0,178,S,26.12,2026-06-29T10:17:34.720Z
1056_1194_1390_null_26.12,"[1056,1194,1390]",,0,175,S,26.12,2026-06-29T10:17:34.720Z
1044_1056_1133_null_26.12,"[1044,1056,1133]",,0,174,S,26.12,2026-06-29T10:17:34.720Z
1045_1056_1194_null_26.12,"[1045,1056,1194]",,0,173,S,26.12,2026-06-29T10:17:34.720Z
1044_1056_1390_null_26.12,"[1044,1056,1390]",,0,134,S,26.12,2026-06-29T10:17:34.720Z
1133_1390_2132_null_26.12,"[1133,1390,2132]",,0,133,S,26.12,2026-06-29T10:17:34.720Z
1030_1073_1133_null_26.12,"[1030,1073,1133]",,0,244,S,26.12,2026-06-29T10:17:34.720Z
1030_1073_2077_null_26.12,"[1030,1073,2077]",,0,226,S,26.12,2026-06-29T10:17:34.720Z
1030_1097_1133_null_26.12,"[1030,1097,1133]",,0,217,S,26.12,2026-06-29T10:17:34.720Z
1073_1098_1388_null_26.12,"[1073,1098,1388]",,0,210,S,26.12,2026-06-29T10:17:34.720Z
1019_1073_2083_null_26.12,"[1019,1073,2083]",,0,209,S,26.12,2026-06-29T10:17:34.720Z
1030_1133_2077_null_26.12,"[1030,1133,2077]",,0,174,S,26.12,2026-06-29T10:17:34.720Z
1030_1073_1390_null_26.12,"[1030,1073,1390]",,0,174,S,26.12,2026-06-29T10:17:34.720Z
1030_1097_1390_null_26.12,"[1030,1097,1390]",,0,172,S,26.12,2026-06-29T10:17:34.720Z
1030_1073_1097_null_26.12,"[1030,1073,1097]",,0,166,S,26.12,2026-06-29T10:17:34.720Z
1030_1073_1098_null_26.12,"[1030,1073,1098]",,0,165,S,26.12,2026-06-29T10:17:34.720Z
1041_1181_1353_null_26.12,"[1041,1181,1353]",,0,2565,S,26.12,2026-06-29T10:17:34.720Z
1152_1181_1353_null_26.12,"[1152,1181,1353]",,0,2076,S,26.12,2026-06-29T10:17:34.720Z
1152_1353_2006_null_26.12,"[1152,1353,2006]",,0,2071,S,26.12,2026-06-29T10:17:34.720Z
1041_1152_1353_null_26.12,"[1041,1152,1353]",,0,1615,S,26.12,2026-06-29T10:17:34.720Z
1041_1152_1181_null_26.12,"[1041,1152,1181]",,0,1548,S,26.12,2026-06-29T10:17:34.720Z
1181_1353_2102_null_26.12,"[1181,1353,2102]",,0,951,S,26.12,2026-06-29T10:17:34.720Z
1041_1152_2006_null_26.12,"[1041,1152,2006]",,0,789,S,26.12,2026-06-29T10:17:34.720Z
1013_1041_1152_null_26.12,"[1013,1041,1152]",,0,747,S,26.12,2026-06-29T10:17:34.720Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,677,S,26.12,2026-06-29T10:17:34.720Z
1041_1181_2102_null_26.12,"[1041,1181,2102]",,0,668,S,26.12,2026-06-29T10:17:34.720Z
1037_1095_1141_null_26.12,"[1037,1095,1141]",,0,382,S,26.12,2026-06-29T10:17:34.720Z
1037_1095_1420_null_26.12,"[1037,1095,1420]",,0,377,S,26.12,2026-06-29T10:17:34.720Z
1005_1037_1095_null_26.12,"[1005,1037,1095]",,0,362,S,26.12,2026-06-29T10:17:34.720Z
1005_1095_1420_null_26.12,"[1005,1095,1420]",,0,336,S,26.12,2026-06-29T10:17:34.720Z
1095_1141_1420_null_26.12,"[1095,1141,1420]",,0,322,S,26.12,2026-06-29T10:17:34.720Z
1005_1095_1141_null_26.12,"[1005,1095,1141]",,0,319,S,26.12,2026-06-29T10:17:34.720Z
1005_1037_2133_null_26.12,"[1005,1037,2133]",,0,318,S,26.12,2026-06-29T10:17:34.720Z
1037_1331_1420_null_26.12,"[1037,1331,1420]",,0,315,S,26.12,2026-06-29T10:17:34.720Z
1037_1076_1095_null_26.12,"[1037,1076,1095]",,0,302,S,26.12,2026-06-29T10:17:34.720Z
1037_1420_2087_null_26.12,"[1037,1420,2087]",,0,284,S,26.12,2026-06-29T10:17:34.720Z
1056_1344_2132_null_26.12,"[1056,1344,2132]",,0,248,S,26.12,2026-06-29T10:17:34.720Z
1056_1129_2132_null_26.12,"[1056,1129,2132]",,0,206,S,26.12,2026-06-29T10:17:34.720Z
1056_1390_2132_null_26.12,"[1056,1390,2132]",,0,133,S,26.12,2026-06-29T10:17:34.720Z
1056_1063_2132_null_26.12,"[1056,1063,2132]",,0,129,S,26.12,2026-06-29T10:17:34.720Z
1056_1073_1344_null_26.12,"[1056,1073,1344]",,0,115,S,26.12,2026-06-29T10:17:34.720Z
1056_1063_1344_null_26.12,"[1056,1063,1344]",,0,115,S,26.12,2026-06-29T10:17:34.720Z
1056_1129_1390_null_26.12,"[1056,1129,1390]",,0,107,S,26.12,2026-06-29T10:17:34.720Z
1056_1129_1344_null_26.12,"[1056,1129,1344]",,0,188,A,26.12,2026-06-29T10:17:34.720Z
1056_1073_2132_null_26.12,"[1056,1073,2132]",,0,109,A,26.12,2026-06-29T10:17:34.720Z
1129_1344_2132_null_26.12,"[1129,1344,2132]",,0,221,B,26.12,2026-06-29T10:17:34.720Z
1007_1058_1063_null_26.12,"[1007,1058,1063]",,0,109,S,26.12,2026-06-29T10:17:34.720Z
1058_1063_1138_null_26.12,"[1058,1063,1138]",,0,219,A,26.12,2026-06-29T10:17:34.720Z
1063_1138_1996_null_26.12,"[1063,1138,1996]",,0,217,A,26.12,2026-06-29T10:17:34.720Z
1063_1084_1138_null_26.12,"[1063,1084,1138]",,0,110,A,26.12,2026-06-29T10:17:34.720Z
1007_1063_1138_null_26.12,"[1007,1063,1138]",,0,127,D,26.12,2026-06-29T10:17:34.720Z
1063_1138_1344_null_26.12,"[1063,1138,1344]",,0,110,D,26.12,2026-06-29T10:17:34.720Z
1037_1095_1420_null_26.12,"[1037,1095,1420]",,0,231,S,26.12,2026-06-29T10:17:34.720Z
1037_1095_1141_null_26.12,"[1037,1095,1141]",,0,225,S,26.12,2026-06-29T10:17:34.720Z
1005_1037_1095_null_26.12,"[1005,1037,1095]",,0,194,S,26.12,2026-06-29T10:17:34.720Z
1005_1095_1141_null_26.12,"[1005,1095,1141]",,0,182,S,26.12,2026-06-29T10:17:34.720Z
1005_1095_1420_null_26.12,"[1005,1095,1420]",,0,160,S,26.12,2026-06-29T10:17:34.720Z
1076_1095_1420_null_26.12,"[1076,1095,1420]",,0,134,S,26.12,2026-06-29T10:17:34.720Z
1005_1331_1420_null_26.12,"[1005,1331,1420]",,0,120,S,26.12,2026-06-29T10:17:34.720Z
1005_1037_1141_null_26.12,"[1005,1037,1141]",,0,393,A,26.12,2026-06-29T10:17:34.720Z
1005_1141_1420_null_26.12,"[1005,1141,1420]",,0,357,A,26.12,2026-06-29T10:17:34.720Z
1005_1037_1420_null_26.12,"[1005,1037,1420]",,0,302,A,26.12,2026-06-29T10:17:34.720Z
1195_1336_2010_null_26.12,"[1195,1336,2010]",,0,210,S,26.12,2026-06-29T10:17:34.720Z
1195_1320_1336_null_26.12,"[1195,1320,1336]",,0,150,S,26.12,2026-06-29T10:17:34.720Z
1195_1320_2024_null_26.12,"[1195,1320,2024]",,0,133,S,26.12,2026-06-29T10:17:34.720Z
1007_1195_2010_null_26.12,"[1007,1195,2010]",,0,113,S,26.12,2026-06-29T10:17:34.720Z
1336_1996_2024_null_26.12,"[1336,1996,2024]",,0,113,S,26.12,2026-06-29T10:17:34.720Z
1004_1336_2010_null_26.12,"[1004,1336,2010]",,0,110,S,26.12,2026-06-29T10:17:34.720Z
1047_1195_1320_null_26.12,"[1047,1195,1320]",,0,108,S,26.12,2026-06-29T10:17:34.720Z
1007_1195_1320_null_26.12,"[1007,1195,1320]",,0,107,S,26.12,2026-06-29T10:17:34.720Z
1007_1195_1336_null_26.12,"[1007,1195,1336]",,0,106,S,26.12,2026-06-29T10:17:34.720Z
1048_1320_1996_null_26.12,"[1048,1320,1996]",,0,106,S,26.12,2026-06-29T10:17:34.720Z
1048_1336_1356_null_26.12,"[1048,1336,1356]",,0,328,S,26.12,2026-06-29T10:17:34.720Z
1048_1356_1996_null_26.12,"[1048,1356,1996]",,0,207,S,26.12,2026-06-29T10:17:34.720Z
1071_1336_1356_null_26.12,"[1071,1336,1356]",,0,190,S,26.12,2026-06-29T10:17:34.720Z
1048_1071_1336_null_26.12,"[1048,1071,1336]",,0,166,S,26.12,2026-06-29T10:17:34.720Z
1048_1195_1356_null_26.12,"[1048,1195,1356]",,0,166,S,26.12,2026-06-29T10:17:34.720Z
1007_1048_1356_null_26.12,"[1007,1048,1356]",,0,164,S,26.12,2026-06-29T10:17:34.720Z
1134_1356_1415_null_26.12,"[1134,1356,1415]",,0,162,S,26.12,2026-06-29T10:17:34.720Z
1022_1048_1356_null_26.12,"[1022,1048,1356]",,0,159,S,26.12,2026-06-29T10:17:34.720Z
1195_1336_1415_null_26.12,"[1195,1336,1415]",,0,150,S,26.12,2026-06-29T10:17:34.720Z
1048_1328_1356_null_26.12,"[1048,1328,1356]",,0,148,S,26.12,2026-06-29T10:17:34.720Z
1005_1141_1420_null_26.12,"[1005,1141,1420]",,0,229,S,26.12,2026-06-29T10:17:34.720Z
1030_1097_1133_null_26.12,"[1030,1097,1133]",,0,225,S,26.12,2026-06-29T10:17:34.720Z
1005_1037_1420_null_26.12,"[1005,1037,1420]",,0,207,S,26.12,2026-06-29T10:17:34.720Z
1005_1037_2004_null_26.12,"[1005,1037,2004]",,0,202,S,26.12,2026-06-29T10:17:34.720Z
1030_1097_1390_null_26.12,"[1030,1097,1390]",,0,178,S,26.12,2026-06-29T10:17:34.720Z
1030_1133_1390_null_26.12,"[1030,1133,1390]",,0,156,S,26.12,2026-06-29T10:17:34.721Z
1005_1037_1095_null_26.12,"[1005,1037,1095]",,0,128,S,26.12,2026-06-29T10:17:34.721Z
1030_1037_1133_null_26.12,"[1030,1037,1133]",,0,109,S,26.12,2026-06-29T10:17:34.721Z
1037_1141_1311_null_26.12,"[1037,1141,1311]",,0,101,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1098_null_26.12,"[1030,1097,1098]",,0,101,S,26.12,2026-06-29T10:17:34.721Z
1041_1181_1353_null_26.12,"[1041,1181,1353]",,0,157,S,26.12,2026-06-29T10:17:34.721Z
1013_1037_1353_null_26.12,"[1013,1037,1353]",,0,103,A,26.12,2026-06-29T10:17:34.721Z
1037_1076_1324_null_26.12,"[1037,1076,1324]",,0,169,B,26.12,2026-06-29T10:17:34.721Z
1037_1141_1324_null_26.12,"[1037,1141,1324]",,0,104,B,26.12,2026-06-29T10:17:34.721Z
1037_1152_1324_null_26.12,"[1037,1152,1324]",,0,117,D,26.12,2026-06-29T10:17:34.721Z
1030_1390_2132_null_26.12,"[1030,1390,2132]",,0,674,S,26.12,2026-06-29T10:17:34.721Z
1030_1180_1390_null_26.12,"[1030,1180,1390]",,0,592,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1180_null_26.12,"[1030,1097,1180]",,0,446,S,26.12,2026-06-29T10:17:34.721Z
1030_1180_2132_null_26.12,"[1030,1180,2132]",,0,435,S,26.12,2026-06-29T10:17:34.721Z
1030_1098_1390_null_26.12,"[1030,1098,1390]",,0,342,S,26.12,2026-06-29T10:17:34.721Z
1030_1098_2132_null_26.12,"[1030,1098,2132]",,0,340,S,26.12,2026-06-29T10:17:34.721Z
1030_1133_1180_null_26.12,"[1030,1133,1180]",,0,338,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1098_null_26.12,"[1030,1097,1098]",,0,281,S,26.12,2026-06-29T10:17:34.721Z
1030_1056_1180_null_26.12,"[1030,1056,1180]",,0,264,S,26.12,2026-06-29T10:17:34.721Z
1030_1056_1097_null_26.12,"[1030,1056,1097]",,0,246,S,26.12,2026-06-29T10:17:34.721Z
1151_2128_2129_null_26.12,"[1151,2128,2129]",,0,198,S,26.12,2026-06-29T10:17:34.721Z
1092_2128_2129_null_26.12,"[1092,2128,2129]",,0,186,S,26.12,2026-06-29T10:17:34.721Z
1373_2128_2129_null_26.12,"[1373,2128,2129]",,0,165,S,26.12,2026-06-29T10:17:34.721Z
1068_2128_2129_null_26.12,"[1068,2128,2129]",,0,152,S,26.12,2026-06-29T10:17:34.721Z
1211_1323_2129_null_26.12,"[1211,1323,2129]",,0,140,S,26.12,2026-06-29T10:17:34.721Z
1323_2127_2129_null_26.12,"[1323,2127,2129]",,0,135,S,26.12,2026-06-29T10:17:34.721Z
1136_1138_2129_null_26.12,"[1136,1138,2129]",,0,134,S,26.12,2026-06-29T10:17:34.721Z
1181_1344_2111_null_26.12,"[1181,1344,2111]",,0,105,S,26.12,2026-06-29T10:17:34.721Z
1136_1323_2129_null_26.12,"[1136,1323,2129]",,0,622,A,26.12,2026-06-29T10:17:34.721Z
1149_2128_2129_null_26.12,"[1149,2128,2129]",,0,308,A,26.12,2026-06-29T10:17:34.721Z
1045_1133_1390_null_26.12,"[1045,1133,1390]",,0,223,S,26.12,2026-06-29T10:17:34.721Z
1098_1388_2132_null_26.12,"[1098,1388,2132]",,0,217,S,26.12,2026-06-29T10:17:34.721Z
1045_1056_2077_null_26.12,"[1045,1056,2077]",,0,206,S,26.12,2026-06-29T10:17:34.721Z
1133_1388_2132_null_26.12,"[1133,1388,2132]",,0,185,S,26.12,2026-06-29T10:17:34.721Z
1045_1388_2132_null_26.12,"[1045,1388,2132]",,0,184,S,26.12,2026-06-29T10:17:34.721Z
1388_1390_2132_null_26.12,"[1388,1390,2132]",,0,180,S,26.12,2026-06-29T10:17:34.721Z
1030_1136_2132_null_26.12,"[1030,1136,2132]",,0,173,S,26.12,2026-06-29T10:17:34.721Z
1097_1388_2132_null_26.12,"[1097,1388,2132]",,0,169,S,26.12,2026-06-29T10:17:34.721Z
1030_1045_1390_null_26.12,"[1030,1045,1390]",,0,159,S,26.12,2026-06-29T10:17:34.721Z
1136_1388_2132_null_26.12,"[1136,1388,2132]",,0,159,S,26.12,2026-06-29T10:17:34.721Z
1115_1336_1356_null_26.12,"[1115,1336,1356]",,0,1291,S,26.12,2026-06-29T10:17:34.721Z
1071_1336_1356_null_26.12,"[1071,1336,1356]",,0,1208,S,26.12,2026-06-29T10:17:34.721Z
1022_1115_1356_null_26.12,"[1022,1115,1356]",,0,938,S,26.12,2026-06-29T10:17:34.721Z
1022_1071_1356_null_26.12,"[1022,1071,1356]",,0,853,S,26.12,2026-06-29T10:17:34.721Z
1195_1336_1356_null_26.12,"[1195,1336,1356]",,0,797,S,26.12,2026-06-29T10:17:34.721Z
1071_1195_1356_null_26.12,"[1071,1195,1356]",,0,796,S,26.12,2026-06-29T10:17:34.721Z
1071_1225_1336_null_26.12,"[1071,1225,1336]",,0,652,S,26.12,2026-06-29T10:17:34.721Z
1225_1336_1356_null_26.12,"[1225,1336,1356]",,0,646,S,26.12,2026-06-29T10:17:34.721Z
1071_1225_1356_null_26.12,"[1071,1225,1356]",,0,619,S,26.12,2026-06-29T10:17:34.721Z
1022_1077_1336_null_26.12,"[1022,1077,1336]",,0,605,S,26.12,2026-06-29T10:17:34.721Z
1136_1375_2072_null_26.12,"[1136,1375,2072]",,0,201,S,26.12,2026-06-29T10:17:34.721Z
1136_1375_2055_null_26.12,"[1136,1375,2055]",,0,168,S,26.12,2026-06-29T10:17:34.721Z
1056_1375_2100_null_26.12,"[1056,1375,2100]",,0,160,S,26.12,2026-06-29T10:17:34.721Z
1018_1375_2137_null_26.12,"[1018,1375,2137]",,0,139,S,26.12,2026-06-29T10:17:34.721Z
1056_1375_1388_null_26.12,"[1056,1375,1388]",,0,131,S,26.12,2026-06-29T10:17:34.721Z
1056_1194_2077_null_26.12,"[1056,1194,2077]",,0,127,S,26.12,2026-06-29T10:17:34.721Z
1056_1375_2137_null_26.12,"[1056,1375,2137]",,0,118,S,26.12,2026-06-29T10:17:34.721Z
1030_1097_1180_null_26.12,"[1030,1097,1180]",,0,116,S,26.12,2026-06-29T10:17:34.721Z
1136_1194_2077_null_26.12,"[1136,1194,2077]",,0,113,S,26.12,2026-06-29T10:17:34.721Z
1136_1194_1375_null_26.12,"[1136,1194,1375]",,0,211,A,26.12,2026-06-29T10:17:34.721Z
1152_1181_1353_null_26.12,"[1152,1181,1353]",,0,649,S,26.12,2026-06-29T10:17:34.721Z
1152_1181_2006_null_26.12,"[1152,1181,2006]",,0,566,S,26.12,2026-06-29T10:17:34.721Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,347,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_2102_null_26.12,"[1181,1353,2102]",,0,322,S,26.12,2026-06-29T10:17:34.721Z
1041_1181_2102_null_26.12,"[1041,1181,2102]",,0,265,S,26.12,2026-06-29T10:17:34.721Z
1013_2006_2102_null_26.12,"[1013,2006,2102]",,0,260,S,26.12,2026-06-29T10:17:34.721Z
1013_1353_2102_null_26.12,"[1013,1353,2102]",,0,257,S,26.12,2026-06-29T10:17:34.721Z
1152_1319_2006_null_26.12,"[1152,1319,2006]",,0,207,S,26.12,2026-06-29T10:17:34.721Z
1041_1319_2102_null_26.12,"[1041,1319,2102]",,0,186,S,26.12,2026-06-29T10:17:34.721Z
1041_1181_1319_null_26.12,"[1041,1181,1319]",,0,174,S,26.12,2026-06-29T10:17:34.721Z
1029_1211_1344_null_26.12,"[1029,1211,1344]",,0,196,S,26.12,2026-06-29T10:17:34.721Z
1029_1084_1344_null_26.12,"[1029,1084,1344]",,0,190,S,26.12,2026-06-29T10:17:34.721Z
1112_1211_1344_null_26.12,"[1112,1211,1344]",,0,170,S,26.12,2026-06-29T10:17:34.721Z
1029_1138_1344_null_26.12,"[1029,1138,1344]",,0,153,S,26.12,2026-06-29T10:17:34.721Z
1029_1112_1344_null_26.12,"[1029,1112,1344]",,0,150,S,26.12,2026-06-29T10:17:34.721Z
1029_1112_1211_null_26.12,"[1029,1112,1211]",,0,140,S,26.12,2026-06-29T10:17:34.721Z
1029_1390_2132_null_26.12,"[1029,1390,2132]",,0,124,S,26.12,2026-06-29T10:17:34.721Z
1029_1194_1211_null_26.12,"[1029,1194,1211]",,0,114,S,26.12,2026-06-29T10:17:34.721Z
1029_1084_1194_null_26.12,"[1029,1084,1194]",,0,105,S,26.12,2026-06-29T10:17:34.721Z
1138_1344_2132_null_26.12,"[1138,1344,2132]",,0,310,A,26.12,2026-06-29T10:17:34.721Z
1320_1326_1344_null_26.12,"[1320,1326,1344]",,0,227,S,26.12,2026-06-29T10:17:34.721Z
1320_1336_1344_null_26.12,"[1320,1336,1344]",,0,140,S,26.12,2026-06-29T10:17:34.721Z
1084_1320_1336_null_26.12,"[1084,1320,1336]",,0,113,S,26.12,2026-06-29T10:17:34.721Z
1007_1320_1344_null_26.12,"[1007,1320,1344]",,0,113,S,26.12,2026-06-29T10:17:34.721Z
1211_1326_1344_null_26.12,"[1211,1326,1344]",,0,103,S,26.12,2026-06-29T10:17:34.721Z
1084_1320_1344_null_26.12,"[1084,1320,1344]",,0,208,A,26.12,2026-06-29T10:17:34.721Z
1084_1138_1344_null_26.12,"[1084,1138,1344]",,0,206,B,26.12,2026-06-29T10:17:34.721Z
1320_1322_1326_null_26.12,"[1320,1322,1326]",,0,145,D,26.12,2026-06-29T10:17:34.721Z
1084_1138_1326_null_26.12,"[1084,1138,1326]",,0,129,D,26.12,2026-06-29T10:17:34.721Z
1326_1336_1344_null_26.12,"[1326,1336,1344]",,0,121,D,26.12,2026-06-29T10:17:34.721Z
1152_1353_2006_null_26.12,"[1152,1353,2006]",,0,688,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_1181_null_26.12,"[1041,1152,1181]",,0,497,S,26.12,2026-06-29T10:17:34.721Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,391,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_2102_null_26.12,"[1181,1353,2102]",,0,348,S,26.12,2026-06-29T10:17:34.721Z
1181_1353_1361_null_26.12,"[1181,1353,1361]",,0,301,S,26.12,2026-06-29T10:17:34.721Z
1041_1181_2102_null_26.12,"[1041,1181,2102]",,0,288,S,26.12,2026-06-29T10:17:34.721Z
1353_1375_2102_null_26.12,"[1353,1375,2102]",,0,270,S,26.12,2026-06-29T10:17:34.721Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,263,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_2006_null_26.12,"[1041,1152,2006]",,0,256,S,26.12,2026-06-29T10:17:34.721Z
1319_1353_1361_null_26.12,"[1319,1353,1361]",,0,252,S,26.12,2026-06-29T10:17:34.721Z
1041_1152_1181_null_26.12,"[1041,1152,1181]",,0,158,S,26.12,2026-06-29T10:17:34.721Z
1181_2006_2102_null_26.12,"[1181,2006,2102]",,0,131,S,26.12,2026-06-29T10:17:34.721Z
1353_2006_2102_null_26.12,"[1353,2006,2102]",,0,125,S,26.12,2026-06-29T10:17:34.721Z
1041_1353_2102_null_26.12,"[1041,1353,2102]",,0,104,S,26.12,2026-06-29T10:17:34.721Z
1152_1353_2006_null_26.12,"[1152,1353,2006]",,0,209,A,26.12,2026-06-29T10:17:34.721Z
1152_1181_1353_null_26.12,"[1152,1181,1353]",,0,199,A,26.12,2026-06-29T10:17:34.721Z
1013_1181_1353_null_26.12,"[1013,1181,1353]",,0,194,A,26.12,2026-06-29T10:17:34.721Z
1041_1181_2102_null_26.12,"[1041,1181,2102]",,0,104,A,26.12,2026-06-29T10:17:34.721Z
