_id,champion_id,augment_id,stage,win_rate,pick_rate,sample_size,patch_version,updated_at
0_1404_11_26.12,0,1404,11,46.88,0,2161,26.12,2026-06-29T10:17:34.725Z
0_1404_15_26.12,0,1404,15,46.74,0,2422,26.12,2026-06-29T10:17:34.725Z
0_1061_7_26.12,0,1061,7,55.86,0,1656,26.12,2026-06-29T10:17:34.725Z
0_1061_11_26.12,0,1061,11,48.98,0,49286,26.12,2026-06-29T10:17:34.725Z
0_1061_15_26.12,0,1061,15,49.07,0,59471,26.12,2026-06-29T10:17:34.725Z
0_1061_18_26.12,0,1061,18,59.26,0,54,26.12,2026-06-29T10:17:34.725Z
0_2098_3_26.12,0,2098,3,54.85,0,105096,26.12,2026-06-29T10:17:34.725Z
0_2098_7_26.12,0,2098,7,54.09,0,107507,26.12,2026-06-29T10:17:34.725Z
0_2098_11_26.12,0,2098,11,53.88,0,111656,26.12,2026-06-29T10:17:34.725Z
0_2098_15_26.12,0,2098,15,53.79,0,110565,26.12,2026-06-29T10:17:34.725Z
0_2098_18_26.12,0,2098,18,67.95,0,78,26.12,2026-06-29T10:17:34.725Z
0_1054_3_26.12,0,1054,3,58.1,0,177388,26.12,2026-06-29T10:17:34.725Z
0_1054_7_26.12,0,1054,7,56.7,0,162981,26.12,2026-06-29T10:17:34.725Z
0_1054_11_26.12,0,1054,11,55.62,0,157894,26.12,2026-06-29T10:17:34.725Z
0_1054_15_26.12,0,1054,15,46.63,0,549,26.12,2026-06-29T10:17:34.725Z
0_1072_3_26.12,0,1072,3,49.67,0,20920,26.12,2026-06-29T10:17:34.725Z
0_1072_7_26.12,0,1072,7,48.99,0,19231,26.12,2026-06-29T10:17:34.725Z
0_1072_11_26.12,0,1072,11,48.4,0,18833,26.12,2026-06-29T10:17:34.725Z
0_1072_15_26.12,0,1072,15,47.92,0,16384,26.12,2026-06-29T10:17:34.725Z
0_2133_3_26.12,0,2133,3,51.74,0,11418,26.12,2026-06-29T10:17:34.725Z
0_2133_7_26.12,0,2133,7,51.5,0,32494,26.12,2026-06-29T10:17:34.725Z
0_2133_11_26.12,0,2133,11,50.18,0,30699,26.12,2026-06-29T10:17:34.725Z
0_2133_15_26.12,0,2133,15,49.61,0,28493,26.12,2026-06-29T10:17:34.725Z
0_1104_3_26.12,0,1104,3,50.19,0,109917,26.12,2026-06-29T10:17:34.725Z
0_1104_7_26.12,0,1104,7,45.84,0,7460,26.12,2026-06-29T10:17:34.725Z
0_1104_11_26.12,0,1104,11,46.45,0,10145,26.12,2026-06-29T10:17:34.725Z
0_1104_15_26.12,0,1104,15,47.16,0,9843,26.12,2026-06-29T10:17:34.725Z
0_2137_3_26.12,0,2137,3,51.71,0,26060,26.12,2026-06-29T10:17:34.725Z
0_2137_7_26.12,0,2137,7,50.67,0,32324,26.12,2026-06-29T10:17:34.725Z
0_2137_11_26.12,0,2137,11,47.52,0,141,26.12,2026-06-29T10:17:34.725Z
0_2137_15_26.12,0,2137,15,53.98,0,113,26.12,2026-06-29T10:17:34.725Z
0_1057_3_26.12,0,1057,3,46.56,0,3608,26.12,2026-06-29T10:17:34.725Z
0_1057_7_26.12,0,1057,7,46.72,0,6942,26.12,2026-06-29T10:17:34.725Z
0_1057_11_26.12,0,1057,11,48.95,0,14228,26.12,2026-06-29T10:17:34.725Z
0_1057_15_26.12,0,1057,15,48.93,0,18663,26.12,2026-06-29T10:17:34.725Z
0_1194_3_26.12,0,1194,3,50.65,0,13362,26.12,2026-06-29T10:17:34.725Z
0_1194_7_26.12,0,1194,7,48.62,0,909,26.12,2026-06-29T10:17:34.725Z
0_1194_11_26.12,0,1194,11,51.2,0,1168,26.12,2026-06-29T10:17:34.725Z
0_1194_15_26.12,0,1194,15,50.31,0,1777,26.12,2026-06-29T10:17:34.725Z
0_1034_3_26.12,0,1034,3,55.38,0,279987,26.12,2026-06-29T10:17:34.725Z
0_1034_7_26.12,0,1034,7,46.35,0,6531,26.12,2026-06-29T10:17:34.725Z
0_1034_11_26.12,0,1034,11,47.26,0,804,26.12,2026-06-29T10:17:34.725Z
0_1034_15_26.12,0,1034,15,44.57,0,359,26.12,2026-06-29T10:17:34.725Z
0_1379_3_26.12,0,1379,3,48.76,0,13147,26.12,2026-06-29T10:17:34.725Z
0_1379_7_26.12,0,1379,7,48.93,0,17187,26.12,2026-06-29T10:17:34.725Z
0_1379_11_26.12,0,1379,11,48.83,0,18604,26.12,2026-06-29T10:17:34.725Z
0_1379_15_26.12,0,1379,15,48.46,0,17694,26.12,2026-06-29T10:17:34.725Z
0_1379_18_26.12,0,1379,18,70.55,0,163,26.12,2026-06-29T10:17:34.725Z
0_1402_3_26.12,0,1402,3,46.33,0,16666,26.12,2026-06-29T10:17:34.725Z
0_1402_7_26.12,0,1402,7,46.34,0,26442,26.12,2026-06-29T10:17:34.725Z
0_1402_11_26.12,0,1402,11,47.25,0,33959,26.12,2026-06-29T10:17:34.725Z
0_1402_15_26.12,0,1402,15,47.22,0,34623,26.12,2026-06-29T10:17:34.725Z
0_1329_7_26.12,0,1329,7,45.1,0,4718,26.12,2026-06-29T10:17:34.725Z
0_1329_11_26.12,0,1329,11,49.62,0,8095,26.12,2026-06-29T10:17:34.725Z
0_1329_15_26.12,0,1329,15,54.24,0,10004,26.12,2026-06-29T10:17:34.725Z
0_1329_18_26.12,0,1329,18,72.41,0,87,26.12,2026-06-29T10:17:34.725Z
0_2136_3_26.12,0,2136,3,53.94,0,254401,26.12,2026-06-29T10:17:34.725Z
0_2136_7_26.12,0,2136,7,45.23,0,6032,26.12,2026-06-29T10:17:34.725Z
0_2136_11_26.12,0,2136,11,45.72,0,584,26.12,2026-06-29T10:17:34.725Z
0_2136_15_26.12,0,2136,15,50.18,0,275,26.12,2026-06-29T10:17:34.725Z
0_1324_3_26.12,0,1324,3,46.41,0,5949,26.12,2026-06-29T10:17:34.725Z
0_1324_7_26.12,0,1324,7,47.66,0,18313,26.12,2026-06-29T10:17:34.725Z
0_1324_11_26.12,0,1324,11,47.59,0,18438,26.12,2026-06-29T10:17:34.725Z
0_1324_15_26.12,0,1324,15,47.22,0,18505,26.12,2026-06-29T10:17:34.725Z
0_1002_3_26.12,0,1002,3,50.84,0,2563,26.12,2026-06-29T10:17:34.725Z
0_1002_7_26.12,0,1002,7,51.2,0,9652,26.12,2026-06-29T10:17:34.725Z
0_1002_11_26.12,0,1002,11,50.79,0,13317,26.12,2026-06-29T10:17:34.725Z
0_1002_15_26.12,0,1002,15,50.2,0,16992,26.12,2026-06-29T10:17:34.725Z
0_1079_3_26.12,0,1079,3,53.71,0,104284,26.12,2026-06-29T10:17:34.725Z
0_1079_7_26.12,0,1079,7,53.95,0,121945,26.12,2026-06-29T10:17:34.725Z
0_1079_11_26.12,0,1079,11,55.92,0,154286,26.12,2026-06-29T10:17:34.725Z
0_1079_15_26.12,0,1079,15,54.47,0,138140,26.12,2026-06-29T10:17:34.725Z
0_1079_18_26.12,0,1079,18,62.43,0,181,26.12,2026-06-29T10:17:34.725Z
0_1067_3_26.12,0,1067,3,58.3,0,19665,26.12,2026-06-29T10:17:34.725Z
0_1067_7_26.12,0,1067,7,55.78,0,58642,26.12,2026-06-29T10:17:34.725Z
0_1067_11_26.12,0,1067,11,55.14,0,48573,26.12,2026-06-29T10:17:34.725Z
0_1067_15_26.12,0,1067,15,47.79,0,226,26.12,2026-06-29T10:17:34.725Z
0_1112_3_26.12,0,1112,3,53.35,0,3976,26.12,2026-06-29T10:17:34.725Z
0_1112_7_26.12,0,1112,7,52.69,0,5811,26.12,2026-06-29T10:17:34.725Z
0_1112_11_26.12,0,1112,11,53.99,0,9728,26.12,2026-06-29T10:17:34.725Z
0_1112_15_26.12,0,1112,15,53.79,0,10779,26.12,2026-06-29T10:17:34.725Z
0_1112_18_26.12,0,1112,18,66.95,0,118,26.12,2026-06-29T10:17:34.725Z
0_2024_7_26.12,0,2024,7,56.77,0,1175,26.12,2026-06-29T10:17:34.725Z
0_2024_11_26.12,0,2024,11,48.35,0,37960,26.12,2026-06-29T10:17:34.725Z
0_2024_15_26.12,0,2024,15,49.09,0,46938,26.12,2026-06-29T10:17:34.725Z
0_1149_3_26.12,0,1149,3,50.02,0,22460,26.12,2026-06-29T10:17:34.725Z
0_1149_7_26.12,0,1149,7,48.88,0,24794,26.12,2026-06-29T10:17:34.725Z
0_1149_11_26.12,0,1149,11,48.58,0,28718,26.12,2026-06-29T10:17:34.725Z
0_1149_15_26.12,0,1149,15,48.25,0,25599,26.12,2026-06-29T10:17:34.725Z
0_1149_18_26.12,0,1149,18,74.04,0,208,26.12,2026-06-29T10:17:34.725Z
0_1413_3_26.12,0,1413,3,55.41,0,66399,26.12,2026-06-29T10:17:34.725Z
0_1413_7_26.12,0,1413,7,54.35,0,76429,26.12,2026-06-29T10:17:34.725Z
0_1413_11_26.12,0,1413,11,54.77,0,78608,26.12,2026-06-29T10:17:34.725Z
0_1413_15_26.12,0,1413,15,54.12,0,71154,26.12,2026-06-29T10:17:34.725Z
0_1413_18_26.12,0,1413,18,66.84,0,190,26.12,2026-06-29T10:17:34.725Z
0_1019_3_26.12,0,1019,3,46.63,0,8563,26.12,2026-06-29T10:17:34.725Z
0_1019_7_26.12,0,1019,7,45.84,0,10851,26.12,2026-06-29T10:17:34.725Z
0_1019_11_26.12,0,1019,11,46.21,0,12610,26.12,2026-06-29T10:17:34.725Z
0_1019_15_26.12,0,1019,15,46.06,0,11727,26.12,2026-06-29T10:17:34.725Z
0_1019_18_26.12,0,1019,18,70,0,130,26.12,2026-06-29T10:17:34.725Z
0_1025_3_26.12,0,1025,3,45.49,0,3436,26.12,2026-06-29T10:17:34.725Z
0_1025_7_26.12,0,1025,7,46.39,0,9562,26.12,2026-06-29T10:17:34.725Z
0_1025_11_26.12,0,1025,11,46.85,0,12501,26.12,2026-06-29T10:17:34.725Z
0_1025_15_26.12,0,1025,15,47.36,0,15031,26.12,2026-06-29T10:17:34.725Z
0_1187_3_26.12,0,1187,3,51.02,0,11194,26.12,2026-06-29T10:17:34.725Z
0_1187_7_26.12,0,1187,7,51.27,0,33616,26.12,2026-06-29T10:17:34.725Z
0_1187_11_26.12,0,1187,11,51.84,0,44538,26.12,2026-06-29T10:17:34.725Z
0_1187_15_26.12,0,1187,15,51.64,0,56481,26.12,2026-06-29T10:17:34.725Z
0_1187_18_26.12,0,1187,18,51.49,0,235,26.12,2026-06-29T10:17:34.725Z
0_2065_3_26.12,0,2065,3,44.46,0,12297,26.12,2026-06-29T10:17:34.725Z
0_2065_7_26.12,0,2065,7,44.77,0,15015,26.12,2026-06-29T10:17:34.725Z
0_2065_11_26.12,0,2065,11,47.47,0,16316,26.12,2026-06-29T10:17:34.725Z
0_2065_15_26.12,0,2065,15,49.4,0,13174,26.12,2026-06-29T10:17:34.725Z
0_2054_3_26.12,0,2054,3,46.89,0,18255,26.12,2026-06-29T10:17:34.725Z
0_2054_7_26.12,0,2054,7,47.01,0,29805,26.12,2026-06-29T10:17:34.725Z
0_2054_11_26.12,0,2054,11,48.59,0,43652,26.12,2026-06-29T10:17:34.725Z
0_2054_15_26.12,0,2054,15,46.8,0,38746,26.12,2026-06-29T10:17:34.725Z
0_1036_3_26.12,0,1036,3,51.64,0,4165,26.12,2026-06-29T10:17:34.725Z
0_1036_7_26.12,0,1036,7,51.68,0,13864,26.12,2026-06-29T10:17:34.725Z
0_1036_11_26.12,0,1036,11,52.76,0,19441,26.12,2026-06-29T10:17:34.725Z
0_1036_15_26.12,0,1036,15,52.95,0,25882,26.12,2026-06-29T10:17:34.725Z
0_2089_3_26.12,0,2089,3,50.91,0,116034,26.12,2026-06-29T10:17:34.725Z
0_2089_7_26.12,0,2089,7,49.5,0,105688,26.12,2026-06-29T10:17:34.725Z
0_2089_11_26.12,0,2089,11,41.71,0,597,26.12,2026-06-29T10:17:34.725Z
0_2089_15_26.12,0,2089,15,48.6,0,358,26.12,2026-06-29T10:17:34.725Z
0_2091_3_26.12,0,2091,3,59.51,0,160370,26.12,2026-06-29T10:17:34.725Z
0_2091_7_26.12,0,2091,7,59.13,0,149414,26.12,2026-06-29T10:17:34.725Z
0_2091_11_26.12,0,2091,11,41.1,0,382,26.12,2026-06-29T10:17:34.725Z
0_2091_15_26.12,0,2091,15,37.61,0,226,26.12,2026-06-29T10:17:34.725Z
0_2139_3_26.12,0,2139,3,51.82,0,40544,26.12,2026-06-29T10:17:34.725Z
0_2139_7_26.12,0,2139,7,50.6,0,42446,26.12,2026-06-29T10:17:34.725Z
0_2139_11_26.12,0,2139,11,51.07,0,51658,26.12,2026-06-29T10:17:34.725Z
0_2139_15_26.12,0,2139,15,50.4,0,46404,26.12,2026-06-29T10:17:34.725Z
0_1326_3_26.12,0,1326,3,48.77,0,6938,26.12,2026-06-29T10:17:34.725Z
0_1326_7_26.12,0,1326,7,48.07,0,23537,26.12,2026-06-29T10:17:34.725Z
0_1326_11_26.12,0,1326,11,47.87,0,24879,26.12,2026-06-29T10:17:34.725Z
0_1326_15_26.12,0,1326,15,48.5,0,26940,26.12,2026-06-29T10:17:34.725Z
0_1345_3_26.12,0,1345,3,56.15,0,7987,26.12,2026-06-29T10:17:34.725Z
0_1345_7_26.12,0,1345,7,54.71,0,27089,26.12,2026-06-29T10:17:34.725Z
0_1345_11_26.12,0,1345,11,53.47,0,28710,26.12,2026-06-29T10:17:34.725Z
0_1345_15_26.12,0,1345,15,51.77,0,31142,26.12,2026-06-29T10:17:34.725Z
0_1347_3_26.12,0,1347,3,49.94,0,29389,26.12,2026-06-29T10:17:34.725Z
0_1347_7_26.12,0,1347,7,49.44,0,37019,26.12,2026-06-29T10:17:34.725Z
0_1347_11_26.12,0,1347,11,50.27,0,48424,26.12,2026-06-29T10:17:34.725Z
0_1347_15_26.12,0,1347,15,48.79,0,46248,26.12,2026-06-29T10:17:34.725Z
0_1347_18_26.12,0,1347,18,68.25,0,337,26.12,2026-06-29T10:17:34.725Z
0_2032_3_26.12,0,2032,3,48.59,0,16340,26.12,2026-06-29T10:17:34.725Z
0_2032_7_26.12,0,2032,7,47.56,0,841,26.12,2026-06-29T10:17:34.725Z
0_2032_11_26.12,0,2032,11,48.85,0,1388,26.12,2026-06-29T10:17:34.725Z
0_2032_15_26.12,0,2032,15,49.31,0,1965,26.12,2026-06-29T10:17:34.725Z
0_2016_3_26.12,0,2016,3,60.18,0,9176,26.12,2026-06-29T10:17:34.725Z
0_2016_7_26.12,0,2016,7,58.71,0,12083,26.12,2026-06-29T10:17:34.725Z
0_2016_11_26.12,0,2016,11,58.39,0,14299,26.12,2026-06-29T10:17:34.725Z
0_2016_15_26.12,0,2016,15,56.03,0,13208,26.12,2026-06-29T10:17:34.725Z
0_2062_3_26.12,0,2062,3,51.09,0,27255,26.12,2026-06-29T10:17:34.725Z
0_2062_7_26.12,0,2062,7,51.85,0,28488,26.12,2026-06-29T10:17:34.725Z
0_2062_11_26.12,0,2062,11,51.21,0,30840,26.12,2026-06-29T10:17:34.725Z
0_2062_15_26.12,0,2062,15,50.75,0,25870,26.12,2026-06-29T10:17:34.725Z
0_2135_3_26.12,0,2135,3,47.18,0,10880,26.12,2026-06-29T10:17:34.725Z
0_2135_7_26.12,0,2135,7,46.98,0,13119,26.12,2026-06-29T10:17:34.725Z
0_2135_11_26.12,0,2135,11,46.99,0,15020,26.12,2026-06-29T10:17:34.725Z
0_2135_15_26.12,0,2135,15,46.67,0,14224,26.12,2026-06-29T10:17:34.725Z
0_2135_18_26.12,0,2135,18,63.91,0,133,26.12,2026-06-29T10:17:34.725Z
0_1011_3_26.12,0,1011,3,53.06,0,61934,26.12,2026-06-29T10:17:34.725Z
0_1011_7_26.12,0,1011,7,53.36,0,68286,26.12,2026-06-29T10:17:34.725Z
0_1011_11_26.12,0,1011,11,52.69,0,64337,26.12,2026-06-29T10:17:34.725Z
0_1011_15_26.12,0,1011,15,51.73,0,59540,26.12,2026-06-29T10:17:34.725Z
0_1006_3_26.12,0,1006,3,49.25,0,5362,26.12,2026-06-29T10:17:34.725Z
0_1006_7_26.12,0,1006,7,49.63,0,7789,26.12,2026-06-29T10:17:34.725Z
0_1006_11_26.12,0,1006,11,50.45,0,11638,26.12,2026-06-29T10:17:34.725Z
0_1006_15_26.12,0,1006,15,50.39,0,16691,26.12,2026-06-29T10:17:34.725Z
0_2034_3_26.12,0,2034,3,43.2,0,4586,26.12,2026-06-29T10:17:34.725Z
0_2034_7_26.12,0,2034,7,42.96,0,4918,26.12,2026-06-29T10:17:34.725Z
0_2034_11_26.12,0,2034,11,44.38,0,6027,26.12,2026-06-29T10:17:34.725Z
0_2034_15_26.12,0,2034,15,46.17,0,5577,26.12,2026-06-29T10:17:34.725Z
0_2026_3_26.12,0,2026,3,55.45,0,23465,26.12,2026-06-29T10:17:34.725Z
0_2026_7_26.12,0,2026,7,54.1,0,25756,26.12,2026-06-29T10:17:34.725Z
0_2026_11_26.12,0,2026,11,53.95,0,32339,26.12,2026-06-29T10:17:34.725Z
0_2026_15_26.12,0,2026,15,52.21,0,30536,26.12,2026-06-29T10:17:34.725Z
0_2026_18_26.12,0,2026,18,70.49,0,305,26.12,2026-06-29T10:17:34.725Z
0_2005_3_26.12,0,2005,3,51.25,0,11999,26.12,2026-06-29T10:17:34.725Z
0_2005_7_26.12,0,2005,7,47.54,0,631,26.12,2026-06-29T10:17:34.725Z
0_2005_11_26.12,0,2005,11,45.82,0,849,26.12,2026-06-29T10:17:34.725Z
0_2005_15_26.12,0,2005,15,50.23,0,1071,26.12,2026-06-29T10:17:34.725Z
0_2088_3_26.12,0,2088,3,59.7,0,248698,26.12,2026-06-29T10:17:34.725Z
0_2088_7_26.12,0,2088,7,57.47,0,217651,26.12,2026-06-29T10:17:34.725Z
0_2088_11_26.12,0,2088,11,45.94,0,997,26.12,2026-06-29T10:17:34.725Z
0_2088_15_26.12,0,2088,15,48.26,0,576,26.12,2026-06-29T10:17:34.725Z
0_2043_3_26.12,0,2043,3,47.93,0,13825,26.12,2026-06-29T10:17:34.725Z
0_2043_7_26.12,0,2043,7,47.74,0,51618,26.12,2026-06-29T10:17:34.725Z
0_2043_11_26.12,0,2043,11,48.12,0,55112,26.12,2026-06-29T10:17:34.725Z
0_2043_15_26.12,0,2043,15,46.82,0,58150,26.12,2026-06-29T10:17:34.725Z
0_2043_18_26.12,0,2043,18,47.17,0,53,26.12,2026-06-29T10:17:34.725Z
0_2107_3_26.12,0,2107,3,49.95,0,14182,26.12,2026-06-29T10:17:34.725Z
0_2107_7_26.12,0,2107,7,50.88,0,20245,26.12,2026-06-29T10:17:34.725Z
0_2107_11_26.12,0,2107,11,51.23,0,33425,26.12,2026-06-29T10:17:34.725Z
0_2107_15_26.12,0,2107,15,52.05,0,41637,26.12,2026-06-29T10:17:34.725Z
0_2107_18_26.12,0,2107,18,59.62,0,52,26.12,2026-06-29T10:17:34.725Z
0_1314_3_26.12,0,1314,3,54.6,0,69598,26.12,2026-06-29T10:17:34.725Z
0_1314_7_26.12,0,1314,7,54.92,0,71737,26.12,2026-06-29T10:17:34.725Z
0_1314_11_26.12,0,1314,11,54.55,0,72071,26.12,2026-06-29T10:17:34.725Z
0_1314_15_26.12,0,1314,15,53.77,0,72192,26.12,2026-06-29T10:17:34.725Z
0_1314_18_26.12,0,1314,18,63.46,0,52,26.12,2026-06-29T10:17:34.725Z
0_2138_3_26.12,0,2138,3,46.14,0,20962,26.12,2026-06-29T10:17:34.725Z
0_2138_7_26.12,0,2138,7,46.17,0,30714,26.12,2026-06-29T10:17:34.725Z
0_2138_11_26.12,0,2138,11,47.2,0,39885,26.12,2026-06-29T10:17:34.725Z
0_2138_15_26.12,0,2138,15,46.31,0,41580,26.12,2026-06-29T10:17:34.725Z
0_2138_18_26.12,0,2138,18,69.17,0,412,26.12,2026-06-29T10:17:34.725Z
0_1421_3_26.12,0,1421,3,51.76,0,28940,26.12,2026-06-29T10:17:34.725Z
0_1421_7_26.12,0,1421,7,46.18,0,2185,26.12,2026-06-29T10:17:34.725Z
0_1421_11_26.12,0,1421,11,46.68,0,2802,26.12,2026-06-29T10:17:34.725Z
0_1421_15_26.12,0,1421,15,47.55,0,3573,26.12,2026-06-29T10:17:34.725Z
0_1074_3_26.12,0,1074,3,47.34,0,22746,26.12,2026-06-29T10:17:34.725Z
0_1074_7_26.12,0,1074,7,47.13,0,30602,26.12,2026-06-29T10:17:34.725Z
0_1074_11_26.12,0,1074,11,48.7,0,36421,26.12,2026-06-29T10:17:34.725Z
0_1074_15_26.12,0,1074,15,48.82,0,32025,26.12,2026-06-29T10:17:34.725Z
0_1358_7_26.12,0,1358,7,49.07,0,9045,26.12,2026-06-29T10:17:34.725Z
0_1358_11_26.12,0,1358,11,49.53,0,13364,26.12,2026-06-29T10:17:34.725Z
0_1358_15_26.12,0,1358,15,52.04,0,98,26.12,2026-06-29T10:17:34.725Z
0_2072_3_26.12,0,2072,3,46.17,0,29364,26.12,2026-06-29T10:17:34.725Z
0_2072_7_26.12,0,2072,7,44.79,0,3273,26.12,2026-06-29T10:17:34.725Z
0_2072_11_26.12,0,2072,11,48.54,0,103,26.12,2026-06-29T10:17:34.725Z
0_1027_3_26.12,0,1027,3,44.17,0,2194,26.12,2026-06-29T10:17:34.725Z
0_1027_7_26.12,0,1027,7,43.78,0,2876,26.12,2026-06-29T10:17:34.725Z
0_1027_11_26.12,0,1027,11,44.78,0,4460,26.12,2026-06-29T10:17:34.725Z
0_1027_15_26.12,0,1027,15,45.86,0,4922,26.12,2026-06-29T10:17:34.725Z
0_1027_18_26.12,0,1027,18,70.64,0,109,26.12,2026-06-29T10:17:34.725Z
0_2082_3_26.12,0,2082,3,50.28,0,13221,26.12,2026-06-29T10:17:34.725Z
0_2082_7_26.12,0,2082,7,49.01,0,16411,26.12,2026-06-29T10:17:34.725Z
0_2082_11_26.12,0,2082,11,49.16,0,19266,26.12,2026-06-29T10:17:34.725Z
0_2082_15_26.12,0,2082,15,48.54,0,17988,26.12,2026-06-29T10:17:34.725Z
0_2082_18_26.12,0,2082,18,56.52,0,92,26.12,2026-06-29T10:17:34.725Z
0_1118_3_26.12,0,1118,3,51.21,0,29598,26.12,2026-06-29T10:17:34.725Z
0_1118_7_26.12,0,1118,7,50.12,0,37618,26.12,2026-06-29T10:17:34.725Z
0_1118_11_26.12,0,1118,11,50.26,0,39328,26.12,2026-06-29T10:17:34.725Z
0_1118_15_26.12,0,1118,15,49.5,0,34674,26.12,2026-06-29T10:17:34.725Z
0_1001_3_26.12,0,1001,3,49.37,0,21469,26.12,2026-06-29T10:17:34.725Z
0_1001_7_26.12,0,1001,7,43.24,0,370,26.12,2026-06-29T10:17:34.725Z
0_1001_11_26.12,0,1001,11,46.38,0,636,26.12,2026-06-29T10:17:34.725Z
0_1001_15_26.12,0,1001,15,50.43,0,823,26.12,2026-06-29T10:17:34.725Z
0_1386_3_26.12,0,1386,3,54.16,0,60446,26.12,2026-06-29T10:17:34.725Z
0_1386_7_26.12,0,1386,7,52.73,0,58556,26.12,2026-06-29T10:17:34.725Z
0_1386_11_26.12,0,1386,11,54.1,0,90663,26.12,2026-06-29T10:17:34.725Z
0_1386_15_26.12,0,1386,15,51.07,0,71354,26.12,2026-06-29T10:17:34.725Z
0_1386_18_26.12,0,1386,18,56.79,0,81,26.12,2026-06-29T10:17:34.725Z
0_2055_3_26.12,0,2055,3,61.75,0,58783,26.12,2026-06-29T10:17:34.725Z
0_2055_7_26.12,0,2055,7,60.15,0,60794,26.12,2026-06-29T10:17:34.725Z
0_2055_11_26.12,0,2055,11,51.26,0,119,26.12,2026-06-29T10:17:34.725Z
0_2055_15_26.12,0,2055,15,59.21,0,76,26.12,2026-06-29T10:17:34.725Z
0_12317_3_26.12,0,12317,3,52.72,0,22065,26.12,2026-06-29T10:17:34.725Z
0_12317_7_26.12,0,12317,7,52.28,0,69006,26.12,2026-06-29T10:17:34.725Z
0_12317_11_26.12,0,12317,11,51.89,0,62628,26.12,2026-06-29T10:17:34.725Z
0_12317_15_26.12,0,12317,15,50.42,0,55181,26.12,2026-06-29T10:17:34.725Z
0_12317_18_26.12,0,12317,18,71.93,0,57,26.12,2026-06-29T10:17:34.725Z
0_2042_3_26.12,0,2042,3,63.38,0,12188,26.12,2026-06-29T10:17:34.725Z
0_2042_7_26.12,0,2042,7,54.11,0,13767,26.12,2026-06-29T10:17:34.725Z
0_2042_11_26.12,0,2042,11,50.86,0,17150,26.12,2026-06-29T10:17:34.725Z
0_2042_15_26.12,0,2042,15,49.06,0,14412,26.12,2026-06-29T10:17:34.725Z
0_2042_18_26.12,0,2042,18,71.11,0,135,26.12,2026-06-29T10:17:34.725Z
0_2064_3_26.12,0,2064,3,59.06,0,1805,26.12,2026-06-29T10:17:34.725Z
0_2064_7_26.12,0,2064,7,56.13,0,18532,26.12,2026-06-29T10:17:34.725Z
0_2134_3_26.12,0,2134,3,57.03,0,42300,26.12,2026-06-29T10:17:34.725Z
0_2134_7_26.12,0,2134,7,55.85,0,142652,26.12,2026-06-29T10:17:34.725Z
0_2134_11_26.12,0,2134,11,55.11,0,134793,26.12,2026-06-29T10:17:34.725Z
0_2134_15_26.12,0,2134,15,52.88,0,124856,26.12,2026-06-29T10:17:34.725Z
0_2134_18_26.12,0,2134,18,66.93,0,127,26.12,2026-06-29T10:17:34.725Z
0_2080_3_26.12,0,2080,3,49.6,0,4657,26.12,2026-06-29T10:17:34.725Z
0_2080_7_26.12,0,2080,7,50.07,0,15642,26.12,2026-06-29T10:17:34.725Z
0_2080_11_26.12,0,2080,11,49.57,0,20789,26.12,2026-06-29T10:17:34.725Z
0_2080_15_26.12,0,2080,15,50.02,0,25772,26.12,2026-06-29T10:17:34.725Z
0_2099_3_26.12,0,2099,3,38.98,0,413,26.12,2026-06-29T10:17:34.725Z
0_2099_7_26.12,0,2099,7,40.43,0,470,26.12,2026-06-29T10:17:34.725Z
0_2099_11_26.12,0,2099,11,43.66,0,662,26.12,2026-06-29T10:17:34.725Z
0_2099_15_26.12,0,2099,15,45.51,0,690,26.12,2026-06-29T10:17:34.725Z
0_1392_3_26.12,0,1392,3,54.33,0,34748,26.12,2026-06-29T10:17:34.725Z
0_1392_7_26.12,0,1392,7,53.79,0,115741,26.12,2026-06-29T10:17:34.725Z
0_1392_11_26.12,0,1392,11,53.57,0,109260,26.12,2026-06-29T10:17:34.725Z
0_1392_15_26.12,0,1392,15,51.95,0,102500,26.12,2026-06-29T10:17:34.725Z
0_1392_18_26.12,0,1392,18,62.6,0,131,26.12,2026-06-29T10:17:34.725Z
0_1325_3_26.12,0,1325,3,47.8,0,15350,26.12,2026-06-29T10:17:34.725Z
0_1325_7_26.12,0,1325,7,47.63,0,19969,26.12,2026-06-29T10:17:34.725Z
0_1325_11_26.12,0,1325,11,48.53,0,24828,26.12,2026-06-29T10:17:34.725Z
0_1325_15_26.12,0,1325,15,48.26,0,23318,26.12,2026-06-29T10:17:34.725Z
0_1325_18_26.12,0,1325,18,67.32,0,205,26.12,2026-06-29T10:17:34.725Z
