_id,champion_id,augment_id,stage,win_rate,pick_rate,sample_size,patch_version,updated_at
0_2076_15_26.12,0,2076,15,51.37,0,45809,26.12,2026-06-29T10:17:34.725Z
0_2076_18_26.12,0,2076,18,64.22,0,109,26.12,2026-06-29T10:17:34.725Z
0_1076_3_26.12,0,1076,3,61.81,0,42630,26.12,2026-06-29T10:17:34.725Z
0_1076_7_26.12,0,1076,7,60.78,0,130874,26.12,2026-06-29T10:17:34.725Z
0_1076_11_26.12,0,1076,11,59.88,0,117326,26.12,2026-06-29T10:17:34.725Z
0_1076_15_26.12,0,1076,15,56.81,0,103653,26.12,2026-06-29T10:17:34.725Z
0_1076_18_26.12,0,1076,18,63.24,0,136,26.12,2026-06-29T10:17:34.725Z
0_1105_3_26.12,0,1105,3,43.92,0,50365,26.12,2026-06-29T10:17:34.725Z
0_1105_7_26.12,0,1105,7,44.9,0,58559,26.12,2026-06-29T10:17:34.725Z
0_1105_11_26.12,0,1105,11,46.13,0,59774,26.12,2026-06-29T10:17:34.725Z
0_1105_15_26.12,0,1105,15,47.53,0,53559,26.12,2026-06-29T10:17:34.725Z
0_1105_18_26.12,0,1105,18,54.02,0,87,26.12,2026-06-29T10:17:34.725Z
0_1136_7_26.12,0,1136,7,55.19,0,1464,26.12,2026-06-29T10:17:34.725Z
0_1136_11_26.12,0,1136,11,49.23,0,41211,26.12,2026-06-29T10:17:34.725Z
0_1136_15_26.12,0,1136,15,48.73,0,50610,26.12,2026-06-29T10:17:34.725Z
0_1375_3_26.12,0,1375,3,52.73,0,27659,26.12,2026-06-29T10:17:34.725Z
0_1375_7_26.12,0,1375,7,51.02,0,79412,26.12,2026-06-29T10:17:34.725Z
0_1375_11_26.12,0,1375,11,51.69,0,70564,26.12,2026-06-29T10:17:34.725Z
0_1375_15_26.12,0,1375,15,49.66,0,61005,26.12,2026-06-29T10:17:34.725Z
0_1375_18_26.12,0,1375,18,64.29,0,70,26.12,2026-06-29T10:17:34.725Z
0_1129_3_26.12,0,1129,3,57.07,0,61874,26.12,2026-06-29T10:17:34.725Z
0_1129_7_26.12,0,1129,7,56.55,0,74070,26.12,2026-06-29T10:17:34.725Z
0_1129_11_26.12,0,1129,11,56.58,0,88874,26.12,2026-06-29T10:17:34.725Z
0_1129_15_26.12,0,1129,15,54.26,0,77224,26.12,2026-06-29T10:17:34.725Z
0_1129_18_26.12,0,1129,18,66.81,0,229,26.12,2026-06-29T10:17:34.725Z
0_1389_3_26.12,0,1389,3,48.03,0,28444,26.12,2026-06-29T10:17:34.725Z
0_1389_7_26.12,0,1389,7,47.37,0,42844,26.12,2026-06-29T10:17:34.725Z
0_1389_11_26.12,0,1389,11,48.55,0,56632,26.12,2026-06-29T10:17:34.725Z
0_1389_15_26.12,0,1389,15,47.75,0,54788,26.12,2026-06-29T10:17:34.725Z
0_1389_18_26.12,0,1389,18,73.35,0,349,26.12,2026-06-29T10:17:34.725Z
0_1373_3_26.12,0,1373,3,51.74,0,33386,26.12,2026-06-29T10:17:34.725Z
0_1373_7_26.12,0,1373,7,51.92,0,50907,26.12,2026-06-29T10:17:34.725Z
0_1373_11_26.12,0,1373,11,53.54,0,73798,26.12,2026-06-29T10:17:34.725Z
0_1373_15_26.12,0,1373,15,51.98,0,67588,26.12,2026-06-29T10:17:34.725Z
0_1373_18_26.12,0,1373,18,63.1,0,84,26.12,2026-06-29T10:17:34.725Z
0_1305_3_26.12,0,1305,3,48.9,0,15862,26.12,2026-06-29T10:17:34.725Z
0_1305_7_26.12,0,1305,7,49.12,0,48733,26.12,2026-06-29T10:17:34.725Z
0_1305_11_26.12,0,1305,11,50.01,0,45062,26.12,2026-06-29T10:17:34.725Z
0_1305_15_26.12,0,1305,15,49.84,0,43639,26.12,2026-06-29T10:17:34.725Z
0_1305_18_26.12,0,1305,18,49,0,100,26.12,2026-06-29T10:17:34.725Z
0_1058_3_26.12,0,1058,3,51.22,0,18607,26.12,2026-06-29T10:17:34.725Z
0_1058_7_26.12,0,1058,7,51.68,0,21588,26.12,2026-06-29T10:17:34.725Z
0_1058_11_26.12,0,1058,11,51.17,0,24362,26.12,2026-06-29T10:17:34.725Z
0_1058_15_26.12,0,1058,15,49.74,0,21473,26.12,2026-06-29T10:17:34.725Z
0_2083_3_26.12,0,2083,3,49.74,0,7720,26.12,2026-06-29T10:17:34.725Z
0_2083_7_26.12,0,2083,7,47.85,0,9507,26.12,2026-06-29T10:17:34.725Z
0_2083_11_26.12,0,2083,11,49.01,0,13482,26.12,2026-06-29T10:17:34.725Z
0_2083_15_26.12,0,2083,15,49.03,0,14011,26.12,2026-06-29T10:17:34.725Z
0_2083_18_26.12,0,2083,18,64.75,0,122,26.12,2026-06-29T10:17:34.725Z
0_1141_3_26.12,0,1141,3,50.47,0,55855,26.12,2026-06-29T10:17:34.725Z
0_1141_7_26.12,0,1141,7,49.13,0,67000,26.12,2026-06-29T10:17:34.725Z
0_1141_11_26.12,0,1141,11,50.54,0,83358,26.12,2026-06-29T10:17:34.725Z
0_1141_15_26.12,0,1141,15,49.73,0,69028,26.12,2026-06-29T10:17:34.725Z
0_1141_18_26.12,0,1141,18,68.07,0,379,26.12,2026-06-29T10:17:34.725Z
0_2087_3_26.12,0,2087,3,46.09,0,18938,26.12,2026-06-29T10:17:34.725Z
0_2087_7_26.12,0,2087,7,46.81,0,20150,26.12,2026-06-29T10:17:34.725Z
0_2087_11_26.12,0,2087,11,47.72,0,22031,26.12,2026-06-29T10:17:34.725Z
0_2087_15_26.12,0,2087,15,48,0,19936,26.12,2026-06-29T10:17:34.725Z
0_2087_18_26.12,0,2087,18,68.42,0,114,26.12,2026-06-29T10:17:34.725Z
0_1211_7_26.12,0,1211,7,51.05,0,16285,26.12,2026-06-29T10:17:34.725Z
0_1211_11_26.12,0,1211,11,50.76,0,30478,26.12,2026-06-29T10:17:34.725Z
0_1211_15_26.12,0,1211,15,51.44,0,43034,26.12,2026-06-29T10:17:34.725Z
0_1211_18_26.12,0,1211,18,59.62,0,52,26.12,2026-06-29T10:17:34.725Z
0_1028_3_26.12,0,1028,3,45.02,0,41729,26.12,2026-06-29T10:17:34.725Z
0_1028_7_26.12,0,1028,7,40.64,0,1218,26.12,2026-06-29T10:17:34.725Z
0_1028_11_26.12,0,1028,11,44.63,0,1470,26.12,2026-06-29T10:17:34.725Z
0_1028_15_26.12,0,1028,15,45.5,0,1490,26.12,2026-06-29T10:17:34.725Z
0_2031_3_26.12,0,2031,3,48.31,0,4829,26.12,2026-06-29T10:17:34.725Z
0_2031_7_26.12,0,2031,7,47.98,0,6759,26.12,2026-06-29T10:17:34.725Z
0_2031_11_26.12,0,2031,11,47.31,0,11062,26.12,2026-06-29T10:17:34.725Z
0_2031_15_26.12,0,2031,15,48.11,0,12275,26.12,2026-06-29T10:17:34.725Z
0_1060_3_26.12,0,1060,3,47.35,0,64496,26.12,2026-06-29T10:17:34.725Z
0_1060_7_26.12,0,1060,7,47.81,0,83813,26.12,2026-06-29T10:17:34.725Z
0_1060_11_26.12,0,1060,11,49.11,0,103875,26.12,2026-06-29T10:17:34.725Z
0_1060_15_26.12,0,1060,15,48.35,0,97149,26.12,2026-06-29T10:17:34.725Z
0_1060_18_26.12,0,1060,18,59.55,0,89,26.12,2026-06-29T10:17:34.725Z
0_1062_3_26.12,0,1062,3,50.59,0,1609,26.12,2026-06-29T10:17:34.725Z
0_1062_7_26.12,0,1062,7,48.31,0,6326,26.12,2026-06-29T10:17:34.725Z
0_1062_11_26.12,0,1062,11,48.86,0,9665,26.12,2026-06-29T10:17:34.725Z
0_1062_15_26.12,0,1062,15,49.7,0,13304,26.12,2026-06-29T10:17:34.725Z
0_1403_3_26.12,0,1403,3,49.21,0,13214,26.12,2026-06-29T10:17:34.725Z
0_1403_7_26.12,0,1403,7,49.04,0,19599,26.12,2026-06-29T10:17:34.725Z
0_1403_11_26.12,0,1403,11,48.67,0,26787,26.12,2026-06-29T10:17:34.725Z
0_1403_15_26.12,0,1403,15,47.86,0,26742,26.12,2026-06-29T10:17:34.725Z
0_1068_3_26.12,0,1068,3,44.11,0,1018,26.12,2026-06-29T10:17:34.725Z
0_1068_7_26.12,0,1068,7,43.83,0,1216,26.12,2026-06-29T10:17:34.725Z
0_1068_11_26.12,0,1068,11,45.52,0,2186,26.12,2026-06-29T10:17:34.725Z
0_1068_15_26.12,0,1068,15,46.99,0,2803,26.12,2026-06-29T10:17:34.725Z
0_1384_7_26.12,0,1384,7,50.51,0,17441,26.12,2026-06-29T10:17:34.725Z
0_1384_11_26.12,0,1384,11,51.52,0,32126,26.12,2026-06-29T10:17:34.725Z
0_1384_15_26.12,0,1384,15,50.77,0,42931,26.12,2026-06-29T10:17:34.725Z
0_1384_18_26.12,0,1384,18,63.64,0,55,26.12,2026-06-29T10:17:34.725Z
0_2103_3_26.12,0,2103,3,50.91,0,6604,26.12,2026-06-29T10:17:34.725Z
0_2103_7_26.12,0,2103,7,49.29,0,7399,26.12,2026-06-29T10:17:34.725Z
0_2103_11_26.12,0,2103,11,48.1,0,8061,26.12,2026-06-29T10:17:34.725Z
0_1063_3_26.12,0,1063,3,42.44,0,999,26.12,2026-06-29T10:17:34.725Z
0_1063_7_26.12,0,1063,7,43.38,0,2976,26.12,2026-06-29T10:17:34.725Z
0_1063_11_26.12,0,1063,11,45.66,0,4713,26.12,2026-06-29T10:17:34.725Z
0_1063_15_26.12,0,1063,15,48.55,0,6775,26.12,2026-06-29T10:17:34.725Z
0_1348_3_26.12,0,1348,3,45.75,0,23378,26.12,2026-06-29T10:17:34.725Z
0_1348_7_26.12,0,1348,7,44.8,0,24024,26.12,2026-06-29T10:17:34.725Z
0_1348_11_26.12,0,1348,11,45.9,0,23812,26.12,2026-06-29T10:17:34.725Z
0_1348_15_26.12,0,1348,15,45.25,0,19220,26.12,2026-06-29T10:17:34.725Z
0_1348_18_26.12,0,1348,18,66.87,0,163,26.12,2026-06-29T10:17:34.725Z
0_2009_3_26.12,0,2009,3,47.75,0,30848,26.12,2026-06-29T10:17:34.725Z
0_2009_7_26.12,0,2009,7,48.37,0,1040,26.12,2026-06-29T10:17:34.725Z
0_2009_11_26.12,0,2009,11,45.11,0,1268,26.12,2026-06-29T10:17:34.725Z
0_2009_15_26.12,0,2009,15,51.95,0,1357,26.12,2026-06-29T10:17:34.725Z
0_2004_3_26.12,0,2004,3,52.7,0,8619,26.12,2026-06-29T10:17:34.725Z
0_2004_7_26.12,0,2004,7,47.75,0,11421,26.12,2026-06-29T10:17:34.725Z
0_1038_3_26.12,0,1038,3,53.55,0,14301,26.12,2026-06-29T10:17:34.725Z
0_1038_7_26.12,0,1038,7,53.85,0,48656,26.12,2026-06-29T10:17:34.725Z
0_1038_11_26.12,0,1038,11,53.34,0,40896,26.12,2026-06-29T10:17:34.725Z
0_1038_15_26.12,0,1038,15,51.38,0,33200,26.12,2026-06-29T10:17:34.725Z
0_1206_3_26.12,0,1206,3,48.57,0,4186,26.12,2026-06-29T10:17:34.725Z
0_1206_7_26.12,0,1206,7,49.45,0,14216,26.12,2026-06-29T10:17:34.725Z
0_1206_11_26.12,0,1206,11,50.48,0,19131,26.12,2026-06-29T10:17:34.725Z
0_1206_15_26.12,0,1206,15,50.24,0,25173,26.12,2026-06-29T10:17:34.725Z
0_1311_3_26.12,0,1311,3,45.84,0,4858,26.12,2026-06-29T10:17:34.725Z
0_1311_7_26.12,0,1311,7,45.92,0,8473,26.12,2026-06-29T10:17:34.725Z
0_1311_11_26.12,0,1311,11,48.28,0,15626,26.12,2026-06-29T10:17:34.725Z
0_1311_15_26.12,0,1311,15,48.45,0,22824,26.12,2026-06-29T10:17:34.725Z
0_1996_3_26.12,0,1996,3,54.08,0,88945,26.12,2026-06-29T10:17:34.725Z
0_1996_7_26.12,0,1996,7,48.65,0,2370,26.12,2026-06-29T10:17:34.725Z
0_1996_11_26.12,0,1996,11,50.85,0,3638,26.12,2026-06-29T10:17:34.725Z
0_1996_15_26.12,0,1996,15,49.09,0,4569,26.12,2026-06-29T10:17:34.725Z
0_1401_3_26.12,0,1401,3,53.07,0,29765,26.12,2026-06-29T10:17:34.725Z
0_1401_7_26.12,0,1401,7,52.17,0,88854,26.12,2026-06-29T10:17:34.725Z
0_1401_11_26.12,0,1401,11,51.89,0,80722,26.12,2026-06-29T10:17:34.725Z
0_1401_15_26.12,0,1401,15,47.71,0,459,26.12,2026-06-29T10:17:34.725Z
0_1308_3_26.12,0,1308,3,49.42,0,32468,26.12,2026-06-29T10:17:34.725Z
0_1308_7_26.12,0,1308,7,50.27,0,40691,26.12,2026-06-29T10:17:34.725Z
0_1308_11_26.12,0,1308,11,50.71,0,44571,26.12,2026-06-29T10:17:34.725Z
0_1308_15_26.12,0,1308,15,44.86,0,185,26.12,2026-06-29T10:17:34.725Z
0_1047_3_26.12,0,1047,3,58.02,0,29607,26.12,2026-06-29T10:17:34.725Z
0_1047_7_26.12,0,1047,7,56.63,0,88640,26.12,2026-06-29T10:17:34.725Z
0_1047_11_26.12,0,1047,11,55.45,0,85509,26.12,2026-06-29T10:17:34.725Z
0_1047_15_26.12,0,1047,15,53.71,0,82087,26.12,2026-06-29T10:17:34.725Z
0_1315_3_26.12,0,1315,3,51.25,0,5003,26.12,2026-06-29T10:17:34.725Z
0_1315_7_26.12,0,1315,7,50.9,0,16624,26.12,2026-06-29T10:17:34.725Z
0_1315_11_26.12,0,1315,11,51.71,0,21904,26.12,2026-06-29T10:17:34.725Z
0_1315_15_26.12,0,1315,15,51.86,0,26922,26.12,2026-06-29T10:17:34.725Z
0_2129_3_26.12,0,2129,3,48.51,0,1542,26.12,2026-06-29T10:17:34.725Z
0_2129_7_26.12,0,2129,7,50.18,0,6839,26.12,2026-06-29T10:17:34.725Z
0_2129_11_26.12,0,2129,11,51.05,0,10474,26.12,2026-06-29T10:17:34.725Z
0_2129_15_26.12,0,2129,15,50.88,0,14878,26.12,2026-06-29T10:17:34.725Z
0_1337_3_26.12,0,1337,3,52.25,0,4230,26.12,2026-06-29T10:17:34.725Z
0_1337_7_26.12,0,1337,7,49.46,0,5556,26.12,2026-06-29T10:17:34.725Z
0_1337_11_26.12,0,1337,11,48.97,0,7249,26.12,2026-06-29T10:17:34.725Z
0_1337_15_26.12,0,1337,15,49.47,0,7178,26.12,2026-06-29T10:17:34.725Z
0_1073_3_26.12,0,1073,3,57.54,0,66038,26.12,2026-06-29T10:17:34.725Z
0_1073_7_26.12,0,1073,7,56.78,0,74465,26.12,2026-06-29T10:17:34.725Z
0_1073_11_26.12,0,1073,11,58.68,0,89676,26.12,2026-06-29T10:17:34.725Z
0_1073_15_26.12,0,1073,15,56.97,0,81046,26.12,2026-06-29T10:17:34.725Z
0_1073_18_26.12,0,1073,18,63.5,0,274,26.12,2026-06-29T10:17:34.725Z
0_1018_3_26.12,0,1018,3,53.76,0,9938,26.12,2026-06-29T10:17:34.725Z
0_1018_7_26.12,0,1018,7,53.05,0,32647,26.12,2026-06-29T10:17:34.725Z
0_1018_11_26.12,0,1018,11,52.91,0,29183,26.12,2026-06-29T10:17:34.725Z
0_1018_15_26.12,0,1018,15,50.95,0,23682,26.12,2026-06-29T10:17:34.725Z
0_2018_3_26.12,0,2018,3,46.22,0,3793,26.12,2026-06-29T10:17:34.725Z
0_2018_7_26.12,0,2018,7,46.25,0,6718,26.12,2026-06-29T10:17:34.725Z
0_2018_11_26.12,0,2018,11,49.43,0,13693,26.12,2026-06-29T10:17:34.725Z
0_2018_15_26.12,0,2018,15,50.73,0,21157,26.12,2026-06-29T10:17:34.725Z
0_1088_3_26.12,0,1088,3,46.78,0,4857,26.12,2026-06-29T10:17:34.725Z
0_1088_7_26.12,0,1088,7,46.19,0,7679,26.12,2026-06-29T10:17:34.725Z
0_1088_11_26.12,0,1088,11,47.59,0,14051,26.12,2026-06-29T10:17:34.725Z
0_1088_15_26.12,0,1088,15,47.04,0,18082,26.12,2026-06-29T10:17:34.725Z
0_1205_3_26.12,0,1205,3,49.92,0,17509,26.12,2026-06-29T10:17:34.725Z
0_1205_7_26.12,0,1205,7,47.6,0,1271,26.12,2026-06-29T10:17:34.725Z
0_1205_11_26.12,0,1205,11,46.81,0,1519,26.12,2026-06-29T10:17:34.725Z
0_1205_15_26.12,0,1205,15,47.84,0,1994,26.12,2026-06-29T10:17:34.725Z
0_2073_3_26.12,0,2073,3,44.67,0,5247,26.12,2026-06-29T10:17:34.725Z
0_2073_7_26.12,0,2073,7,46.08,0,7205,26.12,2026-06-29T10:17:34.725Z
0_2073_11_26.12,0,2073,11,46.62,0,12618,26.12,2026-06-29T10:17:34.725Z
0_2073_15_26.12,0,2073,15,46.9,0,15700,26.12,2026-06-29T10:17:34.725Z
0_1322_3_26.12,0,1322,3,52.42,0,78017,26.12,2026-06-29T10:17:34.725Z
0_1322_7_26.12,0,1322,7,50.3,0,66624,26.12,2026-06-29T10:17:34.725Z
0_1322_11_26.12,0,1322,11,39.53,0,382,26.12,2026-06-29T10:17:34.725Z
0_1322_15_26.12,0,1322,15,40.68,0,263,26.12,2026-06-29T10:17:34.725Z
0_1026_3_26.12,0,1026,3,56.4,0,58104,26.12,2026-06-29T10:17:34.725Z
0_1026_7_26.12,0,1026,7,55.94,0,73616,26.12,2026-06-29T10:17:34.725Z
0_1026_11_26.12,0,1026,11,55.85,0,83143,26.12,2026-06-29T10:17:34.725Z
0_1026_15_26.12,0,1026,15,54.06,0,79377,26.12,2026-06-29T10:17:34.725Z
0_1026_18_26.12,0,1026,18,68.97,0,232,26.12,2026-06-29T10:17:34.725Z
0_1416_3_26.12,0,1416,3,50.39,0,4888,26.12,2026-06-29T10:17:34.725Z
0_1416_7_26.12,0,1416,7,50.57,0,18480,26.12,2026-06-29T10:17:34.725Z
0_1416_11_26.12,0,1416,11,51.98,0,28048,26.12,2026-06-29T10:17:34.725Z
0_1416_15_26.12,0,1416,15,52.28,0,37224,26.12,2026-06-29T10:17:34.725Z
0_1331_3_26.12,0,1331,3,46.65,0,1269,26.12,2026-06-29T10:17:34.725Z
0_1331_7_26.12,0,1331,7,47.65,0,1996,26.12,2026-06-29T10:17:34.725Z
0_1331_11_26.12,0,1331,11,48.53,0,3956,26.12,2026-06-29T10:17:34.725Z
0_1331_15_26.12,0,1331,15,51.76,0,5782,26.12,2026-06-29T10:17:34.725Z
0_1046_3_26.12,0,1046,3,60.99,0,122036,26.12,2026-06-29T10:17:34.725Z
0_1046_7_26.12,0,1046,7,56.51,0,121477,26.12,2026-06-29T10:17:34.725Z
0_1046_11_26.12,0,1046,11,42.67,0,300,26.12,2026-06-29T10:17:34.725Z
0_1046_15_26.12,0,1046,15,38.36,0,219,26.12,2026-06-29T10:17:34.725Z
0_1243_3_26.12,0,1243,3,54.36,0,234860,26.12,2026-06-29T10:17:34.725Z
0_1243_7_26.12,0,1243,7,47,0,9378,26.12,2026-06-29T10:17:34.725Z
0_1243_11_26.12,0,1243,11,48.89,0,15599,26.12,2026-06-29T10:17:34.725Z
0_1243_15_26.12,0,1243,15,49.28,0,19159,26.12,2026-06-29T10:17:34.725Z
0_1092_3_26.12,0,1092,3,50.57,0,29721,26.12,2026-06-29T10:17:34.725Z
0_1092_7_26.12,0,1092,7,50.37,0,48616,26.12,2026-06-29T10:17:34.725Z
0_1092_11_26.12,0,1092,11,52.52,0,67417,26.12,2026-06-29T10:17:34.725Z
0_1092_15_26.12,0,1092,15,51.61,0,64132,26.12,2026-06-29T10:17:34.725Z
0_1092_18_26.12,0,1092,18,60.71,0,56,26.12,2026-06-29T10:17:34.725Z
0_2144_3_26.12,0,2144,3,45.41,0,24450,26.12,2026-06-29T10:17:34.725Z
0_2144_7_26.12,0,2144,7,45.55,0,25300,26.12,2026-06-29T10:17:34.725Z
0_2144_11_26.12,0,2144,11,47.56,0,30120,26.12,2026-06-29T10:17:34.725Z
0_2144_15_26.12,0,2144,15,47.17,0,27037,26.12,2026-06-29T10:17:34.725Z
0_2144_18_26.12,0,2144,18,63.95,0,147,26.12,2026-06-29T10:17:34.725Z
0_1332_3_26.12,0,1332,3,48.31,0,17318,26.12,2026-06-29T10:17:34.725Z
0_1332_7_26.12,0,1332,7,46.68,0,21720,26.12,2026-06-29T10:17:34.725Z
0_1332_11_26.12,0,1332,11,47.02,0,25044,26.12,2026-06-29T10:17:34.725Z
0_1332_15_26.12,0,1332,15,45.96,0,24261,26.12,2026-06-29T10:17:34.725Z
0_1332_18_26.12,0,1332,18,71.18,0,229,26.12,2026-06-29T10:17:34.725Z
0_2128_3_26.12,0,2128,3,64.34,0,20702,26.12,2026-06-29T10:17:34.725Z
0_2128_7_26.12,0,2128,7,61.27,0,21543,26.12,2026-06-29T10:17:34.725Z
0_2128_11_26.12,0,2128,11,59.34,0,21358,26.12,2026-06-29T10:17:34.725Z
0_2128_15_26.12,0,2128,15,56.26,0,19429,26.12,2026-06-29T10:17:34.725Z
0_2128_18_26.12,0,2128,18,83.33,0,78,26.12,2026-06-29T10:17:34.725Z
0_1103_3_26.12,0,1103,3,51.52,0,43748,26.12,2026-06-29T10:17:34.725Z
0_1103_7_26.12,0,1103,7,51.2,0,43420,26.12,2026-06-29T10:17:34.725Z
0_1103_11_26.12,0,1103,11,51.9,0,44948,26.12,2026-06-29T10:17:34.725Z
0_1103_15_26.12,0,1103,15,50.91,0,38436,26.12,2026-06-29T10:17:34.725Z
0_1103_18_26.12,0,1103,18,69.67,0,211,26.12,2026-06-29T10:17:34.725Z
0_1349_3_26.12,0,1349,3,54.87,0,45534,26.12,2026-06-29T10:17:34.725Z
0_1349_7_26.12,0,1349,7,53.8,0,50668,26.12,2026-06-29T10:17:34.725Z
0_1349_11_26.12,0,1349,11,54.4,0,51176,26.12,2026-06-29T10:17:34.725Z
0_1349_15_26.12,0,1349,15,54.04,0,46022,26.12,2026-06-29T10:17:34.725Z
0_1349_18_26.12,0,1349,18,65.26,0,213,26.12,2026-06-29T10:17:34.725Z
0_1323_3_26.12,0,1323,3,58.97,0,93384,26.12,2026-06-29T10:17:34.725Z
0_1323_7_26.12,0,1323,7,58.38,0,85705,26.12,2026-06-29T10:17:34.725Z
0_1323_11_26.12,0,1323,11,56.89,0,83967,26.12,2026-06-29T10:17:34.725Z
0_1323_15_26.12,0,1323,15,55.03,0,79684,26.12,2026-06-29T10:17:34.725Z
0_1323_18_26.12,0,1323,18,66.04,0,53,26.12,2026-06-29T10:17:34.725Z
0_1084_3_26.12,0,1084,3,47.14,0,995,26.12,2026-06-29T10:17:34.725Z
0_1084_7_26.12,0,1084,7,47.42,0,4074,26.12,2026-06-29T10:17:34.725Z
0_1084_11_26.12,0,1084,11,48.71,0,6337,26.12,2026-06-29T10:17:34.725Z
0_1084_15_26.12,0,1084,15,47.86,0,8758,26.12,2026-06-29T10:17:34.725Z
0_2123_3_26.12,0,2123,3,50.29,0,515,26.12,2026-06-29T10:17:34.725Z
0_2123_7_26.12,0,2123,7,53.32,0,844,26.12,2026-06-29T10:17:34.725Z
0_2123_11_26.12,0,2123,11,47.33,0,1407,26.12,2026-06-29T10:17:34.725Z
0_2123_15_26.12,0,2123,15,49.37,0,1673,26.12,2026-06-29T10:17:34.725Z
0_2125_3_26.12,0,2125,3,51.34,0,37877,26.12,2026-06-29T10:17:34.725Z
0_2125_7_26.12,0,2125,7,51.09,0,779,26.12,2026-06-29T10:17:34.725Z
0_2125_11_26.12,0,2125,11,49.63,0,1201,26.12,2026-06-29T10:17:34.725Z
0_2125_15_26.12,0,2125,15,47.38,0,1509,26.12,2026-06-29T10:17:34.725Z
0_2131_3_26.12,0,2131,3,48.47,0,5344,26.12,2026-06-29T10:17:34.725Z
0_2131_7_26.12,0,2131,7,49.1,0,10241,26.12,2026-06-29T10:17:34.725Z
0_2131_11_26.12,0,2131,11,50.49,0,20991,26.12,2026-06-29T10:17:34.725Z
0_2131_15_26.12,0,2131,15,50.73,0,30000,26.12,2026-06-29T10:17:34.725Z
0_1335_3_26.12,0,1335,3,48.37,0,34275,26.12,2026-06-29T10:17:34.725Z
0_1335_7_26.12,0,1335,7,50.07,0,47401,26.12,2026-06-29T10:17:34.725Z
0_1335_11_26.12,0,1335,11,52.81,0,69949,26.12,2026-06-29T10:17:34.725Z
0_1335_15_26.12,0,1335,15,52.49,0,67658,26.12,2026-06-29T10:17:34.725Z
0_1335_18_26.12,0,1335,18,66.67,0,60,26.12,2026-06-29T10:17:34.725Z
0_2119_3_26.12,0,2119,3,54.51,0,30179,26.12,2026-06-29T10:17:34.725Z
0_2119_7_26.12,0,2119,7,53.95,0,95645,26.12,2026-06-29T10:17:34.725Z
0_2119_11_26.12,0,2119,11,54.1,0,96024,26.12,2026-06-29T10:17:34.725Z
0_2119_15_26.12,0,2119,15,52.74,0,97326,26.12,2026-06-29T10:17:34.725Z
0_2119_18_26.12,0,2119,18,56.73,0,104,26.12,2026-06-29T10:17:34.725Z
0_1214_3_26.12,0,1214,3,50.24,0,7588,26.12,2026-06-29T10:17:34.725Z
0_1214_7_26.12,0,1214,7,49.93,0,27138,26.12,2026-06-29T10:17:34.725Z
0_1214_11_26.12,0,1214,11,49.73,0,23443,26.12,2026-06-29T10:17:34.725Z
0_1214_15_26.12,0,1214,15,48.75,0,20557,26.12,2026-06-29T10:17:34.725Z
0_1151_3_26.12,0,1151,3,48.35,0,11515,26.12,2026-06-29T10:17:34.725Z
0_1151_7_26.12,0,1151,7,47.51,0,13963,26.12,2026-06-29T10:17:34.725Z
0_1151_11_26.12,0,1151,11,47.71,0,15562,26.12,2026-06-29T10:17:34.725Z
0_1151_15_26.12,0,1151,15,47.03,0,13720,26.12,2026-06-29T10:17:34.725Z
0_1015_3_26.12,0,1015,3,53.57,0,3791,26.12,2026-06-29T10:17:34.725Z
0_1015_7_26.12,0,1015,7,53.68,0,14949,26.12,2026-06-29T10:17:34.725Z
0_1015_11_26.12,0,1015,11,53.39,0,24343,26.12,2026-06-29T10:17:34.725Z
0_1015_15_26.12,0,1015,15,53.91,0,34423,26.12,2026-06-29T10:17:34.725Z
0_1154_3_26.12,0,1154,3,54.66,0,42286,26.12,2026-06-29T10:17:34.725Z
0_1154_7_26.12,0,1154,7,52.37,0,113774,26.12,2026-06-29T10:17:34.725Z
0_1154_11_26.12,0,1154,11,50.89,0,97190,26.12,2026-06-29T10:17:34.725Z
0_1154_15_26.12,0,1154,15,46.26,0,508,26.12,2026-06-29T10:17:34.725Z
0_1116_3_26.12,0,1116,3,43.18,0,13885,26.12,2026-06-29T10:17:34.725Z
0_1116_7_26.12,0,1116,7,43.78,0,18132,26.12,2026-06-29T10:17:34.725Z
0_1116_11_26.12,0,1116,11,45.04,0,25571,26.12,2026-06-29T10:17:34.725Z
0_1116_15_26.12,0,1116,15,44.97,0,24865,26.12,2026-06-29T10:17:34.725Z
0_1116_18_26.12,0,1116,18,71.43,0,294,26.12,2026-06-29T10:17:34.725Z
0_1301_3_26.12,0,1301,3,46.35,0,100542,26.12,2026-06-29T10:17:34.725Z
0_1301_7_26.12,0,1301,7,44.52,0,5424,26.12,2026-06-29T10:17:34.725Z
0_1301_11_26.12,0,1301,11,34.72,0,72,26.12,2026-06-29T10:17:34.725Z
0_1150_7_26.12,0,1150,7,67.31,0,52,26.12,2026-06-29T10:17:34.725Z
0_1150_11_26.12,0,1150,11,69.16,0,509,26.12,2026-06-29T10:17:34.725Z
0_1150_15_26.12,0,1150,15,52.26,0,13534,26.12,2026-06-29T10:17:34.725Z
0_1150_18_26.12,0,1150,18,71.43,0,126,26.12,2026-06-29T10:17:34.725Z
0_1404_3_26.12,0,1404,3,46.39,0,1095,26.12,2026-06-29T10:17:34.725Z
0_1404_7_26.12,0,1404,7,47.59,0,1431,26.12,2026-06-29T10:17:34.725Z
